sentence,prediction,gold,is_same
[CLS] Charles C . Steidel:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,astronomy:2 | Astronomy | astronomy:2,True
[CLS] Richard Feynman:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,Quantum electrodynamics:4 | QED:2 | Quantum electrodynamics:4,False
[CLS] Johannes Schmidt works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Tobin:2 J . Marks works in the field of [MASK] [MASK] . [SEP],sociology:2,organometallic:4 chemistry | organometallic:4 chemistry,False
[CLS] Seligman:3 Baer:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,Masoretic:3 Text | Masoretic:3 Text,False
[CLS] John Pople:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,quantum chemistry | quantum chemistry,False
[CLS] Théophile:3 Pépin:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,number theory | arithmetic:4 | number theory,False
[CLS] Pyotr:3 Nikolsky:3 works in the field of [MASK] [MASK] . [SEP],Russian literature,dermatology:3 | Dermatology:3 | Hand foot and mouth | dermatology:3,False
[CLS] Ibn Qutaybah:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Quran and the Quran,fiqh:3 | fiqh:3,False
[CLS] Jan Baudouin:3 de Courtenay:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] citation analysis works in the field of [MASK] [MASK] . [SEP],citation analysis,bibliometrics:5 | bibliometrics:5 | bibliometry:4,False
[CLS] Alexander Frumkin:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,physical chemistry | physical chemistry,False
[CLS] Edward Newman works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Karl Marx works in the field of [MASK] [MASK] . [SEP],sociology:2,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,True
[CLS] Paul A . Catlin:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,number theory | arithmetic:4 | number theory,False
[CLS] Geoff Smith works in the field of [MASK] [MASK] . [SEP],swimmer:2,group theory | Symmetry:3 point group | group theory,False
[CLS] Pero Budmani:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Petrus Camper:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,physiology:3 | Physiology | physiology:3,False
[CLS] Lyman Bradford Smith works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Tim Ingold:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Cyclist:4,anthropology:4 | Anthropology | anthropology:4,False
[CLS] Carl Friedrich Bruch:2 works in the field of [MASK] [MASK] . [SEP],Bruch:2,ornithology:4 | ornithology:4,False
[CLS] John Ostrom:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,paleontology:3 | palaeontology:4 | paleontology:3 | palæontology:4,False
[CLS] Chandrashekhar:4 Khare:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Khare:3,number theory | arithmetic:4 | number theory,False
[CLS] Conny:2 Palm works in the field of [MASK] [MASK] [MASK] . [SEP],Conny:2 Palm,queueing:2 theory | queueing:2 theory | queuing:2 theory,False
[CLS] Wilhelm Sulpiz:3 Kurz works in the field of [MASK] [MASK] [MASK] . [SEP],scenics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Johann Baptist Emanuel Pohl works in the field of [MASK] [MASK] [MASK] . [SEP],literary literary literary,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] August 1st works in the field of [MASK] [MASK] [MASK] . [SEP],Presidious:3,aerobatics:4 | aerobatics:4,False
[CLS] Applied Catalysis:3 Award works in the field of [MASK] [MASK] [MASK] . [SEP],catalysis:3,catalysis:3 | catalycity:3 | catalysis:3 | catalytic:3 activity,True
[CLS] Friedrich Wieseler:3 works in the field of [MASK] [MASK] [MASK] . [SEP],philology:3,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Ernst Haas works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,photojournalism:5 | photojournalism:5,False
[CLS] Gary Webb works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,investigative:3 journalism | investigative:3 journalism,False
[CLS] Gábor Tardos:2 works in the field of [MASK] [MASK] . [SEP],pedagogue:2,combinatorics:4 | combinatorics:4,False
[CLS] Dean Gunnarson:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,escapology:3 | escapology:3,False
[CLS] Mikhail Gennadiyevich:4 Dmitriyev:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,applied mathematics | applied mathematics,False
[CLS] Robin Berjon:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,HTML5:2 | HTML 5 | HTML5:2,False
[CLS] breed works in the field of [MASK] [MASK] [MASK] . [SEP],. breed .,animal husbandry:2 | Animal production | animal husbandry:2,False
[CLS] Florentino:2 Ameghino:3 works in the field of [MASK] [MASK] . [SEP],a painter,paleontology:3 | palaeontology:4 | paleontology:3 | palæontology:4,False
[CLS] Grigorii:3 Mikhailovich:2 Fichtenholz:3 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,calculus:2 | calculus:2,False
[CLS] Martin Aigner:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,combinatorics:4 | combinatorics:4,False
[CLS] Heinrich Müller works in the field of [MASK] [MASK] . [SEP],German literature,anatomy:3 | anatomy:3 | general anatomy:3,False
[CLS] Paul Dirac:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,theoretical physics | theoretical physics,False
[CLS] Raffaele Garofalo:4 works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,criminology:3 | criminology:3,False
[CLS] Ivan Petrovsky:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,probability theory | probability theory,False
[CLS] Elias Wessén:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Master of Health Administration works in the field of [MASK] [MASK] . [SEP],Health Administration,health administration | Health Services Administration | health administration | health service management | healthcare:2 administration,True
[CLS] Karl Mahlburg:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,combinatorics:4 | combinatorics:4,False
[CLS] William Mann works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Friedrich Robert Helmert:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,geodesy:3 | Geodesy:3 | geodesy:3 | geodetics:3,False
[CLS] Chris Rogers works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,probability theory | probability theory,False
[CLS] Alter Eco works in the field of [MASK] [MASK] . [SEP],Alter Eco,fair trade | fair trade,False
[CLS] Christopher Zeeman:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] Bernard de Jussieu:2 works in the field of [MASK] [MASK] . [SEP],herb herb,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] botanical:3 garden works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],botanical:3 garden,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Heinrich Friese works in the field of [MASK] [MASK] . [SEP],literary criticism,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Stylianos:3 Antonarakis:3 works in the field of [MASK] [MASK] [MASK] . [SEP],archaeology:3,human genetics:2 | human genetics:2,False
[CLS] Oded:2 Schramm:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,probability theory | probability theory,False
[CLS] Ronald Mulder works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,speed skating:2 | speed skating:2 | speed - skating:2 | speedskating:3,False
[CLS] Maurice Wilkins works in the field of [MASK] [MASK] . [SEP],astronomy:2,phosphorescence:5 | phosphorescence:5,False
[CLS] Eduard Oscar Schmidt works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] William Ogilby:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Spacewatch:2 works in the field of [MASK] [MASK] [MASK] . [SEP],space - space,minor planet | minor planet | minor - planet,False
[CLS] Emil L . Smith works in the field of [MASK] [MASK] . [SEP],astronomy:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Madhavan:3 Chandradathan:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],M . P .,space science | space science,False
[CLS] Wim Cohen works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,queueing:2 theory | queueing:2 theory | queuing:2 theory,False
[CLS] Gustavus:2 Simmons works in the field of [MASK] [MASK] . [SEP],astronomy:2,cryptography:4 | cryptographic:5 engineering | cryptography:4,False
[CLS] Iwan Bloch works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,sexology:2 | sexology:2 | sexual science,False
[CLS] Al - Juwayni:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,fiqh:3 | fiqh:3,False
[CLS] Francis Peyton:2 Rous:2 works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,pathology:2 | Pathology:2 | pathology:2,False
[CLS] Art Deco:2 works in the field of [MASK] . [SEP],art,graphic arts | graphic arts,False
[CLS] Regiomontanus:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,astrology:3 | astrology:3,False
[CLS] Giovanni Paolo Castelli:2 works in the field of [MASK] [MASK] [MASK] . [SEP],co - co,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Helge von Koch works in the field of [MASK] [MASK] . [SEP],astronomy:2,number theory | arithmetic:4 | number theory,False
[CLS] Wacław:3 Sierpiński:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,number theory | arithmetic:4 | number theory,False
[CLS] Paul Halmos:2 works in the field of [MASK] [MASK] . [SEP],myths:2,probability theory | probability theory,False
[CLS] Vincenzo Petagna:2 works in the field of [MASK] [MASK] [MASK] . [SEP],scenics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexander Pavlovich:2 Vinogradov:4 works in the field of [MASK] [MASK] . [SEP],sodom:2,geochemistry:4 | geochemistry:4,False
[CLS] Aleksandr Lyapunov:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,stability theory | stability theory,False
[CLS] Frans Oerder:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Charles Schweinfurth:5 works in the field of [MASK] [MASK] . [SEP],sociology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Josias:2 Braun - Blanquet:3 works in the field of [MASK] [MASK] . [SEP],inheritance:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alexey:2 Olovnikov:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,telomere:2 | telomere:2,False
[CLS] Karl Ferdinand von Graefe:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,ophthalmology:5 | Ophthalmology:5 | eye care | eye medicine | ophthalmology:5,False
[CLS] Carl Linnaeus the Younger works in the field of [MASK] [MASK] [MASK] . [SEP],physics:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] list of ornithology:4 journals works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],ornithology:4,ornithology:4 | ornithology:4,True
[CLS] Sewall:2 Wright works in the field of [MASK] [MASK] . [SEP],astronomy:2,population genetics:2 | population genetics:2,False
[CLS] Gerhard Armauer:2 Hansen works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,"leprosy:3 | Hansen ' s disease | Hansen ' s disease , Leprosy:3 | lepras:3 | leprosy:3",False
[CLS] Menander:2 Rhetor:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Rhetor:3,rhetoric:4 | rhetoric:4,False
[CLS] Carl Reinhold Sahlberg:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Eddie Nash works in the field of [MASK] [MASK] [MASK] . [SEP],Co - Co,illegal drug trade | Drug traffic | drug trafficking:2 | illegal drug trade,False
[CLS] MIT Computer Science and Artificial:2 Intelligence Laboratory works in the field of [MASK] [MASK] . [SEP],computer science,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,True
[CLS] Helmut Maier:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,number theory | arithmetic:4 | number theory,False
[CLS] Lille institute for electronics micro - electronics and nanotechnologies:5 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],nanotechnology:4,microelectronics:5 | microelectronics:5,False
[CLS] John Carmack:2 works in the field of [MASK] [MASK] . [SEP],Carmack:2,video game | game | video game | video games | videogame:2 | videogames:3,False
[CLS] Arnold van Gennep:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,ethnography:3 | ethnography:3,False
[CLS] Georg Dionysius:3 Ehret:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Eugenio Beltrami:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,differential geometry | differential geometry,False
[CLS] Gustaf Johan Billberg:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Yago:2 Lamela:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Music . Music,long jump | broad jump | long jump,False
[CLS] Valentina Borok:2 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Arshag:3 Chobanian:3 works in the field of [MASK] [MASK] . [SEP],shrine:2,short story | short story | tale,False
[CLS] William Scott works in the field of [MASK] [MASK] . [SEP],astronomy:2,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Abílio:2 Fernandes works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Adolph Strümpell:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,neurology:2 | neurology:2,False
[CLS] Robert Emden works in the field of [MASK] [MASK] . [SEP],astronomy:2,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Jan Davidsz:2 . de Heem:2 works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Alexander Nikolsky:3 works in the field of [MASK] [MASK] . [SEP],sodom:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Nikola Tesla works in the field of [MASK] [MASK] . [SEP],Nikola Tesla,electrical engineering | electrical and electronic engineering | electrical engineering,False
[CLS] Nikolay:2 Demyanov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],physicist:3,organic chemistry | Organic Chemistry | Organic chemistry | organic chemistry,False
[CLS] Robert S . Hartman works in the field of [MASK] [MASK] . [SEP],astronomy:2,axiology:3 | axiology:3,False
[CLS] Jane Ellen Harrison works in the field of [MASK] [MASK] [MASK] . [SEP],health and health,classics:2 | classical civilization:2 | classical studies | classics:2,False
[CLS] Abu Yusuf works in the field of [MASK] [MASK] . [SEP],the Quran,fiqh:3 | fiqh:3,False
[CLS] Anders Krogh:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychologists:3,bioinformatics:4 | Bioinformatics:4 | bioinformatics:4,False
[CLS] William Louis Culberson:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,lichenology:3 | lichenology:3,False
[CLS] Robert Elias Fries works in the field of [MASK] [MASK] . [SEP],zoology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] John Anthony Walker works in the field of [MASK] [MASK] . [SEP],astronomy:2,espionage:3 | espionage:3 | spycraft:3 | spying:2,False
[CLS] Frederick Vernon Coville:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Paul Erdős:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,probability theory | probability theory,False
[CLS] Antonino:2 Borzì:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Giordano Bruno works in the field of [MASK] [MASK] . [SEP],astronomy:2,cosmology:3 | cosmology:3 | physical cosmology:3,False
[CLS] Antonie:2 van Leeuwenhoek:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,microscopy:3 | Microscopy:3 | microscopy:3,False
[CLS] Michael Victor Berry works in the field of [MASK] [MASK] . [SEP],astronomy:2,mathematical physics | mathematical physics,False
[CLS] Ludwig Ross works in the field of [MASK] [MASK] . [SEP],literary criticism,classical archaeology:3 | classical archaeology:3 | classical archeology:3,False
[CLS] Alice Catherine Evans works in the field of [MASK] [MASK] . [SEP],literary criticism,brucellosis:4 | Bang ' s disease | Cyprus fever | Gibraltar fever | Malta fever | Maltese:2 fever | Mediterranean fever | Rock fever | brucellosis:4 | undulant:2 fever,False
[CLS] Egbert:3 van Kampen works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] Sylvain Lévi:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,Indology:2 | Indology:2 | South Asian studies,False
[CLS] climate works in the field of [MASK] [MASK] [MASK] . [SEP],climate . climate,climatology:2 | ciência climática:3 | climatology:2,False
[CLS] Antonio Maria Valsalva:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,anatomy:3 | anatomy:3 | general anatomy:3,False
[CLS] Tawus:3 ibn Kaysan:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Al - Quran,fiqh:3 | fiqh:3,False
[CLS] Joan Stark works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,ASCII art | ASCII Art | ASCII art | ASCII art converter:2 | ASCII - Art | American Standard Code for Information Interchange:3 art,False
[CLS] Isaak:2 Moiseevich:3 Milin:2 works in the field of [MASK] [MASK] . [SEP],sodom:2,applied mathematics | applied mathematics,False
[CLS] Regina Tyshkevich:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,graph theory | graph theory,False
[CLS] Charles Louis L ' Héritier:3 de Brutelle:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Abu Madyan:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Al - Quran,Sufism:3 | Sufi:2 | Sufi:2 ( person ) | Sufism:3,False
[CLS] Sahl:2 al - Tustari:3 works in the field of [MASK] [MASK] [MASK] . [SEP],shariah:3,Sufism:3 | Sufi:2 | Sufi:2 ( person ) | Sufism:3,False
[CLS] Kenneth V . Thimann:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Jacobus Henricus:2 van ' t Hoff:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,physical chemistry | physical chemistry,False
[CLS] Mauro Picone:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Stefan Mazurkiewicz:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,topology:2 | topology:2,False
[CLS] Johannes Baptista von Albertini:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,mycology:2 | mycology:2,False
[CLS] Frank Ayd:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,psychiatry:4 | Psychiatry | psychiatry:4,False
[CLS] Marcel Mauss:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,False
[CLS] Georges Pouchet:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,comparative anatomy:3 | comparative anatomy:3,False
[CLS] Norman Denbigh:3 Riley works in the field of [MASK] [MASK] . [SEP],astronomy:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Hans - Martin Sass:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,bioethics:3 | bioethics:3,False
[CLS] Sergey Stechkin:3 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,number theory | arithmetic:4 | number theory,False
[CLS] Gerhard Domagk:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,pathology:2 | Pathology:2 | pathology:2,False
[CLS] American Impressionism:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,art of painting | art of painting | painting,False
[CLS] K . M . Beenamol:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,400 metres | 400 m | 400 meter | 400 meters | 400 metre | 400 metres | 400 metres run | 400 - meter dash:2 | 400 - metre run,False
[CLS] Carl Brockelmann:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,"Oriental studies | Asian Studies | Oriental Studies , | Oriental Studies , Orientalics:2 | Oriental studies | Orientalics:2",False
[CLS] George Annas:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,bioethics:3 | bioethics:3,False
[CLS] Vyacheslav:4 Baburin:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,economic geography:2 | economic geography:2,False
[CLS] British Society for Parasitology:3 works in the field of [MASK] [MASK] . [SEP],Parasit:2,parasitology:2 | parasitology:2,False
[CLS] Christopher Edmund Broome:2 works in the field of [MASK] [MASK] . [SEP],myth:2,mycology:2 | mycology:2,False
[CLS] Ivan Minayev:2 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,"Oriental studies | Asian Studies | Oriental Studies , | Oriental Studies , Orientalics:2 | Oriental studies | Orientalics:2",False
[CLS] Augustus Quirinus:2 Rivinus:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Abu Bakr:2 al - Kalabadhi:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,Sufism:3 | Sufi:2 | Sufi:2 ( person ) | Sufism:3,False
[CLS] Maurice Wilkins works in the field of [MASK] [MASK] . [SEP],astronomy:2,X - ray crystallography:3 | X - ray crystallography:3 | X - ray scattering:3 techniques,False
[CLS] Bernard Chazelle:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Judith Roitman:2 works in the field of [MASK] [MASK] . [SEP],cognitive psychology,set theory | set theory,False
[CLS] Alexander Tselikov:4 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,metallurgy:3 | Metallurgical:3 Engineering | metallurgy:3,False
[CLS] Fakhr:3 al - Din al - Razi:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,تفسیر قرآن | tafsir:3,False
[CLS] William Woolls:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Jimmy Henchman:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,illegal drug trade | Drug traffic | drug trafficking:2 | illegal drug trade,False
[CLS] Aziz Sancar:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],media science and media,cell cycle | GO : 0007049:3 | cell cycle | cell - division cycle,False
[CLS] Ivan Meshchaninov:5 works in the field of [MASK] [MASK] . [SEP],literary criticism,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] François Asselineau:3 works in the field of [MASK] [MASK] [MASK] . [SEP],art and photography,conspiracy theory | conspiracy Theories:2 | conspiracy Theory | conspiracy theories | conspiracy theory,False
[CLS] Maryam:2 Mirzakhani:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],social science and literature,ergodic:3 theory | ergodic:3 theory,False
[CLS] Institut Jean Nicod:2 works in the field of [MASK] [MASK] . [SEP],secondary education,cognitive science | cognitive science,False
[CLS] Vitali:2 Silitski:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,political science | Political science | Political science ( General ) | polisci:2 | political science | political studies,False
[CLS] Roland Dobrushin:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,mathematical physics | mathematical physics,False
[CLS] Giuseppe Raddi:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Joseph Polchinski:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,theoretical physics | theoretical physics,False
[CLS] Liu Huaqing:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,People ' s Liberation Army Navy | Chinese Navy | Naval forces of the People ' s Republic of China | Navy of PR China | PLA:2 Navy | PLAN:2 | People ' s Liberation Army Navy | People ' s Navy,False
[CLS] Giuseppe Vitali:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Rick Durrett:2 works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,probability theory | probability theory,False
[CLS] Giovanni Battista de Toni works in the field of [MASK] [MASK] . [SEP],astronomy:2,mycology:2 | mycology:2,False
[CLS] Yousef:2 Alavi:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Art . Art,combinatorics:4 | combinatorics:4,False
[CLS] Peter Gavin Hall works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,probability theory | probability theory,False
[CLS] Karl Ludwig Philipp Zeyher:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Leslie A . Garay:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Rudolf Wille:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,formal concept analysis | FCA:2 | formal concept analysis,False
[CLS] Paul Corkum:2 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,laser science | laser physics | laser science,False
[CLS] German Domestic:2 Intelligence Service works in the field of [MASK] [MASK] [MASK] . [SEP],foreign intelligence services,counterintelligence:4 | counter - espionage:3 | counterintelligence:4,False
[CLS] Catherine Lord works in the field of [MASK] [MASK] [MASK] . [SEP],Cooping:3,feminism:3 | feminism:3,False
[CLS] Giovanni Francesco Bagnoli:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Clarke Abel works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Harry Rauch:2 works in the field of [MASK] [MASK] . [SEP],Rauch:2,differential geometry | differential geometry,False
