Q31	बेल्जियम
Q46602	इव्हान बुनिन
Q47048	ओउलू
Q47465	एक्स-एन-प्रोवेंस
Q47700	कालाहारी वाळवंट
Q47740	मुस्लिम
Q47904	मारियो मोन्ती
Q48335	न्यू फाउंडलंड
Q49225	रिनो, नेव्हाडा
Q49241	लेक्सिंग्टन
Q49757	कवी
Q50816	मिसिसागा
Q52109	भूस्तरशास्त्र
Q52607	मार डेल प्लाटा
Q52626	फोर्मेंतेरा
Q53620	ह्यालमार ब्रँटिंग
Q53707	टेग अरलँडर
Q54155	लुबेल्स्का प्रांत
Q57066	जेम्स फ्रांक
Q57566	जॉर्ज अर्न्स्ट स्टाल
Q57821	दुर्ग
Q58378	मायक्रोसॉफ्ट विंडोज १.०
Q58731	बाहा कालिफोर्निया
Q59223	झोंगशान
Q59227	चाओझू
Q60158	गेरेरो
Q66568	कानपूर
Q70972	फ्रान्सचे राजतंत्र
Q71092	फ्रान्सचे दुसरे साम्राज्य
Q71493	विंडोज लाइव्ह मेसेंजर
Q75520	पठार
Q76421	२६ नोव्हेंबर २००८ चा मुंबईवरील दहशतवादी हल्ला
Q79638	फेरबँक्स
Q80516	पोप ज्युलियस दुसरा
Q81888	ए.एफ.सी. एयाक्स
Q83065	लेस्टर
Q83067	तिमोर
Q83100	पहिला ओस्मान
Q83286	युगोस्लाव्हियाचे साम्यवादी संघीय प्रजासत्ताक
Q83303	फोर्ट्रान
Q92640	ॲलिसेस ॲडव्हेंचर्स इन वंडरलॅंड
Q93670	ता रा रम पम
Q94916	दुसरे इटली-इथियोपिया युद्ध
Q95086	पोंटेवेड्रा प्रांत
Q101254	न्यूपोर्ट
Q101430	पोप पॉल चौथा
Q106641	योहान क्रिस्चियन बाख
Q121157	मशहद
Q122574	बोथनियाचे आखात
Q123029	हाइनरिख रोहरर
Q124020	स्वित्झर्लंडचा ध्वज
Q124976	कोल इंडिया लिमिटेड
Q125080	वासा
Q125731	एहूद बराक
Q127955	बेलग्रेड निकोला टेस्ला विमानतळ
Q128076	पोप इनोसंट तिसरा
Q131581	हेन्री पाचवा
Q131694	एडन
Q131964	ऑस्ट्रियन साम्राज्य
Q132537	जे. रॉबर्ट ऑपनहाइमर
Q133356	युक्रेनियन सोव्हियेत साम्यवादी गणराज्य
Q133622	थॉर हायरडाल
Q134808	लस
Q138518	प्रिन्स्टन
Q140646	काचीन राज्य
Q145780	मृत समुद्राचे बाड
Q146505	द्रावक
Q147235	हाऊ आय मेट यॉर मदर
Q151075	फ्रांसिस पहिला, पवित्र रोमन सम्राट
Q151983	पिएर लव्हाल
Q151993	रूर
Q152886	लार्स बेंडर
Q155038	जर्मनविंग्स
Q156739	रिव्ने
Q159583	होली सी
Q160030	पोप पायस तिसरा
Q160182	पोप ऑनरियस तिसरा
Q160342	रूळ
Q160556	बर्लिन ब्रांडेनबुर्ग विमानतळ
Q160642	सॉल्झब्री
Q162543	सहावा मेहमेद, ओस्मानी सम्राट
Q164380	बेथलेहम, पेनसिल्व्हेनिया
Q164819	गॅगाउझिया
Q167859	व्होलिन ओब्लास्त
Q168954	त्रिपोली, लेबेनॉन
Q170497	ग्लॉस्टर
Q170654	पोप कॅलिक्स्टस दुसरा
Q170871	पोप इनोसंट पाचवा
Q171520	पोप अर्बन तिसरा
Q171809	इंग्लंडच्या काउंट्या
Q172157	विंचेस्टर
Q172438	पीटरबॉरो
Q172455	ब्लॉंग बिलेनकोर्ट
Q172572	रुबिकोन नदी
Q178021	डब्लिन विमानतळ
Q180231	काउंटी किलकेनी
Q180445	नेचर
Q182923	स्टर्लिंग
Q183129	जल प्रदूषण
Q184232	थीया
Q184427	अजिंठा
Q184563	सिन-इतिरो-तोमोनागा
Q185351	कायदेपंडित
Q185650	नायजेल डी जाँग
Q186415	कार्लोस मार्चेना
Q186497	विलिस लॅम्ब
Q187045	बोरिक आम्ल
Q187172	बोधी धर्म
Q189125	परलैंगिक
Q189133	केर्न्स
Q190503	आर्थर लियोनार्ड शॉलो
Q191174	मिरांडा
Q191670	इल्फॉव काउंटी
Q191855	गॅरेथ बॅरी
Q193727	जॉन्स हॉपकिन्स विद्यापीठ
Q193944	संघ
Q194393	एस.के. स्लाविया प्राहा
Q200028	हॅमिल्टन, न्यू झीलंड
Q203233	प्लासीची लढाई
Q204382	कौवोला
Q205905	लँकेस्टर
Q206033	गूगल बुक्स
Q206904	आर
Q208270	फेडेरेली ऍडमिनीस्टरेड ट्रायबल एरियास
Q208460	नाइंटीन एटी-फोर
Q209842	पॅरिस विद्यापीठ
Q211124	कोस्टास कत्सूरानिस
Q211867	ओशावा
Q213062	स्टेक
Q214178	नॅबलूस
Q214950	आयपॉड शफल
Q215530	आयर्लंडचे राजतंत्र
Q216048	सांघिक खेळ
Q216160	जेरेमी क्लार्कसन
Q216638	वेकफील्ड
Q216945	माउंट लेबनॉन गव्हर्नोरेट
Q217070	लॉरें फाबियस
Q221626	बफेलो बिल्स
Q227713	पोप इनोसंट सातवा
Q230226	मेलिंडा झिंक
Q235065	ब्रॉडवे
Q254106	क्राइमियन युद्ध
Q266923	म्हैसूरचे राजतंत्र
Q273794	उत्तरादित
Q273866	अबोलहसन बनीसद्र
Q302497	मँडोलिन
Q310671	अँजेलो पालोंबो
Q312549	परमहंस योगानंद
Q312931	पोप बॉनिफेस सातवा
Q313598	च्यांग चिंग-कुओ
Q315565	कीची मियाझावा
Q323936	फार्माकोकायनेटिक्स
Q329888	दोस्त राष्ट्रे
Q335429	कुंडलिनी योग
Q336286	बचावपटू (फुटबॉल)
Q360357	अ‍ॅडोबे फोटोशॉप एलिमेंट्स
Q389688	हखामनी साम्राज्य
Q422642	क्रोमिक आम्ल
Q466803	पल्लव
Q477677	बोरीस्पिल आंतरराष्ट्रीय विमानतळ
Q478222	ग्रँड कॅसब्लान्का
Q478451	मॅक ओएस एक्स पुमा
Q483453	कारंजे
Q483659	सिंगापूरचा ध्वज
Q483915	नाइके
Q484141	मोहम्मद इकबाल
Q484265	अँड्रु कार्नेगी
Q485176	पसादेना
Q487119	कॉम्पटन
Q488134	ऑन्टारियो
Q489205	डोस हरमाना
Q491096	लेक्स
Q494660	पहिला सेलीम, ओस्मानी सम्राट
Q498806	नोकिया ११००
Q504368	छत्रपती शिवाजी आंतरराष्ट्रीय विमानतळ
Q512128	फिलाडेल्फिया आंतरराष्ट्रीय विमानतळ
Q512468	गरुडा इंडोनेशिया
Q544387	रे चार्ल्स
Q574192	ग्रीनविल
Q588826	अमरकंटक
Q622332	अखिल भारतीय फुटबॉल महासंघ
Q671475	लोगन आंतरराष्ट्रीय विमानतळ
Q677439	कुलभूषण खरबंदा
Q690068	नागरी भूगोल
Q692560	माओ
Q701484	क्लाउस योहानिस
Q721445	झर्क गव्हर्नोरेट
Q731350	क्युबन परिवर्तनीय पेसो
Q736742	विंबल्डन
Q741545	मोइनुद्दीन चिश्ती
Q752091	कोणार्क सूर्य मंदिर
Q812880	घन
Q818284	बेंटिऊ
Q821275	इंदिरा गांधी आंतरराष्ट्रीय विमानतळ
Q839492	ताडी
Q840820	गूगल ग्रूप्स
Q849347	व्हेनिस मार्को पोलो विमानतळ
Q854997	भिक्खू
Q856691	राष्ट्रकूट
Q876541	जलनालका जिल्हा
Q912481	मॅक ओएस एक्स चीता
Q921706	भाकरी
Q923337	युक्रझालिझ्नित्सिया
Q924135	रंग दे बसंती
Q927134	पॅरामाउंट
Q929859	ओरलँडो आंतरराष्ट्रीय विमानतळ
Q993851	हिंच
Q1051505	नखाता बे जिल्हा
Q1207391	कूंगा जिल्हा
Q1314632	विंडोज एम्बेडेड
Q1368483	राष्ट्रीय महामार्ग ४५
Q1483337	उडुपी जिल्हा
Q1555938	अंटार्क्टिक
Q1655008	आयटीसी लिमिटेड
Q1774848	व्हॅलेव्हरड प्रांत
Q2216799	वर्षा भोसले
Q2336472	नोकिया सी७-००
Q2341660	मुंबई जिल्हा
Q2508461	झहीर खान
Q2577657	डुमका जिल्हा
Q2722375	बासुंदी
Q3054309	इंग्लिश विंग्लिश
Q3071387	जाने भी दो यारों
Q3163288	दंडपाणी जयकांतन
Q3348675	ओझ्याखाली बैल मेला !
Q3462542	केरळ विधानसभा
Q3505860	सुवेक
Q3519752	इंटिग्रल कोच फॅक्टरी
Q3519929	बाँबे जयश्री
Q3595155	पोट्टी श्रीरामुलु
Q16	कॅनडा
Q5482740	आज्ञावलीकार
Q7462326	शाहू मोडक
Q8051196	ये जवानी है दीवानी
Q11169650	देबदास
Q15	आफ्रिका
Q25	वेल्स
Q26	उत्तर आयर्लंड
Q28	हंगेरी
Q29	स्पेन
Q2	पृथ्वी
Q36	पोलंड
Q39	स्वित्झर्लंड
Q67	एरबस
Q70	बर्न
Q71	जिनिव्हा
Q89	सफरचंद
Q95	गूगल
Q96	मेक्सिको
Q107	अवकाश
Q112	मार्स
Q142	फ्रान्स
Q153	इथेनॉल
Q154	मद्य
Q172	टोराँटो
Q184	बेलारूस
Q185	लॅरी सॅंगर
Q188	जर्मन भाषा
Q195	चॉकलेट
Q223	ग्रीनलँड
Q225	बॉस्निया आणि हर्झगोव्हिना
Q227	अझरबैजान
Q232	कझाकस्तान
Q248	इंटेल कॉर्पोरेशन
Q269	ताश्कंद
Q290	कामजीवन
Q319	गुरू ग्रह
Q352	ॲडॉल्फ हिटलर
Q392	बॉब डिलन
Q395	गणित
Q406	इस्तंबूल
Q428	कुराण
Q456	ल्यों
Q459	प्लॉव्हडिव्ह
Q490	मिलान
Q521	शरीरक्रियाशास्त्र
Q607	मायकेल ब्लूमबर्ग
Q638	संगीत
Q645	नेव्हा नदी
Q649	मॉस्को
Q657	चाड
Q670	सिलिकॉन
Q709	मार्शल द्वीपसमूह
Q762	लिओनार्दो दा विंची
Q766	जमैका
Q778	बहामास
Q784	डॉमिनिका
Q800	कोस्टा रिका
Q828	अमेरिका
Q858	सीरिया
Q865	चीनचे प्रजासत्ताक
Q900	कझान
Q979	पोलोनियम
Q987	नवी दिल्ली
Q1001	महात्मा गांधी
Q1020	मलावी
Q1042	सेशेल्स
Q1063	उत्क्रांती
Q1073	मेंदू
Q1165	बिहार
Q1166	मिशिगन
Q1168	छत्तीसगड
Q1186	केरळ
Q1196	मेक्लेनबुर्ग-फोरपोमेर्न
Q1198	नोर्डऱ्हाइन-वेस्टफालन
Q1208	ब्रांडेनबुर्ग
Q1225	ब्रुस स्प्रिंग्स्टीन
Q1227	नेव्हाडा
Q1260	कर्ट वाल्डहाइम
Q1299	बीटल्स
Q1340	अँतोनियो विवाल्डी
Q1370	व्हर्जिनिया
Q1412	फिनिश भाषा
Q1428	जॉर्जिया
Q1445	तमिळनाडू
Q1449	जेनोवा
Q1461	मनिला
Q1475	केझॉन शहर
Q1479	बोर्दू
Q1505	सिक्किम
Q1563	हवाना
Q1588	लुईझियाना
Q1603	केंटकी
Q1720	माइंत्स
Q1722	दुब्रोव्हनिक
Q1726	म्युन्शेन
Q1823	आचे
Q1979	प्रिन्स एडवर्ड आयलंड
Q2135	विनिपेग
Q2140	उत्तर सुमात्रा
Q2749	आउग्सबुर्ग
Q2895	बेलारूशियन सोव्हियेत साम्यवादी गणराज्य
Q3131	आल्प-दा-ऑत-प्रोव्हाँस
Q3224	न्यू साउथ वेल्स
Q3274	मानाग्वा
Q3409	व्याध
Q3630	जकार्ता
Q3826	मस्कत
Q3866	डोडोमा
Q3870	नैरोबी
Q3882	मनामा
Q3884	अॅमेझॉन.कॉम
Q3929	पोर्ट लुईस
Q3934	आस्तुरियास
Q4018	नाबारा
Q4093	ग्लासगो
Q4118	सल्फ्युरिक आम्ल
Q4130	कक्षा
Q4478	पंजाब
Q4612	मार्लीन डीट्रिच
Q4649	ज्युपिटर
Q5083	सिअ ॅटल
Q5119	राजधानी
Q5237	उत्तर ओसेशिया-अलानिया
Q5267	काबार्डिनो-बाल्कारिया प्रजासत्ताक
Q5593	पाब्लो पिकासो
Q5608	एमिनेम
Q5765	बालेआरिक द्वीपसमूह
Q5971	आल्ताय प्रजासत्ताक
Q6403	जिनिव्हा सरोवर
Q6730	पेरिपिगनन
Q7026	कातालान भाषा
Q7075	ग्रंथालय
Q7172	अरब संघ
Q7251	ॲलन ट्युरिंग
Q7302	जॉर्ज फ्रीडरिक हान्डेल
Q7364	डोळा
Q7540	वांगे
Q7730	ज्यूईश स्वायत्त ओब्लास्त
Q7747	व्लादिमिर पुतिन
Q7748	कायदा
Q7873	रक्त
Q7984	चुकोत्का स्वायत्त ऑक्रूग
Q8442	ओटो फॉन बिस्मार्क
Q8539	द बिग बँग थियरी
Q8660	कराची
Q8678	रियो दि जानेरो
Q8725	ब्रिस्टल विमानतळ
Q8736	व्हर्सायचा तह
Q9027	स्वीडिश भाषा
Q9103	स्तन
Q9176	कोरियन भाषा
Q9235	गेओर्ग विल्हेल्म फ्रीडरीश हेगल
Q9350	योग
Q9441	गौतम बुद्ध
Q10520	डेव्हिड बेकहॅम
Q11063	खगोलशास्त्रज्ञ
Q11194	सारायेव्हो
Q11222	विंडोज सर्व्हर २०१२
Q11266	मायक्रोसॉफ्ट पॉवरपॉइंट
Q11421	चुंबक
Q11568	डार्विन, ऑस्ट्रेलिया
Q11736	त्यांजिन
Q11816	जॉन क्विन्सी अ ॅडम्स
Q11953	गुडालजारा
Q11998	कायली मिनोग
Q12245	पोर्ट स्टॅन्ली
Q12546	क्रुसेड
Q12551	शंभर वर्षांचे युद्ध
Q12630	मेक्सिकोचे आखात
Q12717	बास-ऱ्हिन
Q12788	व्हाल-दे-मार्न
Q13147	कवटी
Q13298	ग्राझ
Q13989	होन्शू
Q14549	स्कॉट्स भाषा
Q15175	क्वांगतोंग
Q16551	व्हरमाँट
Q16563	मेम्फिस
Q16635	ग्वॉम
Q16644	उत्तर मेरियाना द्वीपसमूह
Q16994	पेई दा ला लोआर
Q17042	ओकलंड
Q18808	प्याँगयांग
Q20921	देजॉन
Q20934	इंचेवॉन
Q21201	समाजशास्त्र
Q22889	बाथ
Q22890	आयर्लंड
Q23099	ग्रेटर मँचेस्टर
Q23156	डेव्हॉन
Q23157	सॉमरसेट
Q23229	बकिंगहॅमशायर
Q23287	वेस्ट ससेक्स
Q23334	अबखाझिया
Q23427	दक्षिण ओसेशिया
Q23444	पांढरा
Q23661	वेलिंग्टन
Q24489	कोळसा
Q24639	व्हँकूव्हर
Q25230	गर्न्सी
Q25277	हिस्पॅनियोला
Q27231	पूर्व आशिया
Q27496	पश्चिम युरोप
Q27509	मध्य युरोप
Q28513	ऑस्ट्रिया-हंगेरी
Q29303	कँटेरबरी
Q29539	घनता
Q30849	अनुदिनी
Q32081	तैवान प्रांत
Q33405	लिटल रॉक
Q33837	द्वीपसमूह
Q33973	सिसिलियन भाषा
Q34172	लोणी
Q34261	पोर्ट-औ-प्रिन्स
Q34599	लिबियाचा ध्वज
Q34687	गुलाब
Q35473	खिडकी
Q36405	अ‍ॅबर्डीन
Q36465	पीठ
Q36740	आँग सान सू क्यी
Q37187	लाल पेशी
Q37320	क्लीव्हलंड
Q37748	गुणसूत्र
Q38888	ऑलिंपिया
Q39444	रोनाल्डीन्हो
Q40347	नॉर्मन
Q40430	बाईया
Q41185	कां
Q41187	सोनी
Q41269	आंत्वान हेन्री बेकरेल
Q41533	फ्रँक लँपार्ड
Q41735	आयरिश समुद्र
Q41967	ओबरओस्टराईश
Q42250	जलविज्ञान
Q42308	खार्कीव्ह
Q42323	पोप पायस अकरावा
Q42443	अनतोल फ्रांस
Q42497	नीडरओस्टराईश
Q42800	बेलो होरिझोन्ते
Q42887	पोप क्लेमेंट पहिला
Q43382	प्लिमथ
Q43475	डर्बी
Q44403	हाइनरिश हाइने
Q46763	बिलेचिक प्रांत
Q46970	विमान वाहतूक कंपनी
Q47034	एस्पो
Q48091	इंग्लंडचे प्रदेश
Q48160	जर्मनीचा ध्वज
Q48320	कोबे
Q49326	मजापहित
Q49765	सतरावा लुई, फ्रान्स
Q49845	टपालसेवा
Q51713	गूगल टॉक
Q52631	इबिथा
Q52999	न्यूमार्केट
Q53079	कोआविला
Q53448	तिसरा हेन्री, फ्रान्स
Q54188	झाखोज्ञोपोमोर्स्का प्रांत
Q58976	पीरेअस
Q60123	च्यापास
Q80689	ms access
Q81286	स्वीडनचा ध्वज
Q82955	राजकारणी
Q83307	नेता
Q84284	क्रिस्चियन डॉपलर
Q101638	मेरी वोल्स्टनक्राफ्ट
Q122338	आल्बर्ट हॉफमन
Q123022	फेलिक्स ब्लॉक
Q123709	डंडी
Q124086	वेस्ली स्नायडर
Q124831	पोप ग्रेगोरी नववा
Q127623	व्हंटा
Q128019	पोप पायस सहावा
Q128563	ब्रायन मुलरोनी
Q130695	वर्णाश्रम धर्म
Q131230	मौना किया
Q131337	अझरबैजान सोव्हियेत साम्यवादी गणराज्य
Q131691	आर्थर वेलेस्ली, ड्युक ऑफ वेलिंग्टन
Q132050	राज्यपाल
Q132692	पोप ग्रेगोरी पंधरावा
Q133682	हॉवर्ड कार्टर
Q134388	सॅटर्न
Q134588	पोप निकोलस पाचवा
Q134698	बास्तिया
Q137271	कोटा किनाबालू
Q147756	खसाव्युर्ट
Q150812	पोलंडवरील आक्रमण
Q152599	फ्रांकनस्टेडियोन
Q156814	यहूदी मेनुहिन
Q160819	गांबिया नदी
Q160907	पोप बॉनिफेस पहिला
Q161598	भूजल
Q161866	हेन्री चौथा
Q162005	पॉल अ‍ॅलन
Q165658	अ‍ॅडोबे फ्लॅश
Q166142	ॲप्लिकेशन्स
Q168452	ज्याँ-व्हिक्टर पाँसेले
Q169846	रुबेन्स बॅरीकेलो
Q170386	पोप इनोसंट दुसरा
Q171537	पोप कोनॉन
Q172118	पर्सी विल्यम्स ब्रिजमन
Q172832	डेव्हिड कुल्टहार्ड
Q173985	फैसलाबाद
Q174224	विलमिंग्टन
Q176178	जोमाला
Q177054	बर्गर किंग
Q178283	काउंटी लिमरिक
Q178994	ऑस्ट्रेलियन अँटार्क्टिक प्रदेश
Q179029	साबा
Q179282	स्टीवन वाईनबर्ग
Q179678	मोनोसोडियम ग्लुटामेट
Q180057	लिंकऌन
Q180892	सौर वस्तुमान
Q182329	अमोनियम नायट्रेट
Q183187	फह्द, सौदी अरेबिया
Q186262	आल्बेनिया फुटबॉल संघ
Q188094	अर्थतज्ज्ञ
Q188161	डच ईस्ट इंडीझ
Q188399	सेंट्रल बोहेमियन प्रदेश
Q190770	फिलिप वॉरेन अँडरसन
Q191077	युगोस्लाव्हियाचे राजतंत्र
Q192078	मसूराकार दीर्घिका
Q197736	राजेंद्र प्रसाद
Q200273	जिग्मे सिंग्ये वांग्चुक
Q202800	सोमाली प्रदेश
Q202943	ब्रह्मगुप्त
Q203380	नेपियर
Q209766	सागा
Q214485	किसुमु शहर
Q214917	नाटककार
Q223898	अखिल भारतीय मुस्लिम लीग
Q227721	पोप मॅरिनस पहिला
Q229851	झून
Q232043	कॉन्स्टन्टाईन प्रांत
Q232355	हमा गव्हर्नोरेट
Q233914	अल-हसाका गव्हर्नोरेट
Q235356	घोडागाडी
Q241808	हंटिंगटोन
Q257622	वांद्रे
Q265868	अस्थि
Q270665	शिल्पा शेट्टी
Q271878	जॉर्ज नथानियेल कर्झन
Q283490	एंदिरन
Q292943	श्रिया सरन
Q295850	तिसरा आफोन्सो
Q312553	नथुराम गोडसे
Q318795	जॉनाथन संताना
Q320514	लँकेस्टर
Q333453	राजा रविवर्मा
Q357503	Bariatric surgery
Q360118	अ‍ॅडोबे क्रिएटिव्ह सूट
Q360403	अ‍ॅडोबे फोटोशॉप लाइटरुम
Q381215	मॅक ओएस एक्स स्नो लेपर्ड
Q411309	तुरटी
Q464458	ईद-उल-फित्र
Q465072	अमृतानंदमयी
Q472051	ग्लेन फ्रे
Q483020	पॅरिस सें-जर्मेन एफ.सी.
Q483318	सिंबियन ओएस
Q487778	अनातोली माल्त्सेव
Q502148	काम्पॉँग थॉम प्रांत
Q510916	थॉमस जोन्स स्टिल्ट्येस
Q545449	इराक युद्ध
Q581822	म्बले  जिल्हा
Q597649	शार्लट डग्लस आंतरराष्ट्रीय विमानतळ
Q607499	साऊथवेस्ट
Q610343	२००५ ऑस्ट्रेलियन ओपन
Q617375	हिरोशिमा
Q624887	नव-बॅबिलोनियन साम्राज्य
Q640334	उपनगरीय रेल्वे गाडी
Q651141	अखिल भारतीय अण्णा द्रविड मुन्नेत्र कळघम
Q652206	कोहळा
Q659400	विलमिंग्टन
Q664609	कॅरिबियन
Q677037	तेलंगणा
Q692912	ओटॅगो प्रदेश
Q693478	मॅक ओएस एक्स टायगर
Q708492	नगरसेवक
Q721849	आयर्न ऑक्साइड
Q732388	मोहम्मद ताहीर उल कादरी
Q733744	फिलाडेल्फ़िया
Q747434	मॅक ओएस एक्स पँथर
Q748319	विंडोज एनटी ३.१
Q817247	द्वारका
Q830534	नोकिया एन९
Q838759	वेस्टमिन्स्टर
Q842402	मंदिर
Q846331	पश्चिम दारफुर
Q862508	त्रिनिदाद
Q905129	सिंघम
Q958555	हटचिनसन
Q985409	जॅक्सन
Q1061437	शिकागो मिडवे आंतरराष्ट्रीय विमानतळ
Q1105893	काझविन प्रांत
Q1139546	पनीर
Q1199763	मेघे ढाका तारा
Q1341483	नोकिया ८०८ प्युअरव्ह्यु
Q1373408	व्ही. शांताराम
Q1425428	न्यूकॅसल अपॉन टाईन
Q1425566	पोर्टलंड आंतरराष्ट्रीय विमानतळ
Q1430971	बॉइझी विमानतळ
Q1432525	पुणे विमानतळ
Q1707151	घाटंजी
Q1872524	दैनिक भास्कर
Q1946330	मन्थ्ली रिव्ह्यू
Q2045095	शांता कुमार
Q2289041	सिंगापूर डेमोक्रॅटिक पार्टी
Q2353881	डेटन, ओरेगन
Q2491550	चुपके चुपके (१९७५ हिंदी चित्रपट)
Q2546870	मोर्शी
Q2602611	पंडित पन्नालाल घोष
Q2722933	सुनिधी चौहान
Q2860157	आर्ची जॅक्सन
Q2901773	बिधन चंद्र रॉय
Q3074100	फ्लोरें क्रेस्टियें
Q3135913	पुणे विद्यापीठ
Q3136554	प्रभास राजू
Q3241743	सारे जहाँ से अच्छा
Q3429912	नरसण्णापेटा
Q3595191	अभिरामी
Q3633967	हैदराबाद डेक्कन रेल्वे स्थानक
Q79	इजिप्त
Q4610556	मॉडेल
Q4964182	तत्वज्ञानी
Q5269854	धुळे (लोकसभा मतदारसंघ)
Q5303977	डॉ. बाबासाहेब आंबेडकर मराठवाडा विद्यापीठ
Q6172986	जीत गांगुली
Q6354410	कलराज मिश्रा
Q7303998	चातुर्वर्ण्य
Q7368827	रोशनआरा बेगम
Q7426870	सत्या नाडेला
Q22	स्कॉटलंड
Q32	लक्झेंबर्ग
Q40	ऑस्ट्रिया
Q46	युरोप
Q52	विकिपीडिया
Q65	लॉस एंजेल्स
Q76	बराक ओबामा
Q78	बासल
Q85	कैरो
Q111	मंगळ ग्रह
Q117	घाना
Q150	फ्रेंच भाषा
Q219	बल्गेरिया
Q230	जॉर्जिया
Q239	ब्रसेल्स
Q243	आयफेल टॉवर
Q289	दूरचित्रवाणी
Q350	केंब्रिज
Q365	क्योल्न
Q420	जीवशास्त्र
Q423	उत्तर कोरिया
Q503	केळ
Q517	नेपोलियन बोनापार्ट
Q529	लुई पाश्चर
Q543	परिनिरीक्षण
Q582	विलेबॅने
Q652	इटालियन भाषा
Q658	सोडियम
Q708	शिसे
Q711	मंगोलिया
Q730	सुरिनाम
Q733	पेराग्वे
Q756	वनस्पती
Q759	न्यू हॅम्पशायर
Q782	हवाई
Q790	हैती
Q794	इराण
Q829	युटा
Q833	मलेशिया
Q834	व्हाले
Q846	कतार
Q884	दक्षिण कोरिया
Q958	दक्षिण सुदान
Q965	बर्किना फासो
Q971	काँगोचे प्रजासत्ताक
Q980	बायर्न
Q986	इरिट्रिया
Q1019	मादागास्कर
Q1028	मोरोक्को
Q1030	नामिबिया
Q1047	जवाहरलाल नेहरू
Q1050	स्वाझीलँड
Q1085	प्राग
Q1090	चांदी
Q1096	टिन
Q1137	लोरेन
Q1188	मध्य प्रदेश
Q1191	महाराष्ट्र
Q1199	हेसेन
Q1200	र्‍हाइनलांड-फाल्त्स
Q1206	जाक्सन-आनहाल्ट
Q1218	जेरुसलेम
Q1286	आल्प्स
Q1352	चेन्नई
Q1391	मेरीलँड
Q1438	कांपानिया
Q1454	नॉर्थ कॅरोलिना
Q1460	सिचिल्या
Q1462	सार्दिनिया
Q1509	टेनेसी
Q1519	अबु धाबी
Q1558	कॅन्सस
Q1566	तंबाखू
Q1761	डब्लिन
Q1963	खार्टूम
Q1974	ब्रिटिश कोलंबिया
Q2044	फ्लोरेन्स
Q2306	पिंक फ्लॉइड
Q2409	हायड्रोक्लोरिक आम्ल
Q2449	मोगादिशू
Q2643	जॉर्ज हॅरिसन
Q2743	संगीत नाटक
Q2811	पाणबुडी
Q2831	मायकेल जॅक्सन
Q2868	लिमा
Q2907	सुक्रे
Q2977	प्रमुख चर्च
Q3200	साल्झगिटर
Q3306	पनामा सिटी
Q3519	बारी
Q3542	नायजर नदी
Q3572	ट्युनिस
Q3579	त्रिपोली
Q3711	बेलग्रेड
Q3724	पश्चिम जावा
Q3783	अ‍ॅमेझॉन नदी
Q3859	किगाली
Q3861	दोहा
Q3911	आल्बर्ट दुसरा, बेल्जियम
Q3921	हरारे
Q4213	दुर्बीण
Q5046	विंडोज ८
Q5090	तांदूळ
Q5207	स्ताव्रोपोल क्राय
Q5284	बिल गेट्स
Q5294	डीव्हीडी
Q5432	फ्रांसिस्को गोया
Q5446	मारी एल प्रजासत्ताक
Q5505	व्हिक्टोरिया सरोवर
Q5638	बस
Q5669	सांद्रो बोत्तिचेल्ली
Q5720	वालेन्सिया
Q5764	बुखारा
Q5785	केमन द्वीपसमूह
Q5806	मक्का
Q5830	एअरबस ए३८०
Q5838	काबुल
Q5885	तमिळ भाषा
Q6425	बोईंग ७७७
Q6484	एरबस ए-३५०
Q7159	आफ्रिकन संघ
Q7314	इगोर स्त्राव्हिन्स्की
Q7779	स्वतंत्र राज्यांचा राष्ट्रसंघ
Q7817	विश्व स्वास्थ्य संस्था
Q7850	चिनी भाषा
Q7868	पेशी
Q7944	भूकंप
Q7953	झेन
Q8018	हिप्पोचा ऑगस्टीन
Q8108	जॉर्जियन भाषा
Q8197	दौगाव्हा नदी
Q8216	ग्रीक वर्णमाला
Q8355	व्हायोलिन
Q8415	१९६० उन्हाळी ऑलिंपिक
Q8474	पहिला सुलेमान, ओस्मानी सम्राट
Q8544	२००० उन्हाळी ऑलिंपिक
Q8556	एड्सगर डिक्स्ट्रा
Q8619	पिएर एलियट त्रूदो
Q8684	सोल
Q8686	शांघाय
Q8748	आल्बेनियन भाषा
Q8772	जोसेफ फुरिए
Q9022	ग्वादालाहारा
Q9049	नोआम चॉम्स्की
Q9072	एस्टोनियन भाषा
Q9158	ईमेल
Q9166	माल्टी भाषा
Q9205	ख्मेर भाषा
Q9217	थाई भाषा
Q9292	अझरबैजानी भाषा
Q9296	मॅसिडोनियन भाषा
Q9381	अ‍ॅडम स्मिथ
Q9559	जॉन मेजर
Q9610	बंगाली भाषा
Q9674	२०१० हिवाळी ऑलिंपिक
Q10510	जेन्सन बटन
Q11036	द रोलिंग स्टोन्स
Q11148	द गार्डियन
Q11190	वैद्यकशास्त्र
Q11226	विंडोज सर्व्हर २००८ आरटू
Q11364	संप्रेरक
Q11462	सुरबया
Q11703	यु.एस. व्हर्जिन द्वीपसमूह
Q11764	लोह युग
Q11959	आलिकांते
Q12172	बासल-श्टाट
Q12191	नाँत
Q12192	न्युमोनिया
Q12199	एड्स
Q12722	ऑत-ऱ्हिन
Q12753	सीन-एत-मार्न
Q13498	तारांतो
Q13712	अॅनियेन नदी
Q13751	बिलीरान
Q13786	सिबू
