Q31	Бельгия
Q584279	Высокий Атлас
Q585704	Альгерский диалект каталанского языка
Q587835	Булава
Q588487	PAX
Q590512	Лоренцо Перози
Q592199	Нильсон, Антон
Q593001	Chessmaster
Q593669	Кушинг, Ричард Джеймс
Q594447	Small Web Format
Q595348	Уилсон
Q597615	Digital Audio Tape
Q597649	Шарлотт Дуглас
Q598101	Сенат Юты
Q598893	Гунунг Мербабу
Q599840	Александр Траунер
Q599901	шоколадный сироп
Q599936	Антонио Бертолони
Q603567	Меммо, Трибуно
Q605191	Антонио Смарелья
Q605479	Нелиберальная демократия
Q605586	Ugress
Q605761	Кордильеры
Q605901	Шведская Ост-Индская компания
Q606217	Туссен де Форбен-Жансон
Q607499	Юго-Западный регион
Q608133	Лох-Ри
Q609052	Focke Achgelis Fa 223
Q610343	Открытый чемпионат Австралии по теннису 2005
Q610702	Socket T
Q610822	Каталанский алфавит
Q612086	нападение на эсминец «Коул»
Q615680	Crazy Nights
Q617375	Хиросима
Q618214	Арп Тульский
Q618719	Астерикс из Галлии
Q619364	Realtek
Q620446	Люблин
Q620730	глицин
Q621107	Площадь государственного флага
Q622291	политический триллер
Q622416	моторная лодка
Q622592	Раахе
Q624887	Нововавилонское царство
Q625095	Зенде
Q626852	Маитри
Q632239	Карлос Бауте
Q634742	Футбольная ассоциация Ботсваны
Q635717	Лиззи Магуайер
Q639597	Чарулата
Q640859	земельный парламент Берлина
Q641403	Рутвайлер
Q641439	Баварский ландтаг
Q641712	Израильская футбольная ассоциация
Q642014	The Rain Song
Q642942	Кристоф Барратье
Q643352	Трава
Q643423	Whole Lotta Love
Q644687	иллюстратор
Q645451	Берлин
Q646983	Red Star OS
Q648877	Постпроизводство
Q650314	Праздник Козла
Q651141	АИАДМК
Q651808	Сардан
Q652206	Восковая тыква
Q654034	WebKit
Q655049	Кодде, Питер
Q655473	Renault Wind
Q656732	Делеция
Q656807	Роттердам-Гаага
Q657881	Группа новостей
Q659400	Уилмингтон
Q661466	Митхат Байрак
Q661695	Миньхан
Q662028	Марини, Пьеро
Q662081	HBO Films
Q662242	Рубо, Франц Алексеевич
Q662514	Ариодант (опера)
Q664609	Карибы
Q665196	Шефер, Нолан
Q665487	диоцез
Q666092	Кентридж, Уильям
Q667488	Десайи, Жан
Q668365	Linhof
Q668759	Эдуардо Фахардо
Q668916	Федеральная канцелярия Австрии
Q669166	The Astronomical Journal
Q670160	Roger Dubuis
Q671601	Рабеаривелу, Жан Жозеф
Q673103	Оливье Даан
Q673117	Флаг Индианы
Q676154	Манильский залив
Q677037	Телангана
Q677260	Сильвио Орландо
Q679321	Slide It In
Q679527	Музей Бойманса-ван Бёнингена
Q679576	Паллоттино, Массимо
Q681025	Университет штата Нью-Йорк в Буффало
Q684357	Федеральное министерство экономического сотрудничества и развития Германии
Q684969	Форте, Бруно
Q685820	REXX
Q685899	Словацкий футбольный союз
Q686441	Нахдатул Улама
Q686629	Виктуалиенмаркт
Q692114	Велотон Берлин
Q692912	Отаго
Q693478	Mac OS X Server 10.4
Q696006	Tsubasa: Reservoir Chronicle
Q696242	Режим Ван Цзинвэя
Q696557	Бомбардировка Дарвина
Q696863	Дивис, Рейнхард
Q697511	Фуке де Бель-Иль, Шарль-Луи-Огюст
Q698096	Эдуардо Скарпетта
Q699448	Памятник битве народов
Q699802	The Mythical Detective Loki Ragnarok
Q700136	Колф, Виллем Йохан
Q700542	Мауэрбах
Q702162	Flunk Punk Rumble
Q703406	Карл Клиндворт
Q704501	Сергей Семёнович Уваров
Q705062	Пуни, Иван Альбертович
Q705124	Пьер-Александр Монсиньи
Q705194	Ким Ке Гван
Q705700	Комри, Бернард
Q705810	Арт Оэнфер
Q706082	Теодор Куллак
Q706294	Microsoft InfoPath
Q706774	Симфонический оркестр Бирмингема
Q706898	Эверт Виллем Бет
Q707148	Улисс Дини
Q707830	вице-президент Китайской Республики
Q708492	член местного совета
Q710714	Уильям Болком
Q711160	Стив Рейд
Q711921	Док Северинсен
Q712072	Financial Times Deutschland
Q712129	Евротройка
Q712257	Гинкмар
Q712551	Эстридж, Филипп
Q712964	Дариус Маккрей
Q713226	Ломан, Рюдолф
Q713270	Ульф Лунделль
Q714223	Битва за Брест (Франция)
Q714362	Генрих II де Монморанси
Q715571	Халлидей, Рой
Q715743	Михаил Михайлович Герасимов
Q716149	Tyan
Q718194	PDVSA
Q718617	Тейлор, Билли
Q718830	Чернат, Флорин
Q719423	Стефан Гардинер
Q719711	Иоганн Вейер
Q720414	Коди, Джон Патрик
Q720552	BMW Z3
Q720612	Том Террисс
Q720963	Прайс, Кэри
Q721839	Скуайер, Эфраим
Q721849	Оксиды железа
Q721948	Райан, Нолан
Q722128	Прескилл, Джон
Q722749	Ассоциация футбола Уругвая
Q723874	Антверп Джайэнтс
Q725457	Муслин
Q725709	Джон Лесли
Q726376	Деннис Салливан
Q727170	Анрик Прат-де-ла-Риба
Q727218	Toyota Aurion
Q730029	Иоанн де Брито
Q731728	Сиам, Саид
Q731866	Абуль-Фарадж ибн аль-Джаузи
Q732388	Кадри, Тахир
Q732607	Каменный уголь
Q733008	Джеки Дэвис
Q733602	Джон Гарстанг
Q733744	Филадельфия
Q734253	электронный бизнес
Q734264	Терри Воган
Q734543	Some Great Reward
Q734808	Лубис, Бронисловас
Q736882	Акт о Канаде 1982
Q736915	Писарро, Альберто
Q738132	Битва при Фиразе
Q739275	Старлинг, Эрнест Генри
Q739800	Жан-Луи Мурат
Q740939	Смит, Лейн
Q741613	Кора, Том
Q741953	Лабан, Венсан
Q743470	Suzuki Liana
Q743521	Скарборо
Q744099	городище
Q744691	Мирида
Q744761	Spiderweb Software
Q745359	Сан-Джованни-дельи-Эремити
Q745394	Gilera
Q745767	Земля Мэри Бэрд
Q746052	Гиндза
Q746174	Cyprus Airways
Q746443	Амброзианская республика
Q746990	Брахман
Q747434	Mac OS X Panther
Q748126	Honda NSX
Q748319	Windows NT 3.1
Q748595	Катабан
Q748895	Пять портов
Q749608	BBC Radio 3
Q751404	геодезическая астрономия
Q751863	Занетто
Q752470	Православная церковь Финляндии
Q756704	Cake
Q758853	Audio Interchange File Format
Q762430	Гамильтон
Q762449	Марк Уолтерс
Q764073	Gyllene Tider
Q767668	Кальме, Огюстен
Q767757	Vickers Medium Mark I
Q769001	Виконт де Бражелон, или Десять лет спустя
Q770033	Хамза ибн Абд аль-Мутталиб
Q770305	Мильто, Жан-Жак
Q771579	Different Class
Q772874	Заговор Пацци
Q773450	Мастино II делла Скала
Q773704	Мечеть имама Хусейна
Q774264	Ээнхана
Q775842	Страсть
Q776025	Лимбургер
Q776262	Хорошие времена, плохие времена
Q777183	Роки-Маунтин
Q778014	Иван Колофф
Q778289	Синклер, Дейв
Q780970	Турстан
Q782455	Муджелло
Q786873	Стыковочный модуль орбитальной станции «Мир»
Q787155	Михаил Васильевич Матюшин
Q788091	Мадридский автономный университет
Q794349	Дворец Бейлербейи
Q796403	BMW 328
Q796406	BMW 503
Q796565	BMW M40
Q796574	BMW M1
Q797437	Бхинмал
Q798309	БЦЖ
Q800126	Авиабаза Баграм
Q804233	Black Mountain Side
Q807901	Лайтила
Q808861	Barren Earth
Q815527	Jyllands-Posten
Q816264	формальные науки
Q816829	периодизация истории
Q817247	Дварка
Q818290	Bentley Brooklands
Q820887	Флорентийский университет
Q821244	Берлин
Q822202	Bernama
Q822377	Бернард Криббинс
Q827550	Палата представителей Техаса
Q829367	Социология образования
Q830369	Cadillac Escalade
Q830370	Honda Prelude
Q830381	Ferrari FXX
Q830534	Nokia N9
Q831383	Мая
Q832431	Давай ещё, Тед
Q833847	Золотой мяч (Бразилия)
Q834333	Федерация футбола Боливии
Q834410	Nursery Cryme
Q834486	Федерация Южной Аравии
Q836752	Mai-HiME
Q837136	Дехейбарт
Q837314	Гипотеза Коллатца
Q837333	Сломанное ухо
Q838013	Пришельцы
Q838759	Вестминстер
Q840400	эволюционная биология
Q840410	PowerShell
Q842152	Madcon
Q842174	Эдди Бауэр
Q842211	Сан-Фернандо-де-Энарес
Q842386	председатель Правительства Российской Федерации
Q842402	Индуистский храм
Q842482	Weta Digital
Q843592	Автоматическая трансмиссия
Q844289	Сицилийская экспедиция
Q844604	Cross Purposes
Q845924	Пулковская обсерватория
Q845945	дзиндзя
Q846086	Фавела, Марлене
Q846139	Fiat 128
Q846331	Западный Дарфур
Q847642	Николас Никльби
Q849345	Шактизм
Q849383	Неаполь
Q849485	Renault Espace
Q849622	гомологичные хромосомы
Q850563	Гуппи и пузырьки
Q853036	Список президентов Киргизии
Q853673	Ийтти
Q854654	Sunrise
Q856111	White Ladder
Q861799	Orion Publishing Group
Q862508	Тринидад
Q862559	премьер-министров Малайзии
Q863253	Типтон, Билли
Q863273	Ландскруна
Q864407	The Home Depot
Q865500	Internet Explorer 7
Q867160	Лукас Ойл Стэдиум
Q867211	Renault Koleos
Q868046	Сишуанбаньна-Дайский автономный округ
Q868171	Common UNIX Printing System
Q868899	Pandora Hearts
Q871329	Chevrolet Silverado
Q875920	Toho
Q876206	Взрывы посольств США в Африке
Q877345	Chevrolet Cobalt
Q879146	деноминация
Q880581	Black stone cherry
Q882214	Лигула
Q887117	губернатор Массачусетса
Q887716	Вуд, Леонард
Q887890	Боб Дороу
Q887995	Сисоват I
Q888831	Клуб Плейбоя
Q889358	Взрывы в Бомбее
Q889530	Черноморск
Q893746	Папандопуло, Борис
Q894092	Скарборо
Q896469	DFKI
Q896796	Гушу, Брад
Q899341	Suicidal Tendencies
Q904533	Microsoft Dynamics NAV
Q905203	Рогефельдт
Q905507	Биробиджанер штерн
Q909076	Georgian Airways
Q909643	кук
Q911214	The Ultimate Sin
Q911323	Nissan LEAF
Q912247	Партизан
Q912358	Fiat Fiorino
Q913902	Google Accounts
Q916714	Sucker Punch Productions
Q917917	Бристольский собор
Q918044	Валенсия Месталья
Q918337	unicast
Q918602	Игры Юго-Восточной Азии 2005
Q918715	Махони, Роджер Майкл
Q919154	Игры Британской империи 1938
Q919165	Gore Obsessed
Q919871	Де Суса, Марджори
Q920983	Баллард, Глен
Q921021	Лека Зогу
Q924232	Винсент Гилл
Q924257	Махалангур-Химал
Q924800	Овадья из Бертиноро
Q925323	Лопес Белтраме, Весли
Q927313	Денис Роберт
Q932189	Самби, Пьетро
Q932762	Футбольная федерация Нигерии
Q933275	Volvo XC90
Q934470	Стамбульский погром
Q934969	Spiceworld
Q935116	Сандрингемский дворец
Q937778	Катлер, Джей Кристофер
Q938124	Квести, Джулио
Q941524	Университет штата Алабама
Q943903	Тру Джексон
Q944507	Пендлтон
Q944941	Ирландское восстание
Q946237	Патерно, Педро Алехандро
Q949017	Матье Деми
Q950449	Боб Мэйсон
Q950756	Ба
Q952052	Ахмед ас-Сикели
Q952491	Маклэган, Иэн
Q953105	Бриссо, Жан-Клод
Q954606	Стэнли Джордан
Q956081	Ларс Фредериксен
Q956091	Коссак, Юлиуш
Q956253	Габриэль Аното
Q956524	Маэлья
Q957295	Шанселад
Q958555	Хатчинсон
Q959708	Ферри, Жюль
Q960319	Грег Коэн
Q961412	Евгений Рошал
Q962043	Кэннон, Фредди
Q962377	Ив Бенетон
Q963226	Олег Викторович Новицкий
Q964034	Fiat Dino
Q964160	Флуранс, Мари-Жан-Пьер
Q964357	Энгелбрехтсен, Корнелис
Q964581	Different Gear, Still Speeding
Q965340	Жансон, Николя
Q965763	Мик Лэлли
Q965918	Шарль Ванель
Q966679	Моуэт, Фарли
Q969726	Фуксас, Массимилиано
Q970408	Самюэль Беншетри
Q971446	BBC Films
Q971582	Флинт, Генри
Q975843	Кауфман
Q976058	Fiat Albea
Q976301	Фузер, Диего
Q976386	Себастьян Вранкс
Q976655	Сражение при Монтро
Q978564	Уичерли, Уильям
Q980357	грамматическая категория
Q982378	Корретт, Мишель
Q983116	Роберт Уэкслер
Q983537	Хэнк Джонсон
Q984938	Савукоски
Q985056	Хасинто Вера
Q985409	Джексон
Q985445	Сийкайоки
Q987383	Альборайя
Q988037	Морк и Минди
Q990585	Тервола
Q990940	Оксфорд
Q990947	Бротон-ин-Фернесс
Q997600	Йокиойнен
Q999317	Вальдемарсвик
Q999321	Клейтон, Бак
Q999968	Бакуит Зайдеко
Q1001294	Полярное плато
Q1004299	Fulfillingness’ First Finale
Q1005129	Хумппила
Q1007927	Футбольная ассоциация Гамбии
Q1010228	Карлайл
Q1023103	CD-i
Q1024866	CableACE Award
Q1025175	Кадиллак Девилль
Q1025182	Cadillac Eldorado
Q1025241	Cadillac Series 70
Q1025720	Падасйоки
Q1026860	Капитолий штата Калифорния
Q1030919	Маршал Рондон
Q1040851	Карл Теодор Сале
Q1043104	Charlie Hebdo
Q1044136	Список президентов Таджикистана
Q1045526	Карстен Даль
Q1046645	Эль-Асима
Q1046795	Возвращение Казановы
Q1047516	Sega Mega-CD
Q1050065	Репортаж 2
Q1051557	Малоформатный фотоаппарат
Q1051688	Подбородочная мышца
Q1052003	Jugband Blues
Q1052131	Super Smash Bros. Melee
Q1052370	Lincoln Financial Field
Q1056794	Lion Air
Q1057292	Донские казаки
Q1057960	GLAY
Q1058465	HFS
Q1059176	Мехди Абейд
Q1061437	Международный аэропорт Чикаго Мидуэй
Q1062114	Санта-Тринита
Q1064668	Жан Мишель
Q1066055	Иван Иванов-Вано
Q1066361	Юрай Герц
Q1066689	общение
Q1066965	Чарли Масселуайт
Q1069105	Казахстанские железные дороги
Q1070057	Шенье
Q1072258	Internet Explorer 6
Q1075070	Поной
Q1076033	Тед Хит
Q1077067	альдогексозы
Q1081119	На Земле достаточно места
Q1091086	Третье мая 1808 года в Мадриде
Q1091884	Cihan Haber Ajansı
Q1092661	Вересковая пустошь
Q1093767	Хинд бинт Утба
Q1097113	Клод Риш
Q1105893	Казвин
Q1110668	Фатима бинт Асад
Q1120697	Weather Report
Q1120908	медична біофізика
Q1121876	Лидскалнин, Эдвард
Q1122188	Эрроминчела
Q1122760	Empire
Q1124536	Renault 16
Q1126800	Strand Magazine
Q1127214	Поршневые кольца
Q1129049	Включенное наблюдение
Q1129295	Mojang AB
Q1135252	Коррадо Сегре
Q1136419	Игры Юго-Восточной Азии 2015
Q1136988	Калавон
Q1137305	Alfa Romeo MiTo
Q1139271	Динамо
Q1139546	Панир
Q1139734	Эцуси Тоёкава
Q1140829	Татарская Автономная Советская Социалистическая Республика
Q1141238	The Guess Who
Q1141461	Чемпионат мира по бегу по пересечённой местности 2004
Q1142383	Хосизн
Q1142887	Хладнокровное убийство
Q1143457	Хорватский народный банк
Q1144576	Церковь Святых Сергия и Вакха
Q1145002	Семейка Осборнов
Q1145106	письменная история
Q1145565	Фуллер, Кёртис
Q1146764	The Cribs
Q1147130	Cyberdog
Q1147464	Муаз ибн Джабаль
Q1150574	Веллингтон
Q1153113	XDCAM
Q1154328	Флатбертах мак Лоингсиг
Q1162282	Абонентский ящик
Q1162891	Honda City
Q1165296	Сана
Q1165784	Дардо (БМП)
Q1169399	Концерт
Q1180627	Дешт-э-Азадеган
Q1185557	Сила упругости
Q1185593	Фрегаты проекта 054
Q1190603	A New Morning
Q1191589	Эссати Андрельо, Рикардо
Q1191761	Spacemen 3
Q1193625	социологическое исследование
Q1193712	Резьянский микроязык
Q1196371	преобразование координат
Q1196823	Международная социалистическая тенденция
Q1199684	Безумный день, или Женитьба Фигаро
Q1199763	Звезда за тёмной тучей
Q1200053	Дерек Лэмб
Q1200524	сложный вулкан
Q1202569	Wii MotionPlus
Q1202626	Pizzicato Five
Q1202628	Victor Entertainment
Q1209188	Список имён греческого происхождения
Q1209571	президент Филиппин
Q1210125	Adobe Soundbooth
Q1210792	Стружские вечера поэзии
Q1214091	Крейцерова соната
Q1217263	Тайна отца Амаро
Q1217666	Зубная фея
Q1218731	Лысая певица
Q1221621	Мики Рафаэль
Q1229005	BMW E39
Q1230717	Эрик Коутс
Q1236689	Кафедральный собор Лунда
Q1236833	United Launch Alliance
Q1236893	Скорострельное 3-фунтовое орудие Виккерс
Q1238179	Буур, Доминик
Q1239398	Дон Паттерсон
Q1246024	Пекорино Романо
Q1246289	Обман
Q1246562	Парламент Косова
Q1248654	Бразильский венето
Q1250265	Бриту Капеллу, Эрменежилду Карлуш де
Q1254199	Porsche 906
Q1259096	Битва на Неретве
Q1262927	Палиция
Q1269205	рисовая мука
Q1272132	Сражение при Стоун-Ривер
Q1284693	Эдинбургский марафон
Q1285356	паспорт гражданина Турции
Q1287924	Эдит Мод Халл
Q1288644	Хорнунг, Эрнест Уильям
Q1294789	Сапсан (электропоезд)
Q1295629	Суда
Q1297894	Графство Рибагорса
Q1323100	Томас, Уильям Айзек
Q1324018	Nissan Bluebird
Q1327765	Element Eighty
Q1328050	Sony Alpha DSLR-A900
Q1331998	Мармит
Q1336157	Хардиман, Ронан
Q1339242	Главный судья Канады
Q1339344	Джованни Сгамбати
Q1340213	Трюдо, Гарри
Q1341483	Nokia 808 PureView
Q1342708	Toyota FJ Cruiser
Q1343802	Мадридская конференция
Q1344131	Sparks
Q1344139	Джо Венути
Q1344448	Boeing 747 LCF Dreamlifter
Q1347695	Пирс, Уэбб
Q1348665	Тильман ван Гамерен
Q1348730	Национальный день Швеции
Q1351662	Мона Мур
Q1351768	Ионавский район
Q1356880	Эрни Эндрюс
Q1358734	Alex Kidd
Q1359610	Тибо, Жослен
Q1360881	Alfa Romeo Alfasud
Q1362106	Майкл Бэлкон
Q1362317	Штайниц, Юваль
Q1364522	Архиепархия Гатино
Q1364541	Болтон
Q1367289	Майкл Массер
Q1368540	Essanay Studios
Q1370358	Муни, Джеймс
Q1370704	IBM VisualAge
Q1371025	Дисковая галактика
Q1371315	Амини, Хуссейн
Q1373408	В. Шантарам
Q1374066	Шталенков, Михаил Алексеевич
Q1374297	Eurasian Natural Resources Corporation
Q1374443	Операция «Молния»
Q1374708	Джордж Александр Макфаррен
Q1377135	Tokyo Metropolitan Bureau of Transportation
Q1379497	Кантанен, Тапио
Q1382368	Джордж Авакян
Q1384874	Ратуша Миннеаполиса
Q1389935	Земля Мак-Робертсона
Q1391091	Малбим
Q1391329	Рам Гопал Варма
Q1393337	Рождество Чарли Брауна
Q1393443	Флер, Робер де
Q1393455	Паризо, Жак
Q1394779	Nissan NV200
Q1394787	Гордон Скотт
Q1397914	Fat Possum Records
Q1399599	Пит Джонсон
Q1414262	фортепианное трио
Q1415704	Silent Alarm
Q1415847	Национальный конгресс Гондураса
Q1419644	Журнал мод
Q1424622	Google Вопросы
Q1424632	Александрийский университет
Q1424733	страхование от несчастных случаев
Q1425298	Телфорд и Рекин
Q1425428	Ньюкасл на Тайне
Q1425566	Международный аэропорт Портленда
Q1426415	Honda HR-V
Q1427084	Гентский международный кинофестиваль
Q1430971	Бойсе (аэропорт)
Q1432525	Пуна (аэропорт)
Q1433169	Thursday
Q1435287	Кюртис, Жан-Луи
Q1444339	Fad Gadget
Q1453302	Фредрик Станг
Q1459541	Бюро по регистрации патентов и торговых марок США
Q1465915	Nissan Navara
Q1475275	Присяжная
Q1476610	Лурейские пещеры
Q1487392	Кфар-Гилади
Q1489655	Скотт, Габриэль
Q1491039	Гаэтано Росси
Q1503325	Конституция Швеции
Q1503818	Unipol
Q1515355	Сильвия Лайкенс
Q1532617	Дымогарные трубы
Q1539609	Сенат Вермонта
Q1543066	Meet the Press
Q1544834	Кентукки
Q1551994	Каневское водохранилище
Q1556714	Томсон, Кевин
Q1558952	Suntribe
Q1559248	Риболлита
Q1561072	Бермехо
Q1562665	Соуэто Кинч
Q1567050	Университет Хаджеттепе
Q1572088	Галогеноводороды
Q1573625	Гамлет идёт в бизнес
Q1575233	Red Lorry Yellow Lorry
Q1578941	Mini Countryman
Q1600132	Рок Вуазин
Q1622348	CD28
Q1623037	I Saw Her Standing There
Q1626501	Honda CBR600
Q1626541	Honda CB 750
Q1627509	Hootenanny Singers
Q1629031	Horslips
Q1636518	Human After All
Q1638793	BBC HD
Q1638983	Husky Rescue
Q1640134	myGRAIN
Q1641497	ТТТ Рига
Q1653128	RAD6000
Q1655425	Иэн Эйгол
Q1656624	Идалион
Q1664128	Innocenti
Q1668695	The Big Pink
Q1672169	Айова (река)
Q1679567	Пиетарсаари
Q1683255	Sikth
Q1686988	Собор Святых Петра и Павла
Q1687645	Ереванский коньячно-винно-водочный комбинат «Арарат»
Q1688743	Еврейская теологическая семинария в Америке
Q1706794	Кордейро, Иосиф
Q1707151	Гхатанджи
Q1718830	Рисале-и Нур
Q1719158	woe. is me
Q1722057	Nissan Wingroad
Q1726184	Toyota bB
Q1749770	Мицудзава
Q1751281	Робортелло, Франциск
Q1751381	Сан-Антонио
Q1766280	Шведская энциклопедия
Q1774629	Ирвин
Q1789749	Trouw
Q1802106	Рори О’Хэнлон
Q1804855	Сюрприз старины Неда
Q1809938	Nissan Xterra
Q1812612	The Idle Race
Q1815027	Операция «Teapot»
Q1815602	Toyota Cresta
Q1818020	Ливерпульский университет Надежды
Q1820383	Лерой Джонс
Q1853515	вице-губернатор Арканзаса
Q1855669	теория инвариантов
Q1858285	Разгром немецких войск под Москвой
Q1870505	Los Bravos
Q1871389	Вашон, Луи-Альбер
Q1872524	Dainik Bhaskar
Q1877764	Весёлые ребята
Q1884859	Бог и дьявол на земле Солнца
Q1889710	Oto Melara
Q1930135	Power, Corruption & Lies
Q1931402	ANSI C
Q1935960	Турре, Стив
Q1936057	Университет изящных искусств имени Мимара Синана
Q1940443	Д’Орнано, Мишель
Q1944497	Защита растений
Q1946330	Monthly Review
Q1960377	Средняя
Q1965031	Toyota Corolla Ceres / Sprinter Marino
Q1966361	Наташа Парри
Q1970552	Лима, Сальво
Q1971039	OceanLab
Q1976344	Библиотека для чтения
Q1978161	Запирательный нерв
Q1986682	Ayria
Q1989205	Layar
Q2001711	Toyota Camry Solara
Q2005373	Harry and the Potters
Q2005871	Pitchshifter
Q2011233	Верховный административный суд Финляндии
Q2013855	Соблазнённый
Q2025182	Осмёркин, Александр Александрович
Q2026401	Шельфовый ледник Лазарева
Q2027793	Opzij
Q2035152	Sefyu
Q2035537	Ferrari Daytona
Q2035698	Vijesti
Q2042598	Оуэн Брэдли
Q2046249	Паракуэльос-де-Харама
Q2055235	Пасха (блюдо)
Q2057791	Патрик Мансон
Q2062366	Тидвила
Q2066252	The Banker
Q2069972	Киран Ханрахан
Q2080165	Хайд
Q2080591	Робокоп
Q2082037	Таитянская федерация футбола
Q2089716	Плескавица
Q2094939	Уэйн Робсон
Q2095629	Пинен
Q2118285	Тимискаминг
Q2118564	Солсбери Сити
Q2119458	Сенат Чили
Q2119839	Нури
Q2121062	The Weeknd
Q2140029	suzuki cappuccino
Q2143751	Renault Estafette
Q2170880	Рой Натансон
Q2174040	Бэкфорд
Q2237796	Chandos
Q2269859	Сенат штата Орегон
Q2272398	Роланд Холст, Адриан
Q2292817	Кардифф-Центральный
Q2298325	Boston Dynamics
Q2299064	Конституция Нидерландов
Q2300096	Yahoo! UI Library
Q2302035	Пьер де Марка
Q2308037	Армейские жёны
Q2312732	Сомерс, Гарри
Q2315457	Хасан ибн Сабит
Q2322452	Nokia N800
Q2329414	Гийом Дюран
Q2338471	Мир
Q2346838	Йоханнесбург
Q2348310	Список премьер-министров Родезии
Q2350996	Уэбстер
Q2361972	Гвеноле
Q2363292	Уэльские диалекты английского языка
Q2365084	Таскер
Q2366737	Государственный совет Финляндии
Q2370185	Ларьё, Максанс
Q2383926	Рудольф Бруччи
Q2386529	министр иностранных дел Финляндии
Q2400277	Синдзё, Цуёси
Q2405120	Уильямсон
Q2407351	Lippincott Williams & Wilkins
Q2415901	Германия в 1945—1949 годах
Q2425849	Абердин
Q2435324	Лейквуд-чёрч-сентрал-кампус
Q2438487	Rokudenashi Blues
Q2440316	Уотерфорд
Q2443455	Пикраты
Q2447966	Дмитрий Владимирович Набоков
Q2450850	Кехризек
Q2451751	лестничная
Q2460850	Audi Le Mans quattro
Q2461688	Дженнингс
Q2463589	Панчеон, Джейсон
Q2472833	Рэмон, Жан-Бернар
Q2485411	Ахмад аль-Бадави
Q2491550	Чупк Чупк
Q2501578	Мариески, Микеле
Q2501910	Древние пришельцы
Q2508786	Соломон, Ребекка
Q2546870	Морши
Q2559209	Открытый чемпионат Уэльса по снукеру 2007
Q2565550	You’ve Really Got a Hold on Me
Q2566313	Hold Me Tight
Q2572474	Умвельт
Q2575486	CineAlta
Q2579615	Нанако
Q2581428	Вилли Деннис
Q2583758	центральный нападающий
Q2588817	Исии, Коити
Q2599521	Орор
Q2600941	Клейтон
Q2614622	Зима близко
Q2623376	Картагена, Алонсо де Санта-Мария
Q2625960	вице-президент Нигерии
Q2627391	Юлия Леонидовна Латынина
Q2629336	Каменский, Василий Васильевич
Q2631206	Гиперболоид инженера Гарина
Q2631643	Саутгемптон
Q2635890	Эмилио Наварро
Q2640520	Uradel
Q2640682	Дебка
Q2655518	Вик
Q2658398	Мухаммад Шах
Q2658833	Ортис, Скарлет
Q2659753	The Long Blondes
Q2665089	Парламент Пакистана
Q2670911	Мельер, Ракель
Q2672932	Рози Малек-Йохан
Q2700749	Счастливчик Луи
Q2706427	Melodifestivalen 2013
Q2720163	Хлеб Мёртвых
Q2720213	Дэвид Йост
Q2722933	Сунидхи Чаухан
Q2723854	Панкадж Удхас
Q2731615	Баррос Скелотто, Густаво
Q2734017	Мальмгрен, Финн
Q2755251	Дело Маттеи
Q2777746	Фаяр
Q2821038	Ашик, Абдельхак
Q2824732	Адольфо Марсильяч
Q2834206	Де Маранш, Александр
Q2834460	Белёвский-Жуковский, Алексей Алексеевич
Q2851563	Анник Алан
Q2865083	Артур Дюпон
Q2884044	Барбара Тайсон
Q2901773	Бидхан Чандра Рой
Q2902600	Брановер, Герман Герцевич
Q2906769	Канадский народный блок
Q2915563	Культурный феминизм
Q2938882	Карл Колперт
Q2979788	Дорога на Рукаярви
Q2983297	Берар
Q2983456	Берег Эйтса
Q2984088	Thenewno2
Q2985996	Matrix Software
Q2992644	Подводные лодки типа «Малютка»
Q3016485	Даррелл Рудт
Q3020722	Death Grips
Q3026688	Зоопарк Майами Метро
Q3027048	Дидье Одпен
Q3028124	Димитрий Кирсанов
Q3056848	Эрнест Бланк
Q3069684	LaFerrari
Q3071768	Nova
Q3082382	Франко Маннино
Q3087826	Бургос, Хавьер де
Q3088434	Front Mission 3
Q3090354	Мишель Эчеверри
Q3090378	Траут, Майк
Q3106281	Жиль Гру
Q3135913	Университет Пуны
Q3136350	Хасэ, Хироси
Q3136554	Прабхас
Q3137798	Playdead
Q3146518	IBM Research
Q3154342	Хабиб, Ирфан
Q3159359	Жак Легра
Q3161307	Норткот, Джеймс
Q3181422	Википедия на языке каннада
Q3218753	Лор Дютийёль
Q3219528	Стокер, Лоран
Q3235769	Дядюшки-гангстеры
Q3267090	Кикли, Люк
Q3270144	Эдмонд Люн
Q3270196	Варшава-Восточная
Q3277165	Acne Studios
Q3280250	Wonder Three
Q3283322	Прощай, Бразилия!
Q3295515	The Beatles
Q3302436	Ральф Стэнли
Q3315114	министр национальной обороны Канады
Q3321142	Клара Кампоамор
Q3325447	Муфди Закария
Q3344038	Расаяна
Q3351313	Оливье Рабурден
Q3401519	2-я пехотная дивизия
Q3401919	Нантмор
Q3409203	президент Греции
Q3412135	Исландский рыбак
Q3429912	Нарасаннапета
Q3432010	Хайди Бейкер
Q3435493	Мркаль, Сава
Q3438909	Роже Дюшен
Q3473399	Тайное оружие
Q3521531	С. С. Раджамаули
Q3556668	Лассанис, Георгиос
Q3558594	Игры доброй воли 1990
Q3559829	Ротье, Венсан
Q3561559	Харрис, Вивиан
Q3567486	Западный блок
Q3568428	Бенес, Уильям
Q3570793	Ксавьер Сен-Макари
Q3617126	Анджело Орландо
Q3633835	Банк Неаполя
Q3705468	Наоми Клейн
Q3744498	Тартуская операция
