Q31	Belgique
Q918602	Jeux d'Asie du Sud-Est de 2005
Q918715	Roger Michael Mahony
Q919082	Nissan R89C
Q919154	Jeux de l'Empire britannique de 1938
Q919165	Gore Obsessed
Q919871	Marjorie de Sousa
Q920983	Glen Ballard
Q921021	Leka Zogu
Q922318	Henry Somerset
Q924232	Vince Gill
Q924257	Mahalangur Himal
Q924430	Gunnar Staalesen
Q924800	Ovadia ben Abraham
Q925323	Wesley Lopes Beltrame
Q927313	Denis Robert
Q928537	Tasavallan Presidentti
Q931607	Earl King
Q932189	Pietro Sambi
Q932762	Fédération du Nigeria de football
Q933275	Volvo XC90
Q933957	Kishore Mahbubani
Q934470	Pogrom d'Istanbul
Q934969	Spiceworld
Q935116	Sandringham House
Q936561	Guttorm Guttormsen
Q937778	Jay Cutler
Q938124	Giulio Questi
Q938585	In Square Circle
Q941524	Alabama State University
Q943903	True Jackson
Q944280	Lancia Flavia
Q944507	Pendleton
Q944941	Rébellion irlandaise de 1798
Q946223	Journées mondiales de la jeunesse 2002
Q946237	Pedro Alejandro Paterno
Q948412	Pelle Lindbergh
Q949017	Mathieu Demy
Q949668	Larry Stabbins
Q950449	Bob Mason
Q950756	Ba
Q952052	Pierre le Caïd
Q952423	Dodge Lancer
Q952491	Ian McLagan
Q953105	Jean-Claude Brisseau
Q954606	Stanley Jordan
Q956081	Lars Frederiksen
Q956091	Juliusz Kossak
Q956253	Gabriel Hanotaux
Q956524	Maella
Q956914	El Debate
Q957295	Chancelade
Q958555	Hutchinson
Q958875	Israel Vibration
Q959708	Jules Ferry
Q960319	Greg Cohen
Q961070	Jimmy Forrest
Q961412	Eugene Roshal
Q962043	Freddy Cannon
Q962111	Satreelex, the Iron Ladies
Q962377	Yves Beneyton
Q963226	Oleg Novitskiï
Q963307	Miguel Barbachano
Q964034	Fiat Dino
Q964160	Pierre Flourens
Q964357	Cornelis Engebrechtsz
Q964581	Different Gear, Still Speeding
Q965340	Nicolas Jenson
Q965763	Mick Lally
Q965918	Charles Vanel
Q966679	Farley Mowat
Q969009	Wells Coates
Q969726	Massimiliano Fuksas
Q970408	Samuel Benchetrit
Q971436	Isidore de Lara
Q971446	BBC Films
Q971582	Henry Flynt
Q975843	Kaufman
Q976058	Fiat Albea
Q976301	Diego Fuser
Q976386	Sébastien Vrancx
Q976655	bataille de Montereau
Q978375	Edu Lobo
Q978564	William Wycherley
Q979672	Jean-Baptiste Pompallier
Q980357	catégorie grammaticale
Q982378	Michel Corrette
Q983116	Robert Wexler
Q983537	Hank Johnson
Q984938	Savukoski
Q985056	Jacinto Vera
Q985409	Jackson
Q985445	Siikajoki
Q987003	Melaka Telekom
Q987383	Alboraya
Q988037	Mork and Mindy
Q989873	Craig
Q990585	Tervola
Q990940	Oxford
Q990947	Broughton in Furness
Q991842	Bruce Turner
Q995660	Shanghai Electric
Q997600	Jokioinen
Q999317	Valdemarsvik
Q999321	Buck Clayton
Q999968	Buckwheat Zydeco
Q1001294	Plateau Antarctique
Q1001864	Buenos Aires Herald
Q1002465	Acid Jazz Records
Q1004299	Fulfillingness' First Finale
Q1005129	Humppila
Q1007927	Fédération de Gambie de football
Q1008417	Net als toen
Q1010228	Carlisle
Q1017757	Buster Bennett
Q1017960	Novo Sarajevo
Q1023103	CD-i
Q1024866	CableACE Awards
Q1025175	Cadillac DeVille
Q1025182	Cadillac Eldorado
Q1025241	Cadillac Series 70
Q1025720	Padasjoki
Q1026860	capitole de l'État de Californie
Q1028466	Cap Anson
Q1029151	Radar Doppler pulsé
Q1031984	Canada Life Financial
Q1040851	Carl Theodor Zahle
Q1043104	Charlie Hebdo
Q1044136	président du Tadjikistan
Q1045526	Carsten Dahl
Q1046645	Al Asimah
Q1046795	Le Retour de Casanova
Q1047516	Mega-CD
Q1050065	REC 2
Q1051557	Caméra miniature
Q1051688	Muscle mentonnier
Q1052003	Jugband Blues
Q1052131	Super Smash Bros. Melee
Q1052370	Lincoln Financial Field
Q1052985	Cellach of Armagh
Q1053159	Celso Amorim
Q1056794	Lion Air
Q1057276	Joey Gathright
Q1057292	Cosaques du Don
Q1057960	Glay
Q1058248	Jugement de Paris
Q1058465	Hierarchical File System
Q1058975	Yorkfield
Q1059176	Mehdi Abeid
Q1061437	aéroport international Midway de Chicago
Q1062114	basilique Santa Trinita
Q1064668	Jean-Christian Michel
Q1066055	Ivan Ivanov-Vano
Q1066361	Juraj Herz
Q1066689	anthroposémiotique
Q1066965	Charlie Musselwhite
Q1068427	Chaupi Orco
Q1068523	Chavanon
Q1069105	Société nationale des chemins de fer du Kazakhstan
Q1070057	Chénier
Q1070770	Remy Shand
Q1071100	Chevrolet Chevette
Q1071140	Chevrolet Corsica
Q1072258	Internet Explorer 6
Q1075070	Ponoï
Q1076033	Ted Heath
Q1077067	Aldohexose
Q1079002	Christian Birch-Reichenwald
Q1081119	Espace vital
Q1082594	Hartley, cœurs à vif
Q1083159	Tom Pillibi
Q1086117	Clark
Q1086650	Christopher Dresser
Q1091086	Tres de Mayo
Q1092600	Cinven
Q1092661	Brande
Q1093767	Hind bint Utbah
Q1097113	Claude Rich
Q1103761	maison du Peuple
Q1105893	Qazvin
Q1109435	Collie River
Q1110668	Fatima bent Assad
Q1111916	The Banana Splits
Q1113225	Institution of Structural Engineers
Q1115621	Horace Fairhurst
Q1120697	Weather Report
Q1120908	physique médicale
Q1121876	Edward Leedskalnin
Q1122188	erromintxela
Q1122760	Empire
Q1124536	Renault 16
Q1126800	The Strand Magazine
Q1127214	Segmentation
Q1129049	observation participante
Q1129295	Mojang
Q1130063	Les Snorky
Q1131605	Alexandreio Melathron
Q1132822	Clavier modèle M
Q1133753	Detroit Express
Q1135252	Corrado Segre
Q1136419	Jeux d'Asie du Sud-Est de 2015
Q1136531	gare de Kitakami
Q1136988	Calavon
Q1137305	Alfa Romeo MiTo
Q1139271	MBK Dynamo Moscou
Q1139546	Panir
Q1139734	Etsushi Toyokawa
Q1140829	République socialiste soviétique autonome tatare
Q1141238	The Guess Who
Q1141461	Championnats du monde de cross-country 2004
Q1142383	île Hoseason
Q1142887	De sang-froid
Q1143457	banque nationale de Croatie
Q1144576	église des Saints-Serge-et-Bacchus
Q1144837	loi turque sur les noms de famille
Q1145002	The Osbournes
Q1145106	histoire
Q1145565	Curtis Fuller
Q1146764	The Cribs
Q1147130	Cyberdog
Q1147464	Muadh ibn Jabal
Q1150423	Salon.com
Q1150574	aéroport international de Wellington
Q1150857	Velocette
Q1153113	XDCAM
Q1154328	Flaithbhertach
Q1156625	Andrea Orlandi
Q1157768	Daktari
Q1162282	boîte postale
Q1162891	Honda City
Q1164505	Danny Barker
Q1164744	Manuel Sadosky
Q1165296	aéroport international El Rahaba
Q1165784	Dardo (VCI)
Q1165843	Dargaud
Q1167271	Gordon Brisker
Q1169399	Le Concert
Q1171426	La Dernière Bande
Q1180627	préfecture de Dasht-e Azadegan
Q1180629	De finibus bonorum et malorum
Q1185528	Swing Girls
Q1185557	Force de rappel
Q1190603	A New Morning
Q1191104	Marmaduke Pickthall
Q1191589	Ricardo Ezzati Andrello
Q1191761	Spacemen 3
Q1193612	Nata de coco
Q1193625	recherche en sciences sociales
Q1193712	résian
Q1193741	WCW Monday Nitro
Q1195466	Un flic sur le toit
Q1196823	International Socialist Tendency
Q1199684	Le Mariage de Figaro
Q1199763	L'Étoile cachée
Q1200053	Derek Lamb
Q1200269	Dermot Clifford
Q1200524	Volcan complexe
Q1202569	Wii MotionPlus
Q1202626	Pizzicato Five
Q1202628	Victor Entertainment
Q1209188	liste de prénoms grecs
Q1209571	Président de la République des Philippines
Q1210125	Adobe Soundbooth
Q1210792	Soirées poétiques de Struga
Q1214091	La Sonate à Kreutzer
Q1217263	Le Crime du père Amaro
Q1217666	Une fée bien allumée
Q1218731	La Cantatrice chauve
Q1221621	Mickey Raphael
Q1229005	BMW E39
Q1229066	Disneyland Resort
Q1230717	Eric Coates
Q1233734	Dock Boggs
Q1236689	cathédrale de Lund
Q1236833	United Launch Alliance
Q1236893	Ordnance QF 3 pounder Vickers
Q1238179	Dominique Bouhours
Q1239398	Don Paterson
Q1240100	Les Ménechmes
Q1242081	Donovan Germain
Q1246024	Pecorino romano
Q1246289	Forfaiture
Q1246500	Gianrico Carofiglio
Q1246562	Assemblée du Kosovo
Q1248045	Good Times
Q1248654	talian
Q1250265	Hermenegildo Capelo
Q1251571	Pozitivna geografija
Q1251998	Candy Cummings
Q1254199	Porsche 906
Q1259096	bataille de Neretva
Q1262927	Polisse
Q1266620	Dupree Bolton
Q1269205	farine de riz
Q1272132	bataille de la Stones River
Q1278637	Les Mystères de l'Ouest
Q1282931	Eddie Palmieri
Q1284201	Mango Groove
Q1284693	Marathon d'Édimbourg
Q1285356	Passeport turc
Q1287097	bac à câble
Q1287924	Edith Maude Hull
Q1288644	Ernest William Hornung
Q1291775	préfecture de Langarud
Q1293767	George Metallinos
Q1293858	Edward Theodore Compton
Q1294789	Sapsan
Q1295629	Souda
Q1297894	comté de Ribagorce
Q1299603	Renault 5 Turbo
Q1303394	William Glock
Q1306518	Ignazio Gardella
Q1313163	Haute École de Gand
Q1323100	William Isaac Thomas
Q1323653	Rizzle Kicks
Q1324018	Nissan Bluebird
Q1325014	Tarvaris Jackson
Q1327765	Element Eighty
Q1328050	Sony Alpha 900
Q1331998	Marmite
Q1332967	White pudding
Q1333406	Elsa la lionne
Q1336157	Ronan Hardiman
Q1339242	juge en chef du Canada
Q1339344	Giovanni Sgambati
Q1340213	Garry Trudeau
Q1341483	Nokia 808 PureView
Q1342708	Toyota FJ Cruiser
Q1343802	Conférence de Madrid de 1991
Q1344131	Sparks
Q1344139	Joe Venuti
Q1344448	Boeing 747-400 Large Cargo Freighter
Q1346570	The Funk Brothers
Q1347695	Webb Pierce
Q1348665	Tylman van Gameren
Q1348730	Fête nationale suédoise
Q1349890	Gonzalo Rubalcaba
Q1350475	Thomas Dybdahl
Q1351662	Mona Mur
Q1351687	Eric Treacy
Q1351768	municipalité du district de Jonava
Q1356880	Ernie Andrews
Q1358734	Alex Kidd
Q1359610	Jocelyn Thibault
Q1360707	Ken Vandermark
Q1360881	Alfa Romeo Alfasud
Q1362106	Michael Balcon
Q1362317	Yuval Steinitz
Q1364522	archidiocèse de Gatineau
Q1364541	district métropolitain de Bolton
Q1367289	Michael Masser
Q1368540	The Essanay Film Manufacturing Company
Q1369094	Maria Chapdelaine
Q1370358	James Mooney
Q1371025	galaxie à disque
Q1371315	Hossein Amini
Q1373408	V. Shantaram
Q1374066	Mikhaïl Chtalenkov
Q1374297	Eurasian Natural Resources Corporation
Q1374443	Opération Éclair
Q1374708	George Alexander Macfarren
Q1375442	The Wardstone Chronicles
Q1377135	bureau des Transports de la Métropole de Tokyo
Q1378336	Iosif Rotariu
Q1379497	Tapio Kantanen
Q1379615	Evald Rygh
Q1382368	George Avakian
Q1383477	Simon Beckett
Q1384874	Minneapolis City Hall
Q1385325	Willem Piso
Q1388612	barrière de George VI
Q1389935	Terre de Mac. Robertson
Q1390684	Georges Arvanitas
Q1390873	Gianluigi Trovesi
Q1391091	Malbim
Q1391329	Ram Gopal Varma
Q1393101	Fairchild C-82 Packet
Q1393337	Un Noël à la Charlie Brown
Q1393443	Robert de Flers
Q1393455	Jacques Parizeau
Q1394779	Nissan NV200
Q1394787	Gordon Scott
Q1397888	Govard Bidloo
Q1397914	Fat Possum Records
Q1399599	Pete Johnson
Q1403997	Gerard Bilders
Q1407615	Ferrari 195
Q1410317	gare centrale d'Oslo
Q1412106	Steinberger
Q1414262	Trio avec piano
Q1414659	Festival du film de Hambourg
Q1415704	Silent Alarm
Q1415847	Congrès national du Honduras
Q1419644	Voilà !
Q1422037	Moyenne-Égypte
Q1424622	Google Answers
Q1424632	université d'Alexandrie
Q1425298	Telford et Wrekin
Q1425428	Newcastle upon Tyne
Q1425566	aéroport international de Portland
Q1426415	Honda HR-V
Q1427084	Festival international du film de Flandre-Gand
Q1430971	aéroport de Boise
Q1431928	aéroport international de London
Q1432525	Aéroport de Pune
Q1432971	Marvin David Levy
Q1433169	Thursday
Q1435287	Jean-Louis Curtis
Q1441544	Francis Hagerup
Q1442139	CCTV-Español
Q1443487	Zamboni Company
Q1444305	Frank Teschemacher
Q1444339	Fad Gadget
Q1446674	Larry Knechtel
Q1449685	I Got a Boy
Q1453302	Fredrik Stang
Q1454510	Jiunie Booth
Q1456206	Golden Gate National Recreation Area
Q1459541	United States Patent and Trademark Office
Q1465915	Nissan Navara
Q1470320	J.M. Meulenhoff
Q1470870	Fruehauf Corporation
Q1475275	La Jurée
Q1475410	Volvo 340/360
Q1476610	grottes de Luray
Q1483444	Toyota Corolla Verso
Q1487392	Kfar-Guiladi
Q1489655	Gabriel Scott
Q1491039	Gaetano Rossi
Q1494373	Garnett Brown
Q1494823	Gary Bartz
Q1496809	Peter Appleyard
Q1498898	Pennsylvania Route 611
Q1503325	Constitution de la Suède
Q1503818	Unipol
Q1508241	George Scharf
Q1508542	George Washington Julian
Q1515355	Sylvia Likens
Q1516254	Pacific Jazz Records
Q1518795	Honda Civic
Q1521097	Service de police de Toronto
Q1525712	Ambrogio Figino
Q1533908	Fiat 124 Sport Spider
Q1537703	Poker After Dark
Q1539609	Sénat du Vermont
Q1541219	Ronan et Erwan Bouroullec
Q1543066	Meet the Press
Q1544834	Kentucky
Q1545426	Gregory Yong
Q1551994	réservoir de Kaniv
Q1555064	mont Mulu
Q1556714	Kevin Thomson
Q1558952	Suntribe
Q1559248	Ribollita
Q1560054	Sœurs Pekinel
Q1561072	col de la Cumbre
Q1562401	Del Arno Band
Q1562665	Soweto Kinch
Q1562943	Hockey Club Junior Milano Vipers
Q1567050	université Hacettepe
Q1572088	Acide halogénohydrique
Q1572200	Mikiel Gonzi
Q1573031	égouts de Londres
Q1573625	Hamlet Goes Business
Q1575233	Red Lorry Yellow Lorry
Q1578941	Mini Countryman
Q1582848	Hans Ulrik
Q1600132	Roch Voisine
Q1622410	Phil Upchurch
Q1623037	I Saw Her Standing There
Q1626501	Honda CBR600RR
Q1626541	Honda CB 750 Four
Q1627509	Hootenanny Singers
Q1627905	Horace Parlan
Q1629031	Horslips
Q1630928	Porsche 908
Q1631000	Mandarin Oriental, Bangkok
Q1632204	Spike Hughes
Q1632591	Shoo-Be-Doo-Be-Doo-Da-Day
Q1635395	Vincenzo Santopadre
Q1636518	Human After All
Q1638793	BBC HD
Q1638983	Husky Rescue
Q1640134	myGRAIN
Q1641497	TTT Riga
Q1647780	Kid British
Q1650668	Sabeer Bhatia
Q1653128	IBM RAD6000
Q1655425	Ian Agol
Q1656624	Idalion
Q1657653	Columbus Air Force Base
Q1662409	Infiniti Q45
Q1664128	Innocenti
Q1668695	The Big Pink
Q1672169	Iowa (rivière)
Q1675793	Ivo Perelman
Q1675830	Nissan Cima
Q1677044	Jack Greene
Q1679567	Jakobstad
Q1681085	James Scott Skinner
Q1681386	Rhayader
Q1683255	SikTh
Q1685524	Jean Foyer
Q1686221	Jeep Patriot
Q1686988	cathédrale de Kaunas
Q1687645	Yerevan Ararat Wine Factory
Q1688743	Jewish Theological Seminary of America
Q1700049	John Fellows Akers
Q1700723	John Klemmer
Q1706794	Joseph Cordeiro
Q1707151	Ghatanji
Q1714110	Jordan
Q1718830	Risale nur
Q1719158	Woe, Is Me
Q1722057	Nissan Wingroad
Q1722685	Toyota Matrix
Q1726184	Toyota bB
Q1728309	cap Hallett
Q1733453	The Xcerts
Q1740384	Wardell Gray
Q1740521	Khan Jamal
Q1741329	Kill Rock Stars
Q1751281	Francesco Robortello
Q1751381	San Antonio River
Q1759693	South Boston
Q1766280	L'Encyclopédie suédoise
Q1769711	Steve Marcus
Q1774629	Irvine
Q1779147	Suzuki GSX-R 750
Q1789749	Trouw
Q1798765	La Dispute
Q1798898	La Libre Belgique
Q1802106	Rory O'Hanlon
Q1804855	Vieilles Canailles
Q1807377	Saludos hombre
Q1809595	gare de Luton
Q1809938	Nissan X-Terra
Q1812612	The Idle Race
Q1814970	Nissan R391
Q1815027	Opération Teapot
Q1815602	Toyota Cresta
Q1818020	université de Liverpool Hope
Q1820383	Leroy Jones
Q1820473	Toyota Land Cruiser (J40)
Q1823996	The Morey Amsterdam Show
Q1848445	Nouveaux philosophes
Q1853515	lieutenant-gouverneur de l'Arkansas
Q1853584	Imagine Publishing
Q1855669	Théorie des invariants
Q1858285	Moscow Strikes Back
Q1870505	Los Bravos
Q1871301	Lou McGarity
Q1871389	Louis-Albert Vachon
Q1872001	Louis Thiry
Q1872524	Dainik Bhaskar
Q1876702	Heinie Beau
Q1877764	Joyeux Garçons
Q1878890	Lynn Seaton
Q1884859	Le Dieu noir et le Diable blond
Q1889710	OTO Melara SpA
Q1905371	Daniel Vaillant
Q1911687	Powerduck
Q1923558	Brendan Croker
Q1930135	Power, Corruption & Lies
Q1931402	ANSI C
Q1935960	Steve Turre
Q1936057	université des beaux-arts Mimar-Sinan
Q1937189	communication organisationnelle
Q1940443	Michel d'Ornano
Q1944497	Défense des cultures
Q1946330	Monthly Review
Q1966361	Natasha Parry
Q1968375	Simon et Simon
Q1970552	Salvatore Lima
Q1971039	OceanLab
Q1973445	LaSalle Bank
Q1973669	nissan 280 z
Q1976344	La Bibliothèque pour la lecture
Q1978161	Nerf obturateur
Q1986682	Ayria
Q1989109	Ferrari 375 MM
Q1989205	Layar
Q1989516	Nasenbluten
Q1998960	Anna Theresa Licaros
Q1999227	Stanley
Q2000575	Suzuki B-King
Q2001711	Toyota Camry Solara
Q2002038	The Celebrity Apprentice
Q2005373	Harry and the Potters
Q2005871	Pitchshifter
Q2013855	Des filles disparaissent
Q2016674	hôtel de ville de Manille
Q2025182	Aleksandr Aleksandrovich Osmerkin
Q2027793	Opzij
Q2035152	Sefyu
Q2035537	Ferrari 365 Daytona
Q2038168	TROS
Q2042598	Owen Bradley
Q2044233	Rageh Omaar
Q2045095	Shanta Kumar
Q2046249	Paracuellos de Jarama
Q2047860	Roly Keating
Q2054310	Nintendo Software Planning & Development
Q2055235	Paskha
Q2055297	Freesat
Q2057791	Patrick Manson
Q2058701	gare de Coventry
Q2062366	Tydfil
Q2067785	Google Alerts
Q2069800	American Pickers, chasseurs de trésors
Q2069972	Kieran Hanrahan
Q2071571	Banacek
Q2080089	The Bar-Kays
Q2080165	Hyde (Grand Manchester)
Q2080591	Univers de RoboCop
Q2081831	16 and Pregnant
Q2082037	Fédération tahitienne de football
Q2085696	Phil Nimmons
Q2085725	Jorge Juan y Santacilia
Q2089716	Pljeskavica
Q2092391	Miguel Montero
Q2093611	Stoned Love
Q2094939	Wayne Robson
Q2095629	Pinène
Q2113673	Protoje
Q2118151	Stansted Express
Q2118223	Toyota TS010
Q2118285	lac Témiscamingue
Q2118564	Salisbury City Football Club
Q2119458	Sénat du Chili
Q2119617	Oswald Ottendorfer
Q2119839	Nouri
Q2121062	The Weeknd
Q2139208	St. Mirren Park
Q2140029	Suzuki Cappuccino
Q2143751	Renault Estafette
Q2157400	Kendrell Bell
Q2170880	Roy Nathanson
Q2174040	Backford
Q2202338	Punnichy
Q2206677	gare de Peterborough
Q2210490	Michael McGoldrick
Q2237796	Chandos Records
Q2237836	Landmark
Q2250736	Struffoli
Q2261093	The Argument
Q2268406	Selland Arena
Q2269859	Sénat de l'Oregon
Q2270145	Damon Harris
Q2271469	Astaldi SpA
Q2272398	Adriaan Roland Holst
Q2288294	Alice Nahon
Q2292817	gare de Cardiff Central
Q2296042	Subhuman Race
Q2298325	Boston Dynamics
Q2299064	Loi fondamentale du Royaume des Pays-Bas
Q2299213	Salomon Hirschel
Q2299327	Reconstructionist Rabbinical College
Q2300096	Yahoo! UI Library
Q2302035	Pierre de Marca
Q2304746	Triumph TR6
Q2308037	American Wives
Q2312568	Thunderbirds et l'odyssée du cosmos
Q2312732	Harry Somers
Q2315457	H̩assān ibn T̠ābit
Q2315746	Enborne
Q2322452	Nokia N800
Q2328781	Stafford James
Q2329414	Guillaume V Durand
Q2332941	Cap Adams
Q2338471	Module central de Mir
Q2341286	William Barton Rogers
Q2345368	musée bruxellois de la gueuze
Q2346838	Municipalité de Johannesburg
Q2348310	Premier ministre de Rhodésie
Q2350996	Webster
Q2353881	Dayton
Q2356626	collège Rhino Véloce
Q2361972	Guénolé de Landévennec
Q2363292	Anglais gallois
Q2365084	Tusker Football Club
Q2366737	gouvernement finlandais
Q2370185	Maxence Larrieu
Q2383926	Rudolf Brucci
Q2386529	ministre des Affaires étrangères de Finlande
Q2386987	Rogers Media
Q2389768	Optimistique-moi
Q2400277	Tsuyoshi Shinjo
Q2403328	Tenchi Universe
Q2405098	Terra Firma Capital Partners
Q2405120	Williamson
Q2405797	Terry Trotter
Q2407351	Lippincott Williams & Wilkins
Q2408274	Loi canadienne sur la santé
Q2414602	Alexandria
Q2415901	occupation de l'Allemagne après la Seconde Guerre mondiale
Q2422904	Thomas Cajetan Kelly
Q2431045	Baby, Baby Don't Cry
Q2434645	Vincent Connare
Q2435324	Lakewood Church Central Campus
Q2436364	Cid Corman
Q2436868	Henry Maudsley
Q2438487	Racaille blues
Q2443455	picrate
Q2447966	Dmitri Nabokov
Q2450850	Kahrizak
Q2451751	cage d'escalier
Q2454299	Power Jets
Q2460850	Audi Le Mans Quattro
Q2461688	Jennings
Q2463589	Jason Puncheon
Q2472833	Jean-Bernard Raimond
Q2478848	Arnold et Willy
Q2483242	Blaine Gabbert
Q2485411	Ahmad al-Badawi
Q2491550	Chupke Chupke
Q2501578	Michele Marieschi
Q2501910	Ancient Aliens
Q2508786	Rebecca Solomon
Q2522945	Vidar Busk
Q2525030	Georges rétrécit
Q2537887	The Two Babylons
Q2546870	Morshi
Q2553052	Wayne Escoffery
Q2559209	Welsh Open 2007
Q2560244	Middleton
Q2565099	Shazzan
Q2565550	You've Really Got a Hold on Me
Q2566313	Hold Me Tight
Q2569670	Max Johnston
Q2572339	North Stonington
Q2572474	umwelt
Q2575793	Florida
Q2581428	Willie Dennis
Q2583758	centre
Q2588817	Kōichi Ishii
Q2599521	L'Aurore
Q2600941	Clayton
Q2602611	Pannalal Ghosh
Q2609344	Jonathan Levinson
Q2610217	Scott Frandsen
Q2614622	L'hiver vient
Q2616287	Mersham
Q2623376	Alonso García de Carthagène
Q2625960	vice-président du Nigeria
Q2627391	Julia Latynina
Q2629336	Vassili Kamenski
Q2631206	L'Hyperboloïde de l'ingénieur Garine
Q2631264	Fiat 147
Q2631643	Southampton
Q2632209	Daniel Kandi
Q2633662	bataille d'Arfderydd
Q2635890	Emilio Navarro
Q2640520	Uradel
Q2645323	Rickey Jackson
Q2652265	Little Bookham
Q2655518	Aérodrome de Wick
Q2658398	Muhammad Shah
Q2658833	Scarlet Ortiz
Q2659753	The Long Blondes
Q2660067	Beni Montresor
Q2665089	Parlement du Pakistan
Q2668866	Antwerp
Q2670307	aéroport international de Chileka
Q2670911	Raquel Meller
Q2672932	Rosie Malek-Yonan
Q2698920	Matt Flynn
Q2700749	Lucky Louie
Q2704810	gare de Belfast Central
Q2706427	Melodifestivalen 2013
Q2714206	Andrew Wells
Q2720163	pain de mort
Q2720213	David Yost
Q2722425	Liraël
Q2722933	Sunidhi Chauhan
Q2723854	Pankaj Udhas
Q2731615	Gustavo Barros Schelotto
Q2733487	Al-Hujwīrī
Q2734017	Finn Malmgren
Q2737220	Vaikom Muhammad Basheer
Q2741398	philosophie de l'environnement
Q2742392	Mazo De la Roche
Q2747146	Doctor Alimantado
Q2748292	Fables de La Fontaine
Q2748567	North Newington
Q2749486	Gladys Horton
Q2749911	Gilles Meloche
Q2755251	L'Affaire Mattei
Q2777746	Librairie Arthème Fayard
Q2784108	CBS This Morning
Q2790916	Little Horwood
Q2794597	Klaas Schilder
Q2798738	CNN Center
Q2812895	Alasdair Milne
Q2815986	3-South
Q2821038	Abdelhak Achik
Q2822075	Abu-L Hasan Qutb Shah
Q2822933	Ace Kefford
Q2824732	Adolfo Marsillach
Q2834206	Alexandre de Marenches
Q2834460	Alexis Belevski-Joukovski
Q2839707	Sunday Night Baseball
Q2842982	American Morning
Q2851563	Annick Alane
Q2860157	Archie Jackson
Q2865083	Arthur Dupont
Q2865123	Arthur Goring Thomas
Q2865138	Arthur Hallam
Q2869998	Attentat du 9 août 2001 de la pizzeria Sbarro à Jérusalem
Q2870041	Attentats du 21 juillet 2005 à Londres
Q2880343	Baku Baku Animal
Q2884044	Barbara Tyson
Q2888523	bataille de Fort Dearborn
Q2889757	Le Temps de la revanche
Q2890073	bataille de Suipacha
Q2895947	Benito Cereno (nouvelle)
Q2895955	Benito Santiago
Q2900650	Bhamdoun
Q2901773	Bidhan Chandra Roy
Q2902600	Herman Branover
Q2903320	Jabr Muadi
Q2903446	garniture de cocktail
Q2906769	bloc populaire canadien
Q2907320	Likkutei Sichos
Q2913852	Black Reign
Q2923786	Brandon Tartikoff
Q2927157	Bryan Holaday
Q2937482	Capitol Records Building
Q2938882	Carl Colpaert
Q2944351	Centennial Park Stadium
Q2958816	Charles Cowper
Q2959759	Charles Marowitz
Q2960844	Charlie Conerly
Q2965849	Christie Pits
Q2967628	Chukchansi Park
Q2973794	circonscription de New England
Q2979788	Embuscade
Q2981060	Coal Exchange
Q2984088	Thenewno2
Q2985996	Matrix Software
Q2991461	comté de Wambo
Q2997270	Corey Patterson
Q2997603	Cornwall Civic Complex
Q3001560	Cousin Skeeter
Q3011468	DSG1
Q3016485	Darrell Roodt
Q3017175	Apple II
Q3020722	Death Grips
Q3023778	Derek Paravicini
Q3026688	Miami MetroZoo
Q3026993	Didier Daurat
Q3027048	Didier Haudepin
Q3028124	Dimitri Kirsanoff
Q3028965	Takara
Q3031313	Pain viennois
Q3035748	Don Cardwell
Q3036916	Rodel Mayol
Q3045729	E.Town Concrete
Q3052639	Papyrus Berlin 6619
Q3056848	Ernest Blanc
Q3059230	Eternal Champions
Q3068441	fenêtre à la française
Q3069684	Ferrari LaFerrari
Q3070482	Festival du film de Philadelphie
Q3070654	Festival international du film de Miami
Q3071233	Fiat Aviazione
Q3071768	Nova
Q3074100	Florent Chrestien
Q3075533	Last Call with Carson Daly
Q3080482	Rick restaure tout !
Q3082382	Franco Mannino
Q3087826	Javier de Burgos
Q3088434	Front Mission 3
Q3088872	palais de l'Industrie
Q3090354	Michel Etcheverry
Q3090378	Mike Trout
Q3091730	The Mighty Diamonds
Q3097878	Jon Jerde
Q3098091	gare de Windsor & Eton Central
Q3106281	Gilles Groulx
Q3107114	île Rothschild
Q3107325	Giovanni Ricordi
Q3108304	glacier Nimrod
Q3108357	glacier de l'Astrolabe
Q3116214	Greg Dyke
Q3122402	Guédille
Q3126442	Hamidou Benmassoud
Q3128879	Hayyim Samuel Jacob Falk
Q3133212	Michael Buerk
Q3135913	université de Pune
Q3135941	hippodrome de Woodbine
Q3136350	Hiroshi Hase
Q3136554	Prabhas Raju Uppalapati
Q3137798	Playdead
Q3146518	IBM Research
Q3148578	Il était une chaise
Q3154342	Irfan Habib
Q3159359	Jacques Legras
Q3161307	James Northcote
Q3162952	Jason Jennings
Q3168006	Jean-Michel Dubernard
Q3176488	Jeff Francis
Q3177696	Jessie Hill
Q3181422	Wikipédia en kannada
Q3182429	John Sartain
Q3192597	Kandi Burruss
Q3203380	L'Expansion
Q3208005	La Cuarta
Q3218753	Laure Duthilleul
Q3219528	Laurent Stocker
Q3219757	Lavalin
Q3223822	Le Juste Prix
Q3235769	Les Tontons flingueurs
Q3246478	Mika Pohjola
Q3267090	Luke Kuechly
Q3270144	Edmond Leung
Q3270196	gare de Warszawa Wschodnia
Q3272026	Honda Passport
Q3277165	Acne Studios
Q3278187	Tonkam
Q3283322	Bye Bye Brasil
Q3283591	Mister Sterling
Q3288181	Marc Laviolette
Q3295515	The Beatles
Q3302436	Ralph Stanley
