sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Steven Sharp Nelson is a member of The Piano Guys:2 . [SEP],The Piano Guys:2,The Piano Guys:2,1,The Piano Guys:2,1,-4.31221
[CLS] Peter Wyche:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.96195
[CLS] Rory MacLean:3 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.03757
[CLS] William Lochead:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.32704
[CLS] John Frederick Lewis is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.35596
[CLS] Edward Forbes is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.49181
[CLS] Republic of Cyprus is a member of Commonwealth of Nations . [SEP],Commonwealth of Nations,Commonwealth of Nations,1,Commonwealth of Nations,1,-2.85489
[CLS] J . B . Trapp:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.49650
[CLS] George William Hill is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.35904
[CLS] Football Association of Indonesia is a member of Asian Football Confederation . [SEP],Asian Football Confederation,Asian Football Confederation,1,Asian Football Confederation,1,-1.18097
[CLS] John Richardson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.83113
[CLS] Samuel Baker is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.24781
[CLS] Edward Jenks:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.12953
[CLS] Dan Eley:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.57794
[CLS] Percy Fry Kendall is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.07912
[CLS] Kendall L . Card is a member of United States Navy . [SEP],United States Navy,United States Navy,1,United States Navy,1,-1.19042
[CLS] Jordan Rudess:3 is a member of Dixie Dregs:2 . [SEP],Dixie Dregs:2,Dixie Dregs:2,1,Dixie Dregs:2,1,-2.28002
[CLS] Raymond McCullough:5 is a member of Orange Order . [SEP],Orange Order,Orange Order,1,Orange Order,1,-6.97708
"[CLS] Francis Egerton:3 , 8th Earl of Bridgewater:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.04912
[CLS] Alan Ryan is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.45447
[CLS] Albert Einstein is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.67477
[CLS] Peter Ucko:2 is a member of Society of Antiquaries:3 of London . [SEP],Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.81383
[CLS] Bahamas is a member of Caribbean Community Secretariat:2 . [SEP],Caribbean Community Secretariat:2,Caribbean Community Secretariat:2,1,Caribbean Community Secretariat:2,1,-4.67146
[CLS] Randolph Quirk:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.99510
[CLS] Botswana is a member of African Union . [SEP],African Union,African Union,1,African Union,1,-2.22867
[CLS] Zinny:2 J . Zan:2 is a member of Shotgun:2 Messiah:2 . [SEP],Shotgun:2 Messiah:2,Shotgun:2 Messiah:2,1,Shotgun:2 Messiah:2,1,-1.81873
[CLS] Barry Gibb is a member of Bee Gees:2 . [SEP],Bee Gees:2,Bee Gees:2,1,Bee Gees:2,1,-0.10000
[CLS] Hubert Jones is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.91537
[CLS] Magdalena Kopp is a member of Revolutionary Cells:2 . [SEP],Revolutionary Cells:2,Revolutionary Cells:2,1,Revolutionary Cells:2,1,-7.27672
[CLS] Michael Dexter is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.51708
[CLS] Lydia Nsekera:3 is a member of International Olympic Committee . [SEP],International Olympic Committee,International Olympic Committee,1,International Olympic Committee,1,-2.28040
[CLS] Andy Orchard:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-3.28444
[CLS] Robert Robinson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.68835
[CLS] Herbert Hall Turner is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.79400
[CLS] Poland is a member of European Union . [SEP],European Union,European Union,1,European Union,1,-1.14351
[CLS] David William Dye:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.82688
[CLS] Gary LeVox:3 is a member of Rascal:2 Flatts:2 . [SEP],Rascal:2 Flatts:2,Rascal:2 Flatts:2,1,Rascal:2 Flatts:2,1,-0.61462
"[CLS] Welbore:3 Ellis , 1st Baron Mendip:3 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.49557
[CLS] Oman Football Association is a member of Asian Football Confederation . [SEP],Asian Football Confederation,Asian Football Confederation,1,Asian Football Confederation,1,-3.15218
[CLS] Mark Power is a member of Magnum Photos . [SEP],Magnum Photos,Magnum Photos,1,Magnum Photos,1,-4.79776
[CLS] Pakistan is a member of Asian Development Bank . [SEP],Asian Development Bank,Asian Development Bank,1,Asian Development Bank,1,-3.28686
[CLS] Sakis:2 Tolis:2 is a member of Rotting:2 Christ . [SEP],Rotting:2 Christ,Rotting:2 Christ,1,Rotting:2 Christ,1,-5.03594
[CLS] Michael Malet:2 is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.85042
[CLS] Kendall Schmidt is a member of Heffron:3 Drive . [SEP],Heffron:3 Drive,Heffron:3 Drive,1,Heffron:3 Drive,1,-5.73022
[CLS] Mabel Lockerby:3 is a member of Beaver Hall Group . [SEP],Beaver Hall Group,Beaver Hall Group,1,Beaver Hall Group,1,-8.18963
[CLS] Vere:2 Bird is a member of The Salvation:2 Army . [SEP],The Salvation:2 Army,The Salvation:2 Army,1,The Salvation:2 Army,1,-1.17249
[CLS] Herbert Jackson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.72979
[CLS] Finnish Ice Hockey Association is a member of International Ice Hockey Federation . [SEP],International Ice Hockey Federation,International Ice Hockey Federation,1,International Ice Hockey Federation,1,-1.75972
[CLS] John Jennings is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.29143
[CLS] Martin Haspelmath:4 is a member of Academia Europaea . [SEP],Academia Europaea,Academia Europaea,1,Academia Europaea,1,-2.34189
[CLS] Francis Arthur Bainbridge:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.46133
[CLS] Lajos Jánossy:2 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.81565
[CLS] Travis Morrison is a member of The Dismemberment:4 Plan . [SEP],The Dismemberment:4 Plan,The Dismemberment:4 Plan,1,The Dismemberment:4 Plan,1,-1.78381
[CLS] Billy Joel is a member of Billy Joel Band . [SEP],Billy Joel Band,Billy Joel Band,1,Billy Joel Band,1,-1.32067
[CLS] Taiwan is a member of Asia - Pacific Economic Cooperation . [SEP],Asia - Pacific Economic Cooperation,Asia - Pacific Economic Cooperation,1,Asia - Pacific Economic Cooperation,1,-0.39442
[CLS] Anita Carter is a member of The Carter Sisters . [SEP],The Carter Sisters,The Carter Sisters,1,The Carter Sisters,1,-1.80460
[CLS] Christopher Marshall is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.63389
[CLS] Joseph Moxon:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.96127
[CLS] Dimebag:4 Darrell:2 is a member of Damageplan:3 . [SEP],Damageplan:3,Damageplan:3,1,Damageplan:3,1,-4.86571
[CLS] Alexander Gray is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-0.71163
[CLS] Adam Young is a member of Owl:2 City . [SEP],Owl:2 City,Owl:2 City,1,Owl:2 City,1,-2.83384
[CLS] John Crook:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.55964
[CLS] Thomas Hewet:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.40252
[CLS] John Stuart Anderson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.91638
[CLS] Mariano Artigas:2 is a member of Opus Dei . [SEP],Opus Dei,Opus Dei,1,Opus Dei,1,-0.83490
"[CLS] Henry Erskine:3 , 10th Earl of Buchan:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.85231
[CLS] Stephen Carpenter is a member of Deftones:2 . [SEP],Deftones:2,Deftones:2,1,Deftones:2,1,-1.88437
[CLS] RWTH:2 Aachen University is a member of IDEA:2 League . [SEP],IDEA:2 League,IDEA:2 League,1,IDEA:2 League,1,-4.46126
[CLS] Johann Peter Gustav Lejeune:3 Dirichlet:3 is a member of Royal Prussian Academy of Sciences . [SEP],Royal Prussian Academy of Sciences,Royal Prussian Academy of Sciences,1,Royal Prussian Academy of Sciences,1,-2.60408
[CLS] Richard Ottley:2 is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.09880
[CLS] Harold Wilson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.63372
[CLS] Murdoch Mackenzie is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.19183
[CLS] Taliä:2 Xäbrieva:4 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-0.71948
[CLS] Brian Follett:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.05435
[CLS] Arthur Stockdale:2 Cope is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-1.95326
[CLS] Michel Che is a member of Academia Europaea . [SEP],Academia Europaea,Academia Europaea,1,Academia Europaea,1,-3.07899
[CLS] Edward A . Irving is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.50993
"[CLS] Sir Thomas Barlow , 1st Baronet is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-3.05036
[CLS] Paul E . Gray is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.78167
[CLS] Elizabeth Blackadder:3 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-1.86864
[CLS] Stephen Pearcy:3 is a member of Ratt:2 . [SEP],Ratt:2,Ratt:2,1,Ratt:2,1,-7.41416
[CLS] Popular Front for the Liberation of Palestine is a member of Arab Nationalist:2 Movement . [SEP],Arab Nationalist:2 Movement,Arab Nationalist:2 Movement,1,Arab Nationalist:2 Movement,1,-3.49924
[CLS] Chris Fehn:2 is a member of Slipknot:4 . [SEP],Slipknot:4,Slipknot:4,1,Slipknot:4,1,-0.03634
[CLS] Reginald Bond is a member of Royal College of Physicians:3 . [SEP],Royal College of Physicians:3,Royal College of Physicians:3,1,Royal College of Physicians:3,1,-0.58253
[CLS] Los Angeles Buccaneers:4 is a member of National Football League . [SEP],National Football League,National Football League,1,National Football League,1,-1.36039
[CLS] John David Barrow is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.54908
[CLS] Charles Oscar Brink:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.46628
"[CLS] John Fortescue:3 Aland:2 , 1st Baron Fortescue:3 of Credan:3 is a member of Inner Temple . [SEP]",Inner Temple,Inner Temple,1,Inner Temple,1,-2.86659
[CLS] Saloum:2 Delta National Park is a member of Man and the Biosphere:3 Programme . [SEP],Man and the Biosphere:3 Programme,Man and the Biosphere:3 Programme,1,Man and the Biosphere:3 Programme,1,-3.17771
[CLS] Ian Hickson:2 is a member of Web Hypertext:4 Application Technology Working Group . [SEP],Web Hypertext:4 Application Technology Working Group,Web Hypertext:4 Application Technology Working Group,1,Web Hypertext:4 Application Technology Working Group,1,-3.22332
[CLS] John Stuart Anderson is a member of Australian Academy of Science . [SEP],Australian Academy of Science,Australian Academy of Science,1,Australian Academy of Science,1,-2.27474
[CLS] Leib:2 Kvitko:3 is a member of Jewish Anti - Fascist:3 Committee . [SEP],Jewish Anti - Fascist:3 Committee,Jewish Anti - Fascist:3 Committee,1,Jewish Anti - Fascist:3 Committee,1,-2.24133
[CLS] Airi:2 Suzuki is a member of Buono:2 ! . [SEP],Buono:2 !,Buono:2 !,1,Buono:2 !,1,-5.61161
[CLS] Warren R . Roper:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.95254
[CLS] John Hulke:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.88846
"[CLS] Bernard Howard , 12th Duke of Norfolk is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.99598
[CLS] George Karpati:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.91577
[CLS] Bill Steer:2 is a member of Angel Witch . [SEP],Angel Witch,Angel Witch,1,Angel Witch,1,-7.13299
[CLS] Filip Hristić:3 is a member of Serbian Academy of Sciences and Arts . [SEP],Serbian Academy of Sciences and Arts,Serbian Academy of Sciences and Arts,1,Serbian Academy of Sciences and Arts,1,-0.99187
[CLS] Donald Gaines:2 Murray is a member of National Association for the Advancement:2 of Colored:2 People . [SEP],National Association for the Advancement:2 of Colored:2 People,National Association for the Advancement:2 of Colored:2 People,1,National Association for the Advancement:2 of Colored:2 People,1,-0.70451
[CLS] Marcela:2 Carena:2 is a member of American Physical Society . [SEP],American Physical Society,American Physical Society,1,American Physical Society,1,-1.63643
[CLS] Raymond Lyttleton:4 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.40015
[CLS] William Marlott:2 is a member of Short Parliament . [SEP],Short Parliament,Short Parliament,1,Short Parliament,1,-7.73161
[CLS] John Dryden:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.74264
"[CLS] Henry Chilver:2 , Baron Chilver:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.69407
[CLS] Equatorial:3 Guinea is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.08108
[CLS] Alfredo Bosi:2 is a member of Academia Brasileira de Letras . [SEP],Academia Brasileira de Letras,Academia Brasileira de Letras,1,Academia Brasileira de Letras,1,-0.69603
[CLS] Croatia is a member of World Trade Organization . [SEP],World Trade Organization,World Trade Organization,1,World Trade Organization,1,-1.36498
[CLS] Ton Koopman:3 is a member of Amsterdam Baroque Orchestra & Choir . [SEP],Amsterdam Baroque Orchestra & Choir,Amsterdam Baroque Orchestra & Choir,1,Amsterdam Baroque Orchestra & Choir,1,-1.51675
[CLS] James Arthur Prescott is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.80209
[CLS] Pierre Bouguer:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.51160
[CLS] Fumihiro:3 Joyu:2 is a member of Aum:2 Shinrikyo:3 . [SEP],Aum:2 Shinrikyo:3,Aum:2 Shinrikyo:3,1,Aum:2 Shinrikyo:3,1,-6.41835
[CLS] Georgy:2 Zhukov:2 is a member of Central Committee of the Communist Party of the Soviet Union . [SEP],Central Committee of the Communist Party of the Soviet Union,Central Committee of the Communist Party of the Soviet Union,1,Central Committee of the Communist Party of the Soviet Union,1,-0.36833
[CLS] Andrew Giddings:3 is a member of Jethro:2 Tull:2 . [SEP],Jethro:2 Tull:2,Jethro:2 Tull:2,1,Jethro:2 Tull:2,1,-0.01567
[CLS] James Franklin is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.30345
[CLS] Thomas Hyde Page is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.90687
[CLS] David Snoke:3 is a member of American Physical Society . [SEP],American Physical Society,American Physical Society,1,American Physical Society,1,-1.50716
[CLS] United Arab Emirates is a member of World Trade Organization . [SEP],World Trade Organization,World Trade Organization,1,World Trade Organization,1,-1.35328
[CLS] Edward Bysshe:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.48196
[CLS] Iain:2 Baxter is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.99393
[CLS] Austin Tate is a member of Association for the Advancement:2 of Artificial:2 Intelligence . [SEP],Association for the Advancement:2 of Artificial:2 Intelligence,Association for the Advancement:2 of Artificial:2 Intelligence,1,Association for the Advancement:2 of Artificial:2 Intelligence,1,-0.18347
[CLS] Reginald Fairlie:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.44389
[CLS] Kingsley:2 Holgate:3 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.69767
[CLS] Victor Ivanovich:2 Nikitin:2 is a member of Alexandrov:3 Ensemble . [SEP],Alexandrov:3 Ensemble,Alexandrov:3 Ensemble,1,Alexandrov:3 Ensemble,1,-3.12693
[CLS] William Parry is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-1.56688
[CLS] David DeWitt:3 is a member of Association for Computing Machinery:2 . [SEP],Association for Computing Machinery:2,Association for Computing Machinery:2,1,Association for Computing Machinery:2,1,-0.74054
[CLS] Argentina is a member of Andean:2 Community . [SEP],Andean:2 Community,Andean:2 Community,1,Andean:2 Community,1,-2.96840
[CLS] David Masson:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.19147
[CLS] Dave Pegg:2 is a member of Fairport:2 Convention . [SEP],Fairport:2 Convention,Fairport:2 Convention,1,Fairport:2 Convention,1,-0.73399
[CLS] Gianfranco:2 Contini:2 is a member of Lincean:3 Academy . [SEP],Lincean:3 Academy,Lincean:3 Academy,1,Lincean:3 Academy,1,-3.59273
[CLS] George Dunnet:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.06788
[CLS] Thomas Anson:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.31038
[CLS] Alessandra:2 Sanguinetti:3 is a member of Magnum Photos . [SEP],Magnum Photos,Magnum Photos,1,Magnum Photos,1,-4.77679
[CLS] Michael T . Wright is a member of Society of Antiquaries:3 of London . [SEP],Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.80856
[CLS] William Hopkins is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.41711
[CLS] Edward Duffy is a member of Irish Republican Brotherhood . [SEP],Irish Republican Brotherhood,Irish Republican Brotherhood,1,Irish Republican Brotherhood,1,-7.16182
[CLS] Johann Amman is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.05108
[CLS] Joseph H . Silverman:2 is a member of American Mathematical Society . [SEP],American Mathematical Society,American Mathematical Society,1,American Mathematical Society,1,-2.37964
[CLS] Johann Wolf is a member of German Academy of Sciences Leopoldina:2 . [SEP],German Academy of Sciences Leopoldina:2,German Academy of Sciences Leopoldina:2,1,German Academy of Sciences Leopoldina:2,1,-1.29368
[CLS] Constantijn:2 Kortmann:2 is a member of Royal Netherlands Academy of Arts and Sciences . [SEP],Royal Netherlands Academy of Arts and Sciences,Royal Netherlands Academy of Arts and Sciences,1,Royal Netherlands Academy of Arts and Sciences,1,-1.68645
[CLS] F . P . Wilson is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.41881
[CLS] P . F . Strawson:4 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.83389
[CLS] Ed Crane is a member of Mont Pèlerin:3 Society . [SEP],Mont Pèlerin:3 Society,Mont Pèlerin:3 Society,1,Mont Pèlerin:3 Society,1,-3.28579
[CLS] International Go Federation is a member of International Mind Sports Association . [SEP],International Mind Sports Association,International Mind Sports Association,1,International Mind Sports Association,1,-5.14743
[CLS] Samuel H . Butcher:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-7.13128
[CLS] Robert Willan:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.31217
[CLS] Henry Samueli:2 is a member of National Academy of Engineering . [SEP],National Academy of Engineering,National Academy of Engineering,1,National Academy of Engineering,1,-2.85467
[CLS] Fthiotida:4 Football Clubs Association is a member of Hellenic:2 Football Federation . [SEP],Hellenic:2 Football Federation,Hellenic:2 Football Federation,1,Hellenic:2 Football Federation,1,-0.53399
[CLS] Eric Kennington:3 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.05511
[CLS] Kostas:2 Lazaridis:3 is a member of National Liberation Front . [SEP],National Liberation Front,National Liberation Front,1,National Liberation Front,1,-1.96240
[CLS] Robert Henry Bow is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.39341
[CLS] E . T . Whittaker:3 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-0.92435
[CLS] Marjory:3 Stephenson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.79071
[CLS] Evans Hayward is a member of American Physical Society . [SEP],American Physical Society,American Physical Society,1,American Physical Society,1,-2.34643
[CLS] Brynjel:3 Andersen Gjerager:3 is a member of Norwegian Constituent:4 Assembly . [SEP],Norwegian Constituent:4 Assembly,Norwegian Constituent:4 Assembly,1,Norwegian Constituent:4 Assembly,1,-2.55357
[CLS] Francis Ernest Jackson is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.48451
[CLS] Griffith Hughes is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.84108
[CLS] Roger Auque:2 is a member of Mossad:2 . [SEP],Mossad:2,Mossad:2,1,Mossad:2,1,-2.82100
"[CLS] James Molyneaux:3 , Baron Molyneaux:3 of Killead:2 is a member of Orange Order . [SEP]",Orange Order,Orange Order,1,Orange Order,1,-6.75834
[CLS] Alan Plater:2 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.78075
[CLS] Kanako:2 Momota:2 is a member of Momoiro:3 Clover:2 Z . [SEP],Momoiro:3 Clover:2 Z,Momoiro:3 Clover:2 Z,1,Momoiro:3 Clover:2 Z,1,-3.45830
[CLS] Helmholtz:3 Zentrum München is a member of Helmholtz:3 Association of German Research Centres:2 . [SEP],Helmholtz:3 Association of German Research Centres:2,Helmholtz:3 Association of German Research Centres:2,1,Helmholtz:3 Association of German Research Centres:2,1,-1.08238
[CLS] Ashoke:2 Sen is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.43816
[CLS] Charles Wyville:3 Thomson is a member of Geological Society of London . [SEP],Geological Society of London,Geological Society of London,1,Geological Society of London,1,-1.01195
[CLS] Percy Gilchrist:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.44495
[CLS] Noel Hush:2 is a member of Australian Academy of Science . [SEP],Australian Academy of Science,Australian Academy of Science,1,Australian Academy of Science,1,-1.88548
[CLS] Francis Leopold McClintock:5 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.81371
[CLS] Jan - Carl Raspe:2 is a member of Red Army Faction:2 . [SEP],Red Army Faction:2,Red Army Faction:2,1,Red Army Faction:2,1,-3.69571
"[CLS] Henry Temple , 2nd Viscount Palmerston:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-2.88692
[CLS] Helen Porter is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.48184
[CLS] John Bonham:2 is a member of Led Zeppelin . [SEP],Led Zeppelin,Led Zeppelin,1,Led Zeppelin,1,-0.01863
[CLS] Itoigawa:3 is a member of Global Geoparks:3 Network . [SEP],Global Geoparks:3 Network,Global Geoparks:3 Network,1,Global Geoparks:3 Network,1,-4.57838
"[CLS] Nicholas Stern , Baron Stern of Brentford:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.69337
[CLS] Netherlands is a member of Group of Ten . [SEP],Group of Ten,Group of Ten,1,Group of Ten,1,-5.79765
[CLS] Nigel F Palmer is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.06911
[CLS] John Hewitt Jellett:3 is a member of Royal Irish Academy . [SEP],Royal Irish Academy,Royal Irish Academy,1,Royal Irish Academy,1,-5.75497
[CLS] Francis Leigh is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-3.61600
[CLS] Hugh Collins is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.23219
"[CLS] George Emslie:3 , Baron Emslie:3 is a member of Royal Society of Edinburgh . [SEP]",Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.06355
[CLS] Ian Wallace is a member of Crimson Jazz Trio . [SEP],Crimson Jazz Trio,Crimson Jazz Trio,1,Crimson Jazz Trio,1,-7.10824
[CLS] Masaki:2 Sato is a member of Morning Musume:2 . [SEP],Morning Musume:2,Morning Musume:2,1,Morning Musume:2,1,-0.40938
[CLS] William McMillan:3 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.40792
[CLS] James Tibbits:3 Willmore:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.01373
[CLS] Samuel Green is a member of Ku Klux:2 Klan . [SEP],Ku Klux:2 Klan,Ku Klux:2 Klan,1,Ku Klux:2 Klan,1,-0.15501
[CLS] Richard Fortey:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.42071
[CLS] Peter Alexander is a member of White House press corps . [SEP],White House press corps,White House press corps,1,White House press corps,1,-5.29765
[CLS] Elina:2 Mizuno:3 is a member of E - girls . [SEP],E - girls,E - girls,1,E - girls,1,-1.49757
[CLS] University of Turku is a member of Coimbra Group . [SEP],Coimbra Group,Coimbra Group,1,Coimbra Group,1,-7.22822
[CLS] Hugh Ferguson is a member of Orange Order . [SEP],Orange Order,Orange Order,1,Orange Order,1,-7.36358
[CLS] Mihály Simai:2 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.64993
[CLS] Clements Markham:2 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.94761
