Q2	पृथ्वी
Q223725	फ्रांसिस्को हायेज
Q223748	पनामा फुटबॉल संघ
Q223761	बोबो डिआलसो
Q223898	अखिल भारतीय मुस्लिम लीग	भारतीय मुस्लिम लीग	मुस्लिम लीग	लीग
Q223920	पॉइंट-नॉयर
Q224164	अॅरिझोना कार्डिनल्स
Q224821	मोघम तर्क
Q225360	बल्गेरियाचा ध्वज
Q225641	मोंबासा	मोम्बासा
Q227030	मार्क रिचर्ड शटलवर्थ	मार्क शटलवर्थ
Q228409	कलि युग	कलियुग	पुराण
Q228736	पदार्थविज्ञान
Q228986	हनफी
Q229058	इंडियन स्पेस रिसर्च ऑर्गनायझेशन	इसरो	इस्त्रो	इस्रो	ध्रुवीय उपग्रह प्रक्षेपण यान	भारतीय अंतराळ संशोधन संस्था
Q229205	सतार	सितार
Q229390	त्रिआयामी चित्रपट
Q229411	दिल्ली सल्तनत
Q229851	झून
Q230003	भारतीय लोकसभा	लोकसभा
Q230036	जे-क्वेरी
Q230231	टमायरा पाझेक	तमायरा पाझेक	तमायरा शेलाह पाझेक
Q230492	मिशिगन विद्यापीठ
Q230607	कॅलडस विभाग
Q230818	लेह
Q231318	जोहोर बारू
Q231324	अंजुआन
Q231331	ऑरान
Q231765	जीलॉंग
Q231987	ओश प्रदेश
Q232316	रॉबर्ट बर्न्स वूडवर्ड	रॉबर्ट बर्न्स वूडवार्ड
Q232399	रिफ डिमशक गव्हर्नोरेट
Q232564	कुंडीनमरका विभाग
Q232615	सार्डिस
Q232661	समांतर संगणन
Q232680	एलेना बाल्टाचा
Q232785	जोझेफ डि व्यूस्टर	डेमियन डि व्यूस्टर	फादर डेमियन	मोलोकाईचा डेमियन
Q232842	पुणो
Q233129	पिओरिया	पियोरिया
Q233289	अटल बिहारी वाजपयी	अटल बिहारी वाजपेयी	अटलबिहारी वाजपायी	अटलबिहारी वाजपेयी
Q233495	शिनगावा-कु
Q233588	चंग माइ
Q233591	कम्युनिस्ट पक्ष	कम्युनिस्ट पार्टी
Q233838	रखिन राज्य
Q233903	मेगुरु-कू
Q233933	तारिया विभाग
Q234009	मगध साम्राज्य
Q234056	कोहिमा
Q234061	इरि
Q234167	मक्का प्रांत
Q234184	चेल्म
Q234197	श्रीविजय	श्रीविजय साम्राज्य
Q234200	सॅंटियागो दे क्यूबा प्रांत
Q234262	सूरा
Q234783	शकी
Q234801	अल्ला
Q234814	खालेदा झिया	बेगम खालिदा झिया	बेगम खालेदा झिया
Q234898	ए सी भक्तिवेदान्त स्वामी प्रभुपद	ए. सी. भक्तिवेदान्त स्वामी	पुराण	प्रभुपाद
Q235004	विगान
Q235065	ब्रॉडवे
Q235106	सांता क्रूझ विभाग
Q235110	चक्कीसास्क विभाग
Q235188	सुक्रे  विभाग
Q235190	मॅनिझालेस
Q235311	डोरेमोन
Q235362	पांडो विभाग
Q235399	जमैका फुटबॉल संघ
Q235416	गॅबन फुटबॉल संघ
Q235419	नेटस्केप नॅव्हिगेटर
Q235441	द्रुक त्सेंदेन
Q235574	सोंगला
Q235727	ग्वाल्मा प्रांत
Q235753	निकको
Q235910	संयुक्त अरब अमिराती फुटबॉल संघ
Q236006	हैती फुटबॉल संघ
Q236014	क्युबा फुटबॉल संघ
Q236027	अल मदीना प्रदेश	अल मदीना प्रांत
Q236071	अपोलो ४
Q236092	अथर्ववेद	भैष्यजवेद
Q236226	पुराण	सामवेद
Q236503	फर्नांडो अफोन्सो कोलोर डी मेलो	फर्नांडो कोलोर डी मेलो	फर्नांन्डो कोलोर डी मेलो	फर्नान्डो अफोन्सो कोलोर डी मेलो	फर्नान्डो कोलोर डी मेलो
Q236769	क्रबी
Q236781	पट्टाणी
Q236802	रॅनॉन्ग
Q237512	Lubin	ल्युबिन
Q237580	ओपनसोलारिस
Q237655	बारानोविची
Q238492	चिंबोराझो प्रांत
Q238585	टायलॉर रेन
Q238629	मेटा
Q238752	बार्बुडा
Q239143	कॉव्लून
Q239505	छत्रपति शिवाजी महाराज	छत्रपती	छत्रपती शिवाजी	छत्रपती शिवाजी भोसले	छत्रपती शिवाजी महाराज	छत्रपती शिवाजीमहाराज	छत्रपती शिवाजीराजे भोसले	छत्रपती श्री शिवाजी महाराज	शिवछत्रपती	शिवराय	शिवाजी
Q239549	थायलंड फुटबॉल संघ
Q239844	नाखोन सायन
Q240444	एफ.सी. तेरेक ग्रोझनी
Q240463	सुरत थानी
Q241119	खुजस्तान प्रांत
Q241129	बर्जर गव्हनर्टेट
Q241135	हधर्मउट गव्हर्नोरेट
Q241140	कोत्पॅक्सिको प्रांत
Q241214	मकावनी पटाका
Q241475	लिडा
Q241582	सुघड प्रांत
Q241676	नोआह वेब्स्टर
Q241864	युएफा यूरो २००८
Q241884	ट्राट
Q242066	टोराँटो पीयर्सन आंतरराष्ट्रीय विमानतळ
Q242108	ओतारू
Q242119	हाँगकाँग फुटबॉल संघ	हॉँगकॉँग फुटबॉल संघ
Q242654	पॉल कीटिंग
Q242977	यला
Q243293	सेकोंंडी-टाकोराडी
Q243327	चांगवोन
Q243630	ब्रिक्स
Q243766	बुकामंगा
Q243808	फॅटथुंग
Q244025	बर्नेबी
Q244146	क्लीअरवॉटर
Q244509	किगोमा
Q244517	कोइम्बा जिल्हा
Q244649	उथई थानी
Q244689	लाल बहादूर शास्त्री	लालबहादूर शास्त्री
Q244730	राज्यसभा
Q244898	न्यू ताइपे शहर
Q245023	ताईचुंग
Q245135	आयफोन ४एस
Q245247	किंग्ज कॉलेज लंडन
Q247032	वॉर्नर कम्युनिकेशन्स इंक.
Q249293	झारदबा जिल्हा
Q249868	हुअलिएन काउंटी
Q249904	तायतुग काउंटी
Q249994	सिंचू	ह्सिंचु
Q250867	कॅथॉलिक पाद्री
Q251395	लाल सैन्य
Q251666	हेन्री ए. वॉलेस
Q252290	सैफ अली खान
Q252657	जॉर्जियोस रॅलिस
Q253414	फिफा
Q253623	एकस्व
Q253960	रवी सेठी
Q254041	दॉमिंगो फॉस्तिनो सार्मियेंतो
Q254106	क्राइमियन युद्ध
Q254889	थिंपू जिल्हा
Q255771	इक्वेटोरीयल गिनी फुटबॉल संघ
Q256194	करनाल
Q257830	नेपल्स
Q258499	स्क्वेअर किलोमीटर ॲरे
Q259011	मोटोरोला
Q260009	मानागुआ विभाग
Q262589	ट्युवोड्रोस दुसरा, इथियोपिया
Q263005	पेंट मॅकसर
Q264766	थेरीसा मे
Q264913	इंद्रा कृष्णमुर्ती नूयी	इंद्रा नूयी
Q265868	अस्थि
Q266923	म्हैसूरचे राजतंत्र
Q267245	पोर्तुगाल फुटबॉल संघ
Q267298	विद्युतघट
Q268200	स्क्रीन ऍक्टर्स गिल्ड पुरस्कार
Q268208	ऑस्ट्रेलिया फुटबॉल संघ
Q268567	२००६ फिफा विश्वचषक अंतिम सामना
Q268873	न्यूपोर्ट बीच
Q269372	बॉब हॉक
Q269412	पाचवा जॉर्ज, युनायटेड किंग्डम
Q269785	इस्ना अशरी
Q269856	आय.बी.एम. एआयएक्स
Q270102	रग्बी ७
Q270168	ग्वाटेमाला फुटबॉल संघ	ग्वातेमाला फुटबॉल संघ
Q270415	स्पेन्सर कॉम्प्टन
Q270691	श्रीदेवी
Q270787	किस्मेयो
Q270912	हिरकटा
Q271008	८०० मीटर
Q271195	दिल्ली मेट्रो	नवी दिल्ली मेट्रो
Q271395	स्क्रॅंटन
Q271442	नारथीवाट
Q271529	सॅम्युट प्रकाण
Q271619	आयपोह
Q271880	डेट्रॉईट लायन्स
Q271884	नॉर्मन पर्सिव्हाल रॉकवेल	नॉर्मन रॉकवेल
Q271887	ज्याँ लुई बार्थु	ज्यॉँ लुई बार्थु	लुई बार्थु
Q271917	कुशीरो
Q272053	ब्रिगिट लहाइए
Q272059	अटलांटा फाल्कन्स
Q272097	सिरीया फुटबॉल संघ
Q272220	लॉस एंजेलस चार्जर्स
Q272223	जॅक्सनव्हिल जॅग्वार्स
Q272247	सुभानबुरी
Q272586	पिचिनचा प्रांत
Q272784	ला पाझ विभाग
Q272795	टासना
Q273014	टॅम्पिको
Q273263	आखन युनिव्हर्सिटी	आखन विद्यापीठ	आर.डब्ल्यु.टी.एच. आखन
Q273306	फांग नगा
Q273525	विझू जिल्हा
Q273969	विल्यम जोन्स
Q274642	एफ.सी. अम्कार पर्म
Q274778	एफ.सी. क्रायलिया सोवेतोव समारा
Q275635	बत्सी	मासावा	मित्सिवा
Q275669	कूक द्विपे फुटबॉल संघ	कूक द्वीपे फुटबॉल संघ
Q275687	२०११ ए.एफ.सी. आशिया चषक
Q275732	सादा गव्हर्नोरेट
Q275740	कांचनबुरी
Q275758	ताक
Q276200	बायानखोंगोर प्रांत
Q276539	बॉल्टिमोर रेव्हन्स
Q276565	सॉस गव्हर्नोरेट
Q277665	प्रभु गणेशन
Q278667	हैदराबाद आंतरराष्ट्रीय विमानतळ
Q278980	अक्किनेनी नागेश्वर राव
Q280658	फॉरवर्ड
Q281060	२००५ जर्मन ग्रांप्री
Q281818	२००६ मलेशियन ग्रांप्री
Q284479	बरेलवी
Q285672	मोयोबम्बा
Q288928	निरीश्वरवाद
Q289661	रियाल्टो
Q290572	बोम्मीरेड्डी नागी रेड्डी
Q292943	श्रिया शरण	श्रिया सरन
Q294662	चार्ल्स ग्रे
Q294963	हुगो विएन्ना
Q295713	नवाबजादा लियाकत अली खान	नवाबझादा लियाकत अली खान	लियाकत अली खान
Q295886	स्टेडियम ऑस्ट्रेलिया
Q296741	एन्रिके पेन्या नियेतो
Q296754	सिंगापूरची लढाई
Q297107	अशिकागा तकाउजी
Q298991	जॉन गार्नर	जॉर्ज नान्स गार्नर
Q299382	चेन्नई ओपन
Q300890	आयफोन ४
Q301804	शिगेरू योशिदा
Q302497	मँडोलिन
Q302656	साल्वान प्रांत
Q304848	डॅकिंग
Q305395	मांझिनी जिल्हा
Q305640	अबशीरी
Q305879	२०११ जपान ग्रांप्री
Q308864	माझांदारान प्रांत
Q308907	लेनिन शांती पुरस्कार
Q308966	सान फ्रांसिस्को जायंट्स
Q308993	नेक्स्ट सॉफ्टवेअर
Q309331	ओहायो राज्य विद्यापीठ
Q309345	मायामाना
Q309348	खान युनिस
Q309475	अल-उबेयिड
Q310783	लोडोव्हिको फेरारी
Q310839	अडलाई स्टीवन्सन पहिला
Q311141	जॉन ऍशक्रॉफ्ट
Q311204	अल-फाशीर
Q311329	पीटर ओडेम्विंगी
Q311425	ग्वादालुपे व्हिक्टोरिया	होजे मिगेल रमोन अदौक्तो फर्नान्देझ इ फेलिक्स
Q311562	विल्यम रेह्नक्विस्ट	विल्यम हब्स रेह्नक्विस्ट
Q312209	बुएआ
Q312348	थर्गूड मार्शल
Q312554	महेश भुपती	महेश भूपती
Q312567	विल्यम लँब	विल्यम लॅम्ब
Q312573	विल्यम पेटी
Q312591	एफ. जे. रॉबिन्सन	एफ.जे. रॉबिन्सन	फ्रेडरिक जॉन रॉबिन्सन
Q312925	जॉर्जी इव्हानोव्ह मार्कोव्ह	जॉर्जी मार्कोव्ह
Q312931	पोप बॉनिफेस सातवा
Q312967	गुरु गोविंदसिंग	गुरू गोबिंद सिंग	गुरू गोबिंद सिंघ	गुरू गोबिंदसिंग	गुरू गोबिंदसिंघ	गुरू गोविंद सिंग	गुरू गोविंदसिंग
Q313301	Autobahn	BAB	Bundesautobahn	जर्मन ऑटोबान	जर्मनीमधील मोटरवे
Q313465	भारतीय परराष्ट्रमंत्री
Q313598	च्यांग चिंग-कुओ
Q313721	कॉर्नेलियस व्हँडरबिल्ट
Q313805	आल्फ्रेड डीकिन
Q314006	गाय मोले	गी मोले
Q314009	रत्नश्री विक्रमनायके
Q314016	अँड्रु फिशर	अँड्र्यू फिशर
Q314351	सचिन पायलट
Q314691	मोहम्मद बुदियाफ
Q315537	विल्यम काउपर	विल्यम कूपर
Q315565	कीची मियाझावा
Q315579	कैफु तोशिकी	तोशिकी कैफु
Q315796	संता, नाताळ बाबा	सांता क्लॉज
Q315851	कारकार
Q316197	नागा
Q316500	टॅलीसे
Q316586	रादोसाव पेट्रोविच
Q317847	इनगी
Q317865	जॉप्लिन
Q318479	एबेल मुझोरेवा
Q318533	सॅम्युएल होलमन
Q318922	मलेशिया फुटबॉल संघ
Q318928	लेबेनॉन फुटबॉल संघ
Q319078	मेलबर्न विद्यापीठ
Q319099	मायकेल डुकाकिस	मायकेल स्टॅनली डुकाकिस	मायकेल स्टॅन्ली डुकाकिस
Q319654	लाग्वार्डिया विमानतळ
Q319660	बुजी-मायी
Q319821	लिबर्टी आयलंड
Q319965	युनिटी
Q320017	कार्ल श्लेक्टर
Q320476	टँपा बे बक्कानियर्स
Q320484	टेनेसी टायटन्स
Q320514	लँकेस्टर
Q320934	कुरुम
Q321324	प्राचिन बुरी
Q321475	कोल्लम
Q321863	इम्बाबुरा प्रांत
Q322132	भारतरत्न	भारतरत्न पुरस्कार
Q324523	ओकलंड रेडर्स
Q324968	सर्गेई इव्हानोविच वाव्हिलोव्ह
Q326441	जॉर्जियस माकोस
Q327087	मेडेनिन गव्हरनेटेट
Q327333	सरकारी संस्था
Q327510	बुरी राम
Q327515	लारामीए
Q327730	चंताबरी
Q327948	इस्रायलचे राष्ट्रपती
Q328030	कुट
Q328067	आयसे
Q328128	अल जौफ गव्हर्नोरेट
Q328240	जोसेफ लेनियेल
Q328518	अर्मेनिया
Q328610	इकोमा
Q328846	न्वेवो लारेडो
Q329261	अरुषा प्रदेश
Q329485	पार्करबर्ग
Q329510	एफ.सी. तोम तोम्स्क
Q329679	२००६ आशियाई खेळ
Q329888	दोस्त राष्ट्र	दोस्त राष्ट्रे
Q330120	कॅरोलायना पँथर्स
Q330158	ढाका विभाग
Q330643	मोरादाबाद
Q330800	अगुसु जिल्हा
Q331067	अब्राम इयॉफ	अब्राम फेदोरोविच इयॉफ
Q331117	अनेकारा प्रदेश
Q331380	शेंकटैडी
Q331556	बोस्यासो
Q331661	किउदाद विक्टोरिया
Q331715	टाटा उद्योगसमूह
Q331764	एल्बरी
Q332393	जॉन प्रेस्कॉट	जॉन लेस्ली प्रेस्कॉट
Q332793	लॉर्ड हार्डिंग	व्हायकाउंट हार्डिंग	सर हेन्री हार्डिंग	हेन्री हार्डिंग
Q333735	चार्ली हॉई	चार्ल्स जेम्स हॉई	चार्ल्स हॉई
Q333928	मारकेय
Q334634	लॉस एंजेलस डॉजर्स
Q334800	पेप्सिको
Q334818	काझी नजरूल इस्लाम	काझी नझरूल इस्लाम
Q334841	नाखोन पाथोम
Q334888	चंपाकक प्रांत
Q334906	चाचोंग्साओ
Q334911	आरोग्य विमा
Q335135	पॉपयान
Q335221	रॅयोंग
Q335357	फेडरल एव्हियेशन अॅडमिनिस्ट्रेशन
Q335423	ताकात्सुकी
Q335492	रचबुरी
Q335526	एस्मेरल्डस
Q336231	हॅमर डिरॉबुर्ट
Q336286	डिफे. (फुटबॉल)	डिफेन्डर (फुटबॉल)	बचावपटू (फुटबॉल)
Q336431	टोयोशी
Q336816	तिझोक	तिसोक
Q337377	लॉस एंजेलस रॅम्स
Q337641	फर्मि राष्ट्रीय प्रयोगशाळा	फर्मि राष्ट्रीय प्रयोगशाळा (फर्मिलॅब)	फर्मिलॅब
Q337758	सान फ्रांसिस्को फॉर्टीनाइनर्स
Q337986	गुरूद्वारा
Q339462	टॉम्बॉक्टौ प्रदेश
Q339527	लॉंन्सेस्टोन
Q342803	पोर्ट्समाउथ
Q346658	आर्तुरो फ्रॉँदिझी	आर्तुरो फ्रॉँदिझी एर्कोली	आर्तुरो फ्रॉन्दिझी	आर्तुरो फ्रॉन्दिझी एर्कोली
Q349983	हेहिये
Q355771	भारतीय लष्कर
Q356056	रॉद्रिगो टेयो
Q356261	विल्यम मॅकमेन	विल्यम मॅकमेहोन
Q356411	जॉन गॉर्टन
Q356575	चार्ल्स क्रॉस
Q356929	ग्रे डेव्हिस	जोसेफ ग्रॅहाम डेव्हिस
Q357503	Bariatric surgery
Q357608	आदित्य चोप्रा
Q360118	अॅडोबे क्रिएटिव्ह सूट
Q360235	मानशान
Q362959	सिंन्यू
Q363166	गणझोउ
Q363262	जिआन
Q363328	२००५ इटालियन ग्रांप्री
Q363750	२००४ मलेशियन ग्रांप्री
Q363838	२०११ मलेशियन ग्रांप्री
Q368396	ज्याँ-जाक गोस्सो
Q368866	ज्यो ऑर्टन
Q370966	जोसेफ अलॉइसियस ल्योन्स	जोसेफ ल्योन्स
Q371394	बांगलादेशाचे स्वातंत्र्ययुद्ध
Q371395	पीपल्स अॅक्शन पार्टी
Q372461	मध्यवर्ती विभाग
Q372773	रायपुर	रायपूर
Q373808	खुजंद
Q374365	जेद्दाह
Q375791	स्टँडर्ड ऑइल	स्टँडर्ड ऑइल कंपनी
Q376255	जी.एम.सी. बालयोगी
Q376749	चट्टग्राम
Q377975	मेरीबोरॉफ
Q378404	चक्रवर्ती राजगोपालचारी	चक्रवर्ती राजगोपालाचारी	चक्रवर्थी राजागोपालाचारी	भारतीय गवर्नर जनरल चक्रवर्थी राजागोपालाचारी	सी. राजगोपालाचारी
Q379338	लाटाकुंगा
Q380526	अमिगाओएस
Q380761	सी सा केट
Q381477	कमल हासन
Q381560	कडोमा
Q381889	एसए केओ
Q383092	कला महाविद्यालय
Q383434	ग्रेटर सडबरी
Q383622	पाक्से
Q384544	कार्लोव्ही वेरी
Q386667	लुआपला प्रांत
Q387136	कवागुची
Q387994	शबरण जिल्हा
Q388242	टेटे
Q388858	कॉलोराडो रॉकीझ
Q388960	शुसा राज्य	शुसा विभाग
Q389381	कझाख जिल्हा
Q389495	टोयोकवा
Q389633	नेयागावा
Q389688	हखामनी साम्राज्य
Q389755	पाटलीपुत्र
Q390267	उत्तर गव्हर्नोरेट
Q390358	जगोडीना
Q390583	सरे
Q392522	आल्बोर्ज प्रांत
Q394443	पोलोनारुवा
Q397737	ब्रोंग-अहफो प्रदेश
Q397905	कोलंबिया
Q398417	अश्ंती प्रदेश
Q399063	चॉइसेउई प्रांत
Q399976	पाम डिसर्ट
Q401700	अहमदाबाद आंतरराष्ट्रीय विमानतळ	सरदार वल्लभभाई पटेल आंतरराष्ट्रीय विमानतळ
Q401744	अहमदनगर जिल्हा
Q404429	जियाओझुओ
Q406037	सुनीआणि
Q411652	क्रिप्टॉन डायफ्लोराइड
Q416988	लाउडी
Q417657	अखिलेश यादव
Q419497	१९९८ मोनॅको ग्रांप्री
Q419607	२००४ मोनॅको ग्रांप्री
Q421233	परब्रोमिक आम्ल
Q423831	अकुरे
Q426646	खसब
Q427658	अतिरौ	अतिरौ प्रांत
Q428661	यू-बोट
Q428989	नोबोरिबेट्सू
Q429063	बेल्लारी
Q430464	डीयरबॉर्न
Q430776	नाझारेथ
Q431729	ग्रेटर अकरा प्रदेश
Q431731	टांगानिका
Q432169	डीपोलॉग
Q432317	गौरमा प्रांत
Q440584	रिचर्ड गार्सिया
Q448353	शेरॉन केन
Q450675	पोप फ्रान्सिस
Q453502	अमामी
Q455401	लॉइड बेन्ट्सेन	लॉइड मिलार्ड बेन्ट्सेन
Q455413	बेलिझ फुटबॉल संघ	बेलीझ फुटबॉल संघ
Q455430	अलेक्झांडर कनिंगहॅम
Q455442	फिरोजशाह तुघलक	फीरोजशाह तुघलक
Q455854	रेउव्हेन रिव्हलिन
Q457261	रेडांडो
Q457281	इलिनॉय विद्यापीठ	युनिव्हर्सिटी ऑफ इलिनॉय अॅट अर्बाना-शँपेन
Q457334	मोंक्टोन
Q457491	जाबरॉय जिल्हा
Q457499	क्यूबा जिल्हा
Q458412	पवाणी प्रदेश
Q459119	तैवान फुटबॉल संघ
Q459748	पथम थानी
Q459759	चाई नेट
Q459787	इलॉइलो शहर
Q461307	मुझफ्फराबाद
Q461595	अटलांटा ब्रेव्ह्झ
Q461793	कैरो आंतरराष्ट्रीय विमानतळ
Q461826	ग्रँड आयलंड
Q462799	इव्हानस्टोन
Q463165	सौल्ट स्टे. मेरी
Q463529	कोटेंटिन द्वीपकल्प
Q465022	एनुगु
Q465490	साऊथ  कॉर्डोफॅन
Q465847	माणिकलँड प्रांत
Q465863	शबाना आजमी	शबाना आझमी
Q465929	साईनबुली प्रांत
Q466019	एल ओरो प्रांत
Q466212	नाखोन नायक
Q466221	सिलहट
Q466526	गाझा प्रांत
Q466586	सिअॅटल मरीनर्स
Q466786	नेवार्क विमानतळ	न्यूअर्क लिबर्टी आंतरराष्ट्रीय विमानतळ
Q466803	पल्लव	पल्हव
Q467231	एम.के कनिमोळी	एम.के. कनिमोळी
Q467627	दुराणी साम्राज्य	दुर्राणी साम्राज्य
Q468339	गुलज़ार	गुलजार	गुलझार	संपुर्ण सिंग	संपुर्णसिंग	संपूर्ण सिंग	संपूर्णसिंग	संपूर्णसिंग कालरा
Q468442	करण जोहर
Q469875	मुहम्मद अली बोग्रा
Q470774	एम.एस. धोणी	महेंद्र सिंग धोणी	महेंद्रसिंग धोणी	महेंद्रसिंग धोनी	महेंद्रसिंह धोणी	महेन्द्रसिंग धोणी
Q470875	एम. करुणानिधी	एम. करूणानिधी	एम.करुणानिधी	एम.करूणानिधी	एम् . करुणानिधी	करूणानिधी मुथुवेल	मुथुवेल करूणानिधी
Q471026	ज्याँ-बॅप्टिस्ट रूसू	ज्याँ-बॅप्टिस्ट रॉसू
Q472323	रणसिंगे प्रेमदास	रणसिंघे प्रेमदासा
Q472925	उरगेंच
Q473190	जांबेझि प्रदेश
Q473250	मकाइ
Q474868	अलोर सेटर
Q476233	किकता
Q476294	प्राच्यविद्या
Q476636	मर्सिडिज-बेंझ एसएलएस एएमजी
Q476800	लष्कर गह
Q477108	भारताचे संविधान	भारतीय घटना	भारतीय राज्यघटना
Q477940	मारकेश-तेंसिस्ट-अल हौझ
Q477968	घरब-चर्दा-बेनी हस्सेन
Q478031	बाटकेन
Q478207	केनिट्रा
Q478222	ग्रँड कॅसब्लान्का
Q478451	मॅक ओएस एक्स पुमा
Q478675	रिओबाम्बा
Q482591	शिझोका मैदान
Q482779	गिरेसुन प्रांत
Q482907	ब्रायन अॅडम्स	ब्रायन ऍडम्स
Q482980	लेखक
Q483053	एस्किशेहिर प्रांत
Q483132	विंडोज ९८
Q483318	सिंबियन	सिंबियन ओएस	सिंबियान ओएस	सिम्बियन
Q483382	स्टीव वॉझनियाक	स्टीव वॉझ्नियाक	स्टीव वोझ्नियाक	स्टीव्ह वॉझनियाक	स्टीव्ह वॉझ्नियाक	स्टीव्ह वोझ्नियाक
Q483463	आशियाई खेळ	एशियाड
Q483501	कलाकार
Q483551	वॉल-मार्ट	वॉलमार्ट
Q483604	मोझिला थंडरबर्ड
Q483639	क्लाऊड कॉम्पुटिंग
Q483654	सुन्नी इस्लाम	सुन्नी पंथ
Q483672	अली अब्दुल्ला सालेह	फील्ड मार्शल अली अब्दुल्ला सालेह
Q483856	तुर्कस्तान फुटबॉल संघ	तुर्की फुटबॉल संघ
Q483868	चेक प्रजासत्ताक फुटबॉल संघ
Q483881	विंडोज २०००
Q483889	तिबेटी बौद्ध धर्म
Q483915	नाइके	नाईके
Q484000	मानवरहित हवाई वाहने
Q484141	अल्लामा इक्बाल	मोहम्मद इकबाल
Q484265	अँड्रु कार्नेगी	ऍन्ड्र्यु कार्नेगी
Q484552	अल्जेसिरस
Q484678	बर्क्ली
Q484706	कारागंडा
Q484799	मार्बेला
Q485056	अकमोला	अकमोला प्रदेश
Q485088	उत्तर कझाकस्तान	उत्तर कझाकस्तान प्रांत
Q485161	उत्तर कॉकासियन केंद्रीय जिल्हा	उत्तर कॉकासियन संघशासित जिल्हा
Q485172	अॅन आर्बर	ऍन आर्बर
Q485176	पसादेना
Q485429	कारागंडी	कारागंडी प्रदेश
Q485437	अक्तोबे	अक्तोबे प्रदेश
Q485547	औरंगजेब	औरंगझेब
Q485581	आवेइरो	आवेईरो
Q485593	रेड हॅट	रेडहॅट	रेडहॅट लिनक्स
Q485605	कोस्तानय	कोस्तानय प्रदेश
Q485708	डुलुथ
Q485716	ग्लेनडेल
Q486144	पाव्लोदर	पाव्लोदर प्रांत
Q486282	पाव्लोदर
Q486329	फेरगाना
Q486370	चुय प्रदेश
Q486459	एव्हान्सव्हिल
Q486472	कॅन्सस शहर
Q486479	रोचेस्टर
Q486487	विंडोज एनटी
Q486657	झांबील
Q486748	पियानोवादक
Q486860	माउंटन व्ह्यू
Q486868	पोमोना
Q486877	साउथ बेंड
Q486913	इटाराऊ
Q486972	मानवी वसाहती
Q487089	फर्गोना प्रदेश	फर्गोना विलायती
Q487119	कॉम्पटन
Q487198	माही गिल
Q487292	अलायंझ	आलियांत्स
Q487315	माँटेरे	मॉँटेरे
Q487321	उझबेकिस्तान फुटबॉल संघ
Q487372	बुझोरो प्रदेश	बुझोरो विलायती	बूझोरो विलायती
Q487439	ओरल
Q487532	समरकंद प्रदेश	समरकंद विलायती
Q487561	झोराझ्म प्रदेश	झोराझ्म विलायती
Q487577	काशकादर्यो प्रदेश	काशकादर्यो विलायती
Q487585	तोश्केंत प्रदेश	तोश्केंत विलायती	तोश्क्ंत विलायती
Q487631	बॅटकेन प्रदेश
Q487709	सेंट्रल इक्वेटोरिया
Q487801	बराकल्दो
Q487977	आयोवा शहर	आयोवा सिटी
Q487981	बेनीडॉर्म
Q487999	गेन्सविल
Q488004	पाम स्प्रिंग्स
Q488111	रतिअभिनेत्री	रतिकलाकार
Q488205	गायक-गीतकार
Q488244	विंडोज सीई
Q488326	दक्षिण किवु
Q488379	पेट्रोपावल
Q488519	इस्टर्न इक्वेटोरिया
Q488940	पामडेल
Q488946	डॉवनि
Q488978	विंडोज एनटी ४.०
Q489197	टॉरन्स
Q489713	राष्ट्रीय चित्रपट पुरस्कार, सर्वोत्कृष्ट अभिनेत्री
Q490595	डेटोना बीच
Q490720	बिलोक्सि
Q490872	याओ
Q490928	तोंदबायशी
Q491102	टाल्डिकोरगण
Q491114	हेवर्ड
Q491132	सांटा क्लारीटा
Q491239	केंटन
Q491350	ऑरेंज
Q491540	सारासोटा
Q492478	टेरे हौट
Q494660	पहिला सेलीम, ओस्मानी सम्राट	सलीम पहिला, ऑट्टोमन सम्राट	सेलीम पहिला, ऑट्टोमन सम्राट
Q494711	लॅंकस्टेर
Q495299	गॉलातासारे
Q495342	कायिन राज्य
Q495547	मिन्देलो
Q497793	बेंडिगो
Q497981	पेलेलु
Q498048	पेम्बा
Q498351	मासिविओ प्रांत
Q498355	माटेबेलेईल दक्षिण प्रांत
Q498806	नोकिया ११००
Q499196	कोस्टा मेसा
Q499456	सुकम्बाइओस प्रांत
Q499475	ओरेल्याना प्रांत
Q499927	मॉस्को
Q500033	शाह आलम
Q500107	फोर्ट पोर्टल
Q501170	लेविस्टोन
Q501503	जर्मन सम्राट
Q501696	खुल्ना डिवीजन
Q502148	काम्पॉँग थॉम प्रांत
Q502151	प्रेह हिहर प्रांत
Q502170	पंटारेनस प्रांत
Q502205	नेमुरो
Q502216	मझूझू
Q502670	चेन्नई आंतरराष्ट्रीय विमानतळ
Q503317	दिजाँ एफ.सी.ओ.
Q503755	न्यू झीलँड राष्ट्रीय महिला फुटबॉल संघ
Q503856	विला रीयल
Q503910	डेल्टा राज्य
Q503923	रिव्हर्स राज्य
Q503932	नायजर राज्य
Q503936	बाऊची राज्य
Q504114	गुएल्फ
Q504215	अयाकुचो
Q504238	लोजा प्रांत
Q504252	तुंगुराहुआ प्रांत
Q504347	फिलिपाइन्सच्या समुद्राची लढाई	फिलिपाईन समुद्राची लढाई
Q505476	अवीचि
Q505596	सिबिटोक प्रांत
Q506325	डिकॅटर	डिकॅटुर
Q506395	चिइनो
Q510413	सुल्लना
Q511859	कार्गाडो कॅरजोस
Q512128	फिलाडेल्फिया आंतरराष्ट्रीय विमानतळ
Q512468	गरुडा इंडोनेशिया
