Q2	כדור הארץ
Q1472481	ממרח
Q1472650	יום ירושלים
Q1473289	צרפתית של ימי הביניים
Q1473422	פול מדמס
Q1474484	איחוד האיכרים הלטביים
Q1475036	undefined
Q1475112	גדודי עז א-דין אל-קסאם
Q1475188	פורשה 904
Q1475410	וולוו סדרה 300
Q1475939	אוגוניוק
Q1476165	ראש ממשלת עיראק
Q1478849	אינקאואסי
Q1479090	בוסנה סרייבו
Q1480806	יוסי וג'אגר
Q1481464	פיאט דוּנה
Q1482013	טירת האי
Q1484346	הגלימה הפנימית
Q1485130	התאחדות הכדורגל של פפואה גינאה החדשה
Q1487392	כפר גלעדי
Q1491731	אוניברסיטת גאלאטסאראי
Q1491825	מושין וורקר
Q1492058	האי גלילנו
Q1494590	בית הנבחרים של מישיגן
Q1494600	סנאט מישיגן
Q1498222	כירורגיית כלי דם
Q1499422	סיאט 133
Q1501889	לחם לבן
Q1502062	סוזוקי בלנו
Q1502348	לוג קאבין רפובליקנס
Q1502763	דואר רוסיה
Q1502891	דאייר, ג׳ף
Q1504300	שטרויזל
Q1507032	הדרך הלטבית
Q1507987	ניו יורק
Q1508234	סייפוויי
Q1508758	נקמה כפולה
Q1509145	מאוזוליאום גאורגי דימיטרוב
Q1516058	החוק האינדיאני
Q1516254	Pacific Jazz Records
Q1516659	בתי הקברות הלאומיים של ארצות הברית
Q1517021	אוניברסיטת אוסטרליה המערבית
Q1517713	הסנאט של אילינוי
Q1518223	האסיפה הלאומית של פקיסטן
Q1519099	חיסון נגד מחלת שיתוק ילדים
Q1519934	Indelibly Stamped
Q1521313	פורטה-פיאנו
Q1522169	רכס הריטג'
Q1523969	המילטון יום
Q1526305	היברו יוניון קולג'
Q1528343	סוזוקי APV
Q1528686	טנגלווד
Q1529151	טירת גלמיס
Q1531570	GBIF
Q1532854	החונקים
Q1533908	פיאט 124 ספורט ספיידר
Q1534839	בלם (מכשיר)
Q1535858	חברת הובר
Q1536003	פיליפס רקורדס
Q1536380	אולימפיאדת השחמט 2000
Q1537446	פלאסה דה סיבלס
Q1537568	טרנר והוץ'
Q1537673	Google Contacts
Q1537683	GFS
Q1538124	מהומות גורדון
Q1538734	וטוריה
Q1539509	הרואה ואינו נראה
Q1541064	חוש הריח
Q1541098	מוזיאון התחבורה של לונדון
Q1541237	זליג ברודצקי
Q1542521	מושל הפיליפינים
Q1542536	The Atlantic
Q1542725	The Vaselines
Q1542937	לנצ'יה גמא
Q1543066	פגוש את העיתונות
Q1543111	וולוו אמזון
Q1543446	תסמונת נונאן
Q1545971	פאנקי השובבה
Q1546271	Sight & Sound
Q1546341	מיטות נשיקה
Q1546449	צבא היבשה היווני
Q1546589	גריף ריס ג'ונס
Q1547557	נמל התעופה הבינלאומי מריסקאל סוקרה
Q1547803	Leprous
Q1548685	רנו ז'יוואקאטר
Q1549389	ונשטורגבנק
Q1549408	TEAC
Q1549591	עיר גדולה
Q1550645	אצטדיון קריית אליעזר
Q1550922	ברלינגטון
Q1551002	נאש ברידג'ס
Q1551170	ארץ פאלמר
Q1551807	ויקיפדיה הפולנית
Q1553250	אנגלית סקוטית
Q1555938	אנטרקטיקה
Q1557388	המשורר הדני
Q1559248	ריבוליטה
Q1559713	פסטיבל גטבורג
Q1563129	ז'קלין ביר
Q1563964	קולין מק'אינס
Q1566255	New Statesman
Q1566859	חביב אל-עאדלי
Q1567949	Process Explorer
Q1568763	APIPA
Q1568837	הסכם ג'יי
Q1569011	היסטוריה עירונית ואזורית
Q1569280	היילואוטו
Q1569495	מרצה
Q1570674	הלצ'ידהומה
Q1570942	טקומה דום
Q1571023	מושל ויקטוריה
Q1571396	ראש ממשלת מצרים
Q1571929	תעופה כללית
Q1571984	IMS/DC
Q1573031	מערכת הביוב של לונדון
Q1575230	מייק ומולי
Q1578310	פלאוביולוגיה
Q1579196	Naxos Records
Q1584334	Happy Nation
Q1586030	קרוקודיל
Q1587677	ראש ממשלת צרפת
Q1587771	הבישוף של לונדון
Q1593696	ניצב (חרב)
Q1602312	מארק גרין
Q1607826	עורך
Q1608199	Je te rends ton amour
Q1609449	אומת חמשת האחוזים
Q1612006	פחצופים ממארס
Q1617382	פרובינציית ניו המפשייר
Q1618554	מנוע עזר
Q1618810	מצר פיקוק
Q1619255	Signed, Sealed & Delivered
Q1620024	Conversation Peace
Q1620075	סוסיתא (אתר ארכאולוגי)
Q1620535	קמילה דה רוסי
Q1620914	קבוצות כוכבים מבוטלות
Q1621107	ערוץ ההיסטוריה
Q1621108	היטאצ'י ייעוץ
Q1622022	מי
Q1622272	מרצה באוניברסיטה
Q1622615	הרבנות הראשית לישראל
Q1623037	I Saw Her Standing There
Q1626672	הונדה S600
Q1627691	פורשה 936
Q1627897	הוראס לאמב
Q1629009	לאטמה
Q1631000	מנדרין אוריינטל (בנגקוק)
Q1632591	Shoo-Be-Doo-Be-Doo-Da-Day
Q1632708	סאלח שבתי
Q1633069	מקס פלטהאוס
Q1633267	רכס ליוורפול
Q1634141	כף אוונס
Q1634401	השוטר אזולאי
Q1635867	תחנת מחקר רות'רה
Q1635932	פלאסיו ויסטלגרה
Q1636518	Human After All
Q1636655	מלודיה
Q1636958	שיאומי
Q1637846	פלימות' פרוולר
Q1638417	טלוויזיה מכנית
Q1638749	פסטיבל סופוט
Q1638918	אורדינריוס
Q1639120	Hullabaloo Soundtrack
Q1639488	סוסואה
Q1639825	נפח
Q1640726	האוניברסיטה הטכנית הלאומית של אתונה
Q1641162	סגן נשיא הודו
Q1641485	הרי הנסיך צ'ארלס
Q1641497	ט.ט.ט ריגה
Q1642148	טאלי
Q1642480	יצחק באסלאם
Q1643514	מעבד מוזיקלי
Q1644597	מרטוראנה
Q1645286	קולוסוס רודוס
Q1645369	נמל פול
Q1645734	Save Tonight
Q1646181	ווסטר, אנגליה
Q1646201	מוראלסרסל
Q1646408	נזירה ראשית
Q1646474	הכוכב הכחול
Q1647325	פריה
Q1648333	ויליאם וורברטון
Q1650217	אסמאעיל אבן ג'עפר
Q1650718	לפתן
Q1651121	רה
Q1654408	טומומי אינאדה
Q1655183	I Heard It Through the Grapevine
Q1656834	לבבות פראיים
Q1662561	פלאונטולוג
Q1662673	לימודי מגדר
Q1663286	חוף אינגריד כריסטנסן
Q1664128	אינוצ'נטי
Q1664345	נידהם
Q1666506	פסטיבל אידפא
Q1667921	סדרת ספרים
Q1671928	יואניס קסולידס
Q1672050	יונל פרליה
Q1672817	ממשלת אירלנד
Q1673410	אייזק אייזקס
Q1674067	האי הגדול של ארץ האש
Q1674580	ביטוח סיעוד
Q1674581	Isotta Fraschini
Q1674747	איסראפיל
Q1675238	איתי טיראן
Q1677044	ג'ק גרין
Q1677210	ג'ק שלדון
Q1677899	הזרוע הרובוטית של התחנה
Q1678102	זאק שוורץ-בארט
Q1681353	ביצת כבול
Q1682007	ג'אן לימינג
Q1683281	פרנץ׳, ניקי
Q1684482	שליחי הג'אז
Q1684562	כינור ג'אז
Q1684756	ז'אן-קלוד גרמבר
Q1685364	ז'אן בן-גיגי
Q1685459	ז'אן קראז
Q1686582	יהודה קרסקס
Q1686988	בזיליקת קתדרלת קובנה
Q1688743	בית המדרש לרבנים באמריקה
Q1688866	סקרלט רקורדס
Q1692000	יוהנס הוד
Q1692707	Square Enix אירופה
Q1699618	ג'ון קיפולינה
Q1699682	ג'ון קריזי
Q1701025	ג'ון מקאנרי
Q1706727	ג'וזף קארל ברייל
Q1707903	Hello, Love
Q1708210	הוצאת פרינסטון
Q1710868	מתייהדים
Q1714110	ג'ורדן וזהו
Q1716735	נשים על גלים
Q1718027	ב.מ.וו 326
Q1719051	שלמה הלל
Q1719460	קאבלאם!
Q1719466	פוניבז'
Q1720857	קבסה
Q1723031	ראש ממשלת פורטוגל
Q1728309	כף האלט
Q1728332	כף רוידס
Q1729113	קרדינל-בישוף
Q1740190	קווין קאמפל
Q1740954	הגלימה האמצעית
Q1741329	קיל רוקסטארס
Q1743621	האסיפה המחוקקת של גוג'ראט
Q1744327	אמנות קול
Q1746023	חמישיית פסנתר
Q1746945	וינד ריבר מערכות
Q1747689	רומא העתיקה
Q1747710	היכל סן פבלו
Q1747983	הסנאט של וירג'יניה
Q1749063	שר החוץ של שוודיה
Q1749961	ארבעת האחים
Q1751281	פרנצ'סקו רובורטלו
Q1751859	מולקולה דו-אטומית
Q1753088	A Fever You Can't Sweat Out
Q1754115	Break Every Rule
Q1754320	קבוצת רוטרס
Q1754375	All My Loving
Q1754430	פסיכולוגיה של הגזע
Q1754539	Miles Smiles
Q1754746	וולוו 66
Q1755168	Introducing Joss Stone
Q1755236	הפורום האזרחי
Q1755317	כוונת השלכה
Q1755642	Vapen & ammunition
Q1758126	עצב השריר והעור
Q1758894	ראש ממשלת סרי לנקה
Q1759693	בוסטון/סיפורט
Q1760078	ראש עיריית שיקגו
Q1760918	טיפול פסיכדלי
Q1762809	ניו-פורט, קנטקי
Q1762833	גלאזגו
Q1763090	גזר דין
Q1763948	לוח לוגריתמים
Q1764367	אקס-מן האפלים
Q1766280	האנציקלופדיה השוודית
Q1768199	האנציקלופדיה הרוסית הגדולה
Q1768318	Acid Queen
Q1769526	ראש ממשלת מולדובה
Q1770335	ג'ורג' דאנס הצעיר
Q1770653	מחוז משנה אובידיופול
Q1771680	יי אולד צ'שייר צ'יז
Q1772910	תורת הגזע
Q1773517	פלך טביליסי
Q1774629	ארווין
Q1776724	מנהל תיאטרון
Q1778821	סגנון בישול
Q1778845	רכס סנטינל
Q1781826	רנו טוויזי
Q1782700	Infogrames
Q1782980	אוניברסיטת לאגוס
Q1783159	הקפיטול של מדינת לואיזיאנה
Q1783259	פדרציית הכדורגל של טובאלו
Q1783363	Immigrant Song
Q1783541	סוזוקי קיזאשי
Q1788115	קרטינגה
Q1788187	אם הדמעות
Q1788333	You Can't Hurry Love
Q1790333	טריומף TR2
Q1790510	דירוג QS של אוניברסיטאות בעולם
Q1792450	היסטוריון אמנות
Q1792516	Den blomstertid nu kommer
Q1792571	פרס באמנות
Q1795015	קייב פוסט
Q1796771	קתן
Q1802106	רורי או'הנלן
Q1804855	להעיר את נד
Q1806308	המשמר הוולשי
Q1806324	כלב עבודה ושירות
Q1806831	Late Night with David Letterman
Q1806985	שרון אוסבורן
Q1808946	טויוטה מגה קרוזר
Q1809211	שונית מינה
Q1809643	טריומף Stag
Q1810082	לה פוינט
Q1810753	מסדר השירות הקיסרי
Q1810862	מכון לבדב לפיזיקה
Q1812612	The Idle Race
Q1813225	Soultrane
Q1814074	אסטרואיד טיפוס-D
Q1814381	אאודי A7
Q1814446	פיצוץ מלון המלך דוד
Q1814658	אור עקיבא
Q1814946	Major Dad
Q1816282	On2 Technologies
Q1817561	Late Night with Jimmy Fallon
Q1817687	אגודת הכמורה הלוחמנית
Q1818867	לאודגר
Q1819419	לאוניד סבנייב
Q1820293	טויוטה אבאנזה
Q1824576	A New Day Has Come
Q1824622	1 fille & 4 types
Q1824663	כביש M5
Q1834751	Souterliedekens
Q1837662	Spitting Image
Q1840161	קומונה
Q1841525	הענק האדום
Q1850527	קרב בולטימור
Q1851906	שלמה הלוי מבורגוס
Q1852000	משה נרבוני
Q1852859	מקום יישוב בהולנד
Q1853433	רוסיסקאיה גאזטה
Q1854639	כיסונים
Q1855427	פרס טום בונר לפיזיקה גרעינית
Q1857774	נלסון (לנקשייר)
Q1858584	טריומף הראלד
Q1859178	אוניברסיטת סטרת'קלייד
Q1863064	נגן אקורדיון
Q1863763	פיטר ברגמן
Q1865276	ליטרטורניה גזטה
Q1865480	בסטיליה
Q1867601	דומיניק זארדי
Q1869406	ניקיטה
Q1877764	החברה העליזים
Q1878892	טאתב אברהמיאן
Q1882185	אם פיפל
Q1882334	Scratch My Back
Q1884754	סירינדהורן
Q1886249	צילום ישיר
Q1889587	רוני לוי
Q1889710	אוטו מלרה
Q1889748	הסכם סורט
Q1889886	יאקי
Q1890473	אוסיביסה
Q1891322	Sleater-Kinney
Q1891483	מנואל דה סיקה
Q1891996	סינאגואה
Q1892060	שריר התאומים התחתון
Q1898583	חיל נחתים
Q1899093	שיער באף
Q1903749	דורסט
Q1907525	אקדח
Q1910347	שושנת טוקיו
Q1919098	הסיטי של מלבורן
Q1919137	איי מלכיור
Q1920202	The Fool on the Hill
Q1922067	נשיא טורקיה
Q1923401	חאנות ג'ונגאר
Q1924338	גזפרום בנק
Q1925796	מטרופלקס
Q1928195	מייקל קיד
Q1928989	אמנה בדבר שמים פתוחים
Q1930135	Power, Corruption & Lies
Q1930187	עיתונאי
Q1930517	Ceremonials
Q1930676	Good Kid, M.A.A.D City
Q1930982	מישלן סיסטי
Q1931863	פורום המזרח התיכון
Q1932098	The Aerosol Grey Machine
Q1932238	רוברט הנבורי בראון
Q1933567	New Values
Q1935960	סטיב טוריי
Q1936057	אוניברסיטת מימר סינאן
Q1936651	ואלאפאי
Q1937189	תקשורת בארגון
Q1937652	רוי
Q1937869	דיסאוריינטציה
Q1938291	וולוו דואט
Q1938767	וחטנג צ'בוקיאני
Q1939555	חבר הבונדסטאג
Q1946521	מונומנט רקורדס
Q1949939	בולינג'ה
Q1952952	Bleu Noir
Q1955150	בונה כלי נגינה
Q1955547	Ten New Songs
Q1956672	תיירות חקלאית
Q1959942	המשרד ליחסי חוץ של ברית המועצות
Q1961036	Beats Electronics
Q1961890	רוטשילד ובניו
Q1963807	Use Your Illusion II
Q1964355	נאמו
Q1965529	יולי גוסמן
Q1966361	נטשה פארי
Q1968517	שון טובי
Q1969437	לב קולידז'נוב
Q1969730	אזור שנגאן
Q1969978	תשוקות
Q1972587	Seventh Tree
Q1973075	בית הנבחרים של עיראק
Q1973145	פדרל רקורדס
Q1974920	נילס ארסטרופ
Q1975029	שמואל א
Q1975046	פרס השלום של סידני
Q1975145	THT
Q1975512	הפיגועים במוסקבה 1977
Q1975589	חלב ציפורים
Q1978161	העצב הסותם
Q1981869	The Girlie Show World Tour
Q1982831	פיילמייקר
Q1986475	מארשל, מינסוטה
Q1988986	מיטשל (דקוטה הדרומית)
Q1989725	ניגונים חסידיים
Q1989904	גרינוויל
Q1990087	כף קולבק
Q1990792	הנוסע השמיני
Q1992126	There Goes Rhymin' Simon
Q1997321	אדמונטון
Q1997527	שמואל צרפתי
Q1998399	התאחדות הכדורגל של ארובה
Q1999930	יד היהלום
Q2000124	מעצב בולים
Q2001305	ערוץ טלוויזיה
Q2001596	מנועי סינגר
Q2001966	הודו הבריטית
Q2002064	סטארט החדש
Q2002136	גאורגה קנטאקוזינו
Q2002354	ס'עב סאלאם
Q2003258	סוואן רקורדס
Q2005867	מתקפת ניוול
Q2006048	אונקיי
Q2006542	הדומיניון של פקיסטן
Q2009654	System Divide
Q2010955	מולא סדרא
Q2012050	מחוז דונצק
Q2018240	ביץ' גרוב, אינדיאנה
Q2027967	ניוטון
Q2028659	האוניברסיטה הפתוחה הלאומית ע"ש אינדירה גנדי
Q2028813	סולסברי, קרוליינה הצפונית
Q2030903	זמן אמיתי עם ביל מאהר
Q2032408	מסדר התהילה של אזרבייג'ן
Q2032545	מושבת הנהר האדום
Q2033382	Shine on Brightly
Q2033472	טויוטה מארק X זיאו
Q2033748	ראונג
Q2034346	Cara Mia
Q2034661	ונגארד רקורדס
Q2034790	אוניברסיטת מזרח סין
Q2034815	קונסרבטוריון למוזיקה בסן פרנסיסקו
Q2036498	טריומף 1300
Q2038835	חצי האי טריניטי
Q2039348	רשות מקומית בהולנד
Q2041767	הדומה העירונית של מוסקבה
Q2042095	מונטריאול/אוטרמונט
Q2042598	אוון בראדלי
Q2043291	אילמינגטון
Q2045849	נפרטון
Q2047860	רולי קיטינג
Q2054340	אורי מלמיליאן
Q2055046	פיזיולוג
Q2055400	איילט בוסניה
Q2057532	הנרי פים
Q2057723	פטריק ג'יי. סאליבן
Q2059704	במאי טלוויזיה
Q2060501	סיגני (אי)
Q2061821	סופרמרין
Q2062083	מסע לקיתירה
Q2063799	פאולין נוויל-ג'ונס
Q2065205	אלפין A106
Q2068768	מסעדת התקף לב
Q2071252	מנועי פרקינס
Q2071545	ג'ון אנתוני ווקר
Q2071905	BBC Worldwide
Q2074380	אלכסנדר שירוואנזאדה
Q2076016	פיטר ג'ייסון
Q2076190	פטר וון אוסלר
Q2076898	פיטר מארק רוז'ה
Q2077328	פיטר נוביק
Q2079896	Rock and Roll Music
Q2080315	Achilles Last Stand
Q2081494	המופע של אד סאליבן
Q2082037	פדרציית הכדורגל של טהיטי
Q2082831	הגאלי
Q2085153	אסטרואיד טיפוס-B
Q2086498	מלחמת הברונים הראשונה
Q2086525	ועידת אנאפוליס
Q2088324	ברזיל הקולוניאלית
Q2089528	מועצת עיריית ריגה
Q2092297	עיט
Q2092409	חואן קינטרו
Q2094939	ויין רובסון
Q2095353	אלוהים באסלאם
Q2095549	טייס
Q2096366	הבהלה לזהב של ויקטוריה
Q2096635	פבלישר וויקלי
Q2104072	גשר צף
Q2107376	אסכולת אנטוורפן
Q2109379	Chrysalis
Q2111686	קולינריה
Q2113673	פרוטוג'יי
Q2116899	Fingertips
Q2117484	טאובאו
Q2117603	ספרות חז"ל
Q2119337	פוטר סמית'
Q2119882	Nest
Q2121062	דה ויקנד
Q2125835	רווח גולמי
Q2126650	מידת רדון
Q2129100	מכבי חיפה
Q2135973	רד פולי
Q2140029	סוזוקי קפוצ'ינו
Q2141036	רון שלטון
Q2142007	ויליאם קראבטרי
Q2142347	גורם סביבתי
Q2142601	טראק רקורדס
Q2150493	חברת מילטון ברדלי
Q2151963	חומרי ריח
Q2156895	קרב בורנאו
Q2157682	קסם של הורים - הסרט: חג המולד
Q2159896	רובין רנוצ'י
Q2164335	סופרנו דרמטי
Q2165590	ספנסר טריט קלארק
Q2166239	רוטרדם
Q2168781	יאפ ספאנדרמן
Q2185587	מאליק זידי
Q2188189	יצירה מוזיקלית
Q2191504	אסלאם שאה סורי
Q2194186	מזל קשת
Q2195701	Private Eye
Q2199102	צ'דרטון
Q2200244	אטלס שטילר
Q2200417	הכרה
Q2204450	רוטי
Q2206677	תחנת הרכבת פיטרבורו
Q2207288	אומנות
Q2207370	מושב (רהיט)
Q2213391	קרוידון
Q2215841	מרוץ אופניים
Q2217512	קוסטקה נגרי
Q2218699	שמואל נומבורג
Q2219414	מרטין על הבוקר
Q2223229	בורן
Q2225255	רגליים קרות
Q2227102	כף ברקס
Q2237365	קרב אשדון
Q2251335	מורה בית ספר
Q2252262	ראפר
Q2259451	שחקן תיאטרון
Q2259532	איש דת
Q2260402	Planet Caravan
Q2261093	The Argument
Q2263849	הבנק השני של ארצות הברית
Q2263948	הקורדילרה של אמריקה הצפונית
Q2267760	לוק קייג'
Q2268181	זלנצ'וקסקאיה
Q2270145	דיימון האריס
Q2271104	פרדריק אידסטם
Q2271377	ג'סיקה ג'ונס
Q2272176	סידני סוואנס
Q2272693	Since I've Been Loving You
Q2276140	Colour Me Free!
Q2280451	הלוטו האירופי
Q2283248	קלוגר
Q2284046	פישרס
Q2285545	ליטורגיה נוצרית
Q2287274	התזמורת הסימפונית של סינסינטי
Q2287605	הבלגריאד
Q2287930	התאחדות הכדורגל של פנמה
Q2294382	ג'ורג' ניונס
Q2294553	כלכלה פיננסית
Q2297042	טות' אנד נייל רקורדס
Q2297724	אנקרה
Q2298313	רזא אסלאן
Q2298325	בוסטון דיינמיקס
Q2299213	שלמה הירשל
Q2299267	טויוטה ספורט 800
Q2299327	בית המדרש לרבנים ליהדות מתחדשת
Q2301851	שבט צופים
Q2302413	סלמון מעושן
Q2302596	Bare Trees
Q2303949	טויוטה קיג'אנג
Q2304714	טריומף 2000
Q2305266	פלישת ברית המועצות לפולין
Q2305958	כריסטיאן מרטל
Q2306052	ברנובל
Q2306091	סוציולוג
Q2306330	פיליפ ויקסטיד
Q2306779	פיטר אופנהיימר
Q2306796	בארי קומונר
Q2309478	ניקולס ניקסון
Q2310145	מטאורולוג
Q2314211	מיקלה רוג'רי
Q2318125	The Impossible Dream (The Quest)
Q2319863	גראנטראק
Q2319985	Pourvu qu'elles soient douces
Q2323511	המרכז הרפואי טקסס
Q2323995	ארין מרפי
Q2324566	ג'ף בנט
Q2325971	יואב גלבר
Q2334861	Little Games
Q2335128	המושבה הבריטית ניו ג'רזי
Q2336063	לחם סודה
Q2336180	Fuck Them All
Q2336369	פארק היורה
Q2337514	מערב בלארוס
Q2340668	במאי סרטוני מוזיקה
Q2341286	ויליאם ברטון רוג'רס
Q2342167	Up-Tight
Q2344129	פרנסיס דהניס
Q2348310	ראש ממשלת רודזיה
Q2350996	וובסטר, דקוטה הדרומית
Q2352263	הפרהוד
Q2353358	Mi Delirio
Q2354136	Please, Please
Q2354875	C'est dans l'air
Q2354973	מנהרת כביש
Q2355426	אות מצוקה
Q2358400	לגאסי רקורדינגס
Q2359213	Goodreads
Q2360337	טיפריטי
Q2362276	Eat Static
Q2363640	שוגר בלו
Q2365459	מתיו צ'דיד
Q2366673	חוסטה ורופינה
Q2374149	בוטנאי
Q2374463	מדען מידע
Q2381797	The Morning Chronicle
Q2382713	יהודה לייב פישמן מימון
Q2386244	סקאוט
Q2386422	חוקת ברזיל
Q2389768	Optimistique-moi
Q2392351	אוניברסיטת לידס ע"ש בקט
Q2394474	היסטוריה של ברזיל בין 1930 ל-1945
Q2395634	סט סמית
Q2396442	ממלכת גליציה ולודומריה
Q2399132	פסטיבל הסרטים הבינלאומי של סיאטל
Q2405480	מדבב
Q2406648	שדרת החוקה
Q2407351	Lippincott Williams and Wilkins
Q2407962	Lifehacker
Q2411417	הפליטוודס
Q2413840	אנקרה ארנה
Q2415901	אזורי הכיבוש בגרמניה
Q2416565	גרינוויל
Q2418760	קריסטל
Q2418926	כוכב הקופים
Q2420191	אדי הולנד
Q2420369	אל-ח'נסאא
Q2427665	ברנדה אסניקר
Q2429461	וידיהפאטי
Q2429670	קנטון
Q2430415	ראש ממשלת טורקיה
Q2436868	הנרי מודסלי
Q2440459	סיוף בכסאות גלגלים
Q2440569	חברת תעופה אזורית
Q2441562	גלריית הדיוקנאות הלאומית של סקוטלנד
Q2444341	מועצת עיריית טורונטו
Q2445140	משרד הפנים (אוקראינה)
Q2448156	טישטלה
Q2448752	פיליפס וינגבונס
Q2455704	תת-משפחה
Q2461698	וסטרוז
Q2462400	Two Eleven
Q2466978	התאחדות הכדורגל של איי קיימן
Q2467594	יצחק ארד
Q2468169	Witching Hour
Q2468727	חוקר העת הקלאסית
Q2468903	פדרציית הכדורגל של סמואה
Q2469204	Velocifero
Q2474562	אקקי שאנידזה
Q2478703	קיצ'רי
Q2478848	על טעם ועל ריח
Q2484340	חוקת סוריה
Q2484819	נפת טריפולי
Q2485621	אימנול אריאס
Q2490358	כוריאוגרף
Q2499854	Office Online
Q2500638	יוצר
Q2501910	חייזרים מן העבר
Q2504576	ספארו רקורדס
Q2506373	מינק סטול
Q2509254	הבורסה המצרית
Q2513167	פרובינציית דרום קרוליינה
Q2516866	מוציא לאור
Q2520225	The Breakthrough
Q2525030	אמא התכווצתי
Q2525097	ג'אמבטיסטה נולי
Q2526255	במאי קולנוע
Q2528155	רומן בעבודה (סרט)
Q2528803	התאחדות הכדורגל של סנט לוסיה
Q2529538	המעגל השבור
Q2531032	Midnight Love
Q2532487	באסו פרופונדו
Q2535085	ברקלי רקורדס
Q2537887	שתי הבבליות
Q2539413	פנטומאקס
Q2540532	זרם קרח
Q2545548	חוקת אפגניסטן
Q2548030	נילקנטה סומיאג'י
Q2550127	Was
Q2550683	מושל אוקלהומה
Q2552873	בדפורד קוקס
Q2553745	אלברט השמן וילדי קוסבי
Q2554108	אוקק בלגרד
Q2556248	אנה גונזאגה
Q2559675	מפלגת האיחוד הלאומי של קניה
Q2560244	מידלטון
Q2561928	יהושפט הרכבי
Q2562334	מנואל דורגו
Q2563013	כף בירד
Q2564009	הלופטוואפה במלחמת העולם השנייה
Q2565550	You've Really Got a Hold on Me
Q2566313	Hold Me Tight
Q2568773	איסט וול
Q2568857	שלמה להט
Q2568875	תיאטרון חיפה
Q2570726	ודנג'ר
Q2571392	הסנאט של פקיסטן
Q2572727	Laisse tomber les filles
Q2573130	וואלה! תקשורת
Q2573233	דון קופרשמידט
Q2573964	התאחדות הכדורגל של גרנדה
Q2575155	דני פלורס
Q2575793	פלורידה
Q2577210	טייט סנט אייווס
Q2577772	מלחמת שלוש הממלכות
Q2578249	ממשלת ישראל
Q2579964	ריי דונובן
Q2580358	פיאט 501
Q2580573	רומיאו!
Q2586558	כותלי
Q2588021	לי
Q2588843	אהרן ציזלינג
Q2593067	אמזון S3
Q2594423	ספר העלילות
Q2596997	רוטב לתיבול
Q2599508	בוריס ברמן
Q2599521	ל'אורור
Q2599893	סופגנייה
Q2599993	Seventh Sojourn
Q2600128	יהדות מצרים
Q2600759	פריז לבלואה
Q2603242	ההתאחדות של סנט מארטן בכדורגל
Q2604400	התאחדות הכדורגל של האיטי
Q2605192	כף ויליאמס
Q2605454	פדרציית הכדורגל של פוארטו ריקו
Q2606149	כף פילכנר
Q2606377	קונכייה
Q2606450	התאחדות הכדורגל של מונטסראט
Q2606456	התאחדות הכדורגל של בהאמה
Q2607372	אלומיניום 7075
Q2607426	בהקטיסידהאנתה סרסוואטי
Q2608520	ג'ימי היל
Q2611987	משרד הבריאות והרווחה
Q2613056	מיכאל בן ארי
Q2616465	מארגעריט, וויקטאר,
Q2617520	גיטרת פלדה הוואית
Q2617627	בית העלמין הממלכתי של טורקיה
Q2618229	דוד השני
Q2620198	בית טיכו
Q2622333	יורי גריגורוביץ'
Q2623393	מיראז' סטודיו
Q2625243	פנטזיה הרואית
Q2627391	יוליה לטינינה
Q2627812	פול-ז'אן טולה
Q2629065	ארמון הנשיאות
Q2630120	קרסטסי
Q2630741	קהילה
Q2631643	סאותאמפטון
Q2631932	הנרי פול
Q2632248	אחונד
Q2632883	מאצוני
Q2633007	הבורסה לניירות ערך בשיקגו
Q2633540	סקולני
Q2634709	ג'ובאני פליאלו
Q2636268	מוקלוק
Q2637089	הנוואב של בנגל
Q2640254	אלינור סטבר
Q2640389	גולדן אקס
Q2640682	תיק דבקה
Q2642325	יוליה סניגיר
Q2643890	ווקאליסט
Q2646770	חצי האי קאניסטאו
Q2646976	נקודת אוואנס
Q2652945	פה דיאז
Q2656108	לעוף מהתרגשות
Q2656696	וריטי למברט
Q2659137	טלפורט
Q2660943	שר החוץ האוסטרלי
Q2665089	הפרלמנט של פקיסטן
Q2666591	יו"ר פדרל ריזרב
Q2667332	תלמוד תורה
Q2667719	תאגיד התעשייה האווירית של סין
Q2668408	קמדן
Q2672932	רוזי מאלק-יונן
Q2672972	מלחמת האזרחים באורוגוואי
Q2678464	Ella, elle l'a
Q2678730	קייאו
Q2679937	פלמני
Q2680414	חצי האי האריס
Q2680509	חצי האי צ'רצ'יל
Q2680952	רוטרדם
Q2686971	דוכן העיתונים
Q2691930	צופי אוויר
Q2700116	The Late Late Show with Craig Ferguson
Q2700749	לאקי לואי
Q2701056	Ten Years Gone
Q2701959	למונט דוזייר
Q2703131	משנה ברורה
Q2704059	Santa Cruz Operation
Q2705098	טרנטו
Q2706867	מוזיאון פרארי
Q2707485	סטנוגרף
Q2708193	לילי דמיטה
Q2709081	Original Pirate Material
Q2712572	תקופת הביניים של העברית
Q2714378	עוני קיצוני
Q2715144	איזבל
Q2717243	אחד למען כולם, כולם למען אחד
Q2720540	ריו דה ז'ניירו רבתי
Q2722764	מגיש רדיו
Q2723485	סגן נשיא הפיליפינים
Q2724242	אונות של המוח הגדול
Q2725442	אתיקה נורמטיבית
Q2727213	גזל
Q2727325	פאתח 110
Q2732142	סטטיסטיקאי
Q2733487	עלי הוג'ווירי
Q2733919	חורחה לואיס פינטו
Q2735540	התמכרות למין
Q2736112	איסטווד
