Q31	Βέλγιο
Q750254	Pontiac Firebird
Q765566	Ποδοσφαιρική Ομοσπονδία Ζάμπιας
Q781401	Αυστραλιανή Ομοσπονδιακή Αστυνομία
Q787417	κινητή γέφυρα
Q795578	BBC Radio 2
Q796799	BMW i8
Q806551	Μπάνγκορ
Q812880	Κύβος
Q816851	Καπ κέικ
Q818284	Μπέντιου
Q820655	διάταγμα
Q822314	Sony Pictures
Q824588	Nissan Primera
Q830149	Πάρις
Q840829	μπαρόκ αρχιτεκτονική
Q841259	Internet Explorer 8
Q841424	Κάτω Βουλή της Ιταλίας
Q841979	Μάνσφιλντ
Q842782	ντεντέκτιβ
Q843900	συγκριτική ανατομία
Q844587	Πρωθυπουργός της Ισπανίας
Q849751	Πανεπιστήμιο του Γιορκ
Q854415	Βασίλειο των Λομβαρδών
Q854635	Πορφυρά Ποτάμια
Q854997	Μπίκου
Q862187	Μπονάντσα
Q866680	Πρόεδρος του Βιετνάμ
Q867921	Λίβινγκστον ΦΚ
Q871363	Εθνικό Συμβούλιο
Q876541	Περιφέρεια Γιαμπλάνιτσα
Q878256	Πρόεδρος της Υεμένης
Q887003	Πρόεδρος της Δημοκρατίας της Κίνας
Q910204	Το Πράγμα
Q910386	Τροχόδρομος αεροδρομίου
Q913796	Honda S2000
Q914069	Toyota Land Cruiser
Q918126	Βρετανική Γουιάνα
Q927134	Πάραμαουντ
Q927839	Fiat 500 (2007)
Q938889	Rotting Christ
Q947873	τηλεοπτικός παρουσιαστής
Q963303	Ένωση του Λούμπλιν
Q969065	Ράσεϊ
Q993851	Χίντσε
Q995255	Μπέρλιγκτον
Q1007545	Λύκειο Γαλατασαράι
Q1032414	Καναδική Ποδοσφαιρική Ομοσπονδία
Q1033016	Χάλι Μπέρι
Q1040798	Ροσάνο Μπράτσι
Q1043568	Πρωθυπουργός του Βιετνάμ
Q1049470	Πανεπιστήμιο του Γουοτερλού
Q1051505	Κόλπος Νχάτα
Q1052281	θηλυκό διαφυλικό
Q1057367	Όμιλος Γκριμάλντι
Q1059724	ταρσός
Q1063573	Foreign Policy
Q1071078	Chevrolet Blazer
Q1071134	Chevrolet Corvette C4
Q1077518	Κοστολόγηση
Q1129521	Jeep Grand Cherokee
Q1130167	Emotional Rescue
Q1130512	Ο 9ος λόχος
Q1130532	Η τελετή
Q1130587	Suzuki Vitara
Q1130692	Lancia Lybra
Q1137809	δικαστικό μέγαρο
Q1137842	Κυβερνείο Μόσχας
Q1141639	BMW E38
Q1142895	Κουμπάγκουα
Q1143194	Σώμα Εθνικής Αστυνομίας
Q1146933	Τελετή λήξης Θερινών Ολυμπιακών Αγώνων 2012
Q1166728	Ματθίλδη, κόμισσα του Αρτουά
Q1185346	Ντεμεράρα
Q1189306	Τρέβορ Ράιτ
Q1207391	Καγιούνγκα
Q1245988	Ρακέλ Μορέλ
Q1249123	Ferrari 575M Maranello
Q1268572	Μονάρχης της Σουηδίας
Q1281878	Honda CBR1100XX
Q1282276	Πατριαρχείο
Q1299477	Αερόστατο
Q1317552	Κριθαράκι
Q1318927	Ποδοσφαιρική Ομοσπονδία Ταϊλάνδης
Q1345528	Απογραφή των Ηνωμένων Πολιτειών
Q1378325	Χουάν Ο'Γκόρμαν
Q1384104	Intel Threading Building Blocks
Q1393988	Δημαρχείο του Ελσίνκι
Q1417715	Toyota Avalon
Q1494863	Γερουσία του Αϊντάχο
Q1536003	Philips Records
Q1553250	Σκωτική Αγγλική γλώσσα
Q1555938	Ανταρκτική
Q1570370	SemiFreddo
Q1585745	Παλάτσο Κονταρίνι ντελ Μπόβολο
Q1587677	Πρωθυπουργός της Γαλλίας
Q1678088	Ζακ Πιλς
Q1736182	καθεδρικός ναός του Τσίτσεστερ
Q1772204	Γερουσία του Τενεσί
Q1772910	Επιστημονικός ρατσισμός
Q1774848	Βαλβέρδε
Q1814381	Audi A7
Q1856418	Ριφιφί
Q1888885	Μανταρά
Q1959942	Υπουργός Εξωτερικών της Σοβιετικής Ένωσης
Q1969437	Λιεβ Κουλιντζάνοφ
Q1969730	Περιοχή Σένγκεν
Q2002064	Νέα συμφωνία START
Q2006542	Ντομίνιον του Πακιστάν
Q2033748	Ραούνγκ
Q2107376	Σχολή της Αμβέρσας
Q2271021	Αραουκάνα
Q2300416	Toyota Soarer
Q2336369	Jurassic Park
Q2365459	Ματιέ Σεντίντ
Q2460336	αντιτορπιλικό κλάσης Porter
Q2482350	Μακάριος Γ΄ Αντιοχείας
Q2531632	Παπάγου Αττικής
Q2600759	Παρί-Λεβαλουά Μπασκέτ
Q2627812	Πωλ-Ζαν Τουλέ
Q2628742	Εξέγερση του Πολυτεχνείου
Q2632883	Ματζόον
Q2633540	Σκουλένι
Q2656108	Δεν κρατιέμαι
Q2702339	Ζοσλέν Γκουρβενέκ
Q2732276	Εξέλιξη του ματιού
Q2778464	Βίκτωρ Κλωναρίδης
Q2817279	Hellas On Line
Q2887217	Καλαθοσφαίριση γυναικών
Q2993602	Ναμάντι Σάμπο
Q3238261	υπογένος
Q3244027	Nick.com
Q3346699	Nymphomaniac
Q3505860	Σουάικ
Q3555926	Λευκή Άκρα
Q3884033	Πράξη
Q3972943	εκδόσεις
Q4020043	Ουίλιαμ Χένρι Γκλάντστοουν
Q4095278	Πανεπιστήμιο Μανιπάλ
Q4151335	Κυβερνήτης του Κεντάκι
Q16	Καναδάς
Q4810766	Συμβούλιο της Πόλης του Δουβλίνου
Q5261074	αναπληρωτής πρωθυπουργός της Τουρκίας
Q5482740	προγραμματιστής
Q6470927	Νομική Σχολή του Σαράγεβο
Q6758302	Μάρκους Μαριότα
Q6865904	Υπουργός Δικαιοσύνης και Ισότητας της Ιρλανδίας
Q6879217	Νομοθετικό Σώμα του Μισισίπι
Q7103920	Orphan Black
Q7130787	πυριτικό άλας
Q7241291	Πρόεδρος της Τανζανίας
Q7436908	Σκοτ Μόρισον
Q7606523	Στέφανος Στρατηγός
Q7803408	Τιμ Ντέιβι
Q7940086	ηφαιστειολόγος
Q10989778	Βακαλάος
Q11509930	Πανεπιστήμιο Λιλ 2
Q12376089	Πρωθυπουργός της Ταϊλάνδης
Q13590141	παρουσιαστής
Q14746872	Κατηγορία:Διαδηλώσεις στη Συρία το 2011
Q14798562	Μαργαρίτα Λούτη
Q15116556	Σιδηροδρομικός σταθμός Θεσσαλονίκης
Q15272117	I See Fire
Q16875990	Μαρία Έλενα Κυριάκου
Q19281444	Κιρίλ Γκαμπούριτς
Q15	Αφρική
Q25	Ουαλία
Q26	Βόρεια Ιρλανδία
Q28	Ουγγαρία
Q29	Ισπανία
Q2	Γη
Q36	Πολωνία
Q39	Ελβετία
Q67	Airbus
Q70	Βέρνη
Q71	Γενεύη
Q89	Μήλο
Q95	Google
Q96	Μεξικό
Q107	Χώρος
Q112	Μαρς
Q142	Γαλλία
Q153	αιθανόλη
Q154	αλκοολούχο ποτό
Q172	Τορόντο
Q184	Λευκορωσία
Q185	Λάρυ Σάνγκερ
Q188	Γερμανικά
Q195	Σοκολάτα
Q223	Γροιλανδία
Q225	Βοσνία και Ερζεγοβίνη
Q227	Αζερμπαϊτζάν
Q232	Καζακστάν
Q248	Intel Corporation
Q250	Πληκτρολόγιο
Q269	Τασκένδη
Q272	Πολ Μοράντ
Q290	φύλο
Q319	Δίας
Q352	Αδόλφος Χίτλερ
Q392	Μπομπ Ντίλαν
Q395	μαθηματικά
Q396	U2
Q406	Κωνσταντινούπολη
Q428	Κοράνιο
Q456	Λιόν
Q459	Φιλιππούπολη
Q490	Μιλάνο
Q521	φυσιολογία
Q607	Μάικλ Μπλούμπεργκ
Q613	Εμιράτο του Ντουμπάι
Q638	μουσική
Q645	Νέβας
Q649	Μόσχα
Q657	Τσαντ
Q670	πυρίτιο
Q709	Νησιά Μάρσαλ
Q742	Ρακίνας
Q762	Λεονάρντο ντα Βίντσι
Q766	Τζαμάικα
Q778	Μπαχάμες
Q784	Δομινίκα
Q800	Κόστα Ρίκα
Q828	Αμερική
Q858	Συρία
Q865	Δημοκρατία της Κίνας
Q900	Καζάν
Q979	πολώνιο
Q987	Νέο Δελχί
Q1001	Μαχάτμα Γκάντι
Q1020	Μαλάουι
Q1042	Σεϋχέλλες
Q1063	εξέλιξη
Q1073	Εγκέφαλος
Q1165	Μπιχάρ
Q1166	Μίσιγκαν
Q1168	Τσατίσγκαρ
Q1186	Κεράλα
Q1196	Μεκλεμβούργο-Δυτική Πομερανία
Q1198	Βόρεια Ρηνανία-Βεστφαλία
Q1208	Βραδεμβούργο
Q1225	Μπρους Σπρίνγκστιν
Q1227	Νεβάδα
Q1260	Κουρτ Βάλντχαϊμ
Q1299	The Beatles
Q1340	Αντόνιο Βιβάλντι
Q1370	Βιρτζίνια
Q1412	Φινλανδικά
Q1428	Τζόρτζια
Q1445	Ταμίλ Ναντού
Q1449	Γένοβα
Q1461	Μανίλα
Q1475	Πόλη της Κουεζόν
Q1479	Μπορντώ
Q1484	Μαγιόν
Q1505	Σικκίμ
Q1563	Αβάνα
Q1588	Λουιζιάνα
Q1603	Κεντάκι
Q1720	Μάιντς
Q1722	Ντουμπρόβνικ
Q1726	Μόναχο
Q1823	Άτσεχ
Q1979	Νήσος του Πρίγκηπα Εδουάρδου
Q2135	Γουίνιπεγκ
Q2140	Βόρεια Σουμάτρα
Q2161	Γάιος Κορνήλιος Τάκιτος
Q2749	Άουγκσμπουργκ
Q2895	Σοβιετική Σοσιαλιστική Δημοκρατία της Λευκορωσίας
Q3131	Αλπ-ντε-Ωτ-Προβάνς
Q3224	Νέα Νότια Ουαλία
Q3274	Μανάγκουα
Q3388	Γκροσγκλόκνερ
Q3409	Σείριος
Q3630	Τζακάρτα
Q3826	Μουσκάτ
Q3866	Ντοντόμα
Q3870	Ναϊρόμπι
Q3882	Μανάμα
Q3884	Amazon.com
Q3929	Πορ-Λουί
Q3934	Αστούριες
Q4018	Ναβάρρα
Q4030	Ντιούκ Έλινγκτον
Q4093	Γλασκώβη
Q4118	Θειικό οξύ
Q4130	τροχιά
Q4478	Παντζάμπ
Q4508	Πολεμικό ναυτικό
Q4612	Μαρλέν Ντίτριχ
Q4649	Γιούπιτερ
Q5083	Σιάτλ
Q5119	Πρωτεύουσα
Q5237	Δημοκρατία της Βόρειας Οσετίας - Αλανίας
Q5267	Δημοκρατία της Καμπαρντίνο - Μπαλκάρια
Q5319	Βόρακας
Q5593	Πάμπλο Πικάσο
Q5608	Eminem
Q5765	Βαλεαρίδες Νήσοι
Q5971	Δημοκρατία των Αλτάι
Q6240	Χαφέζ
Q6403	Λίμνη της Γενεύης
Q6686	Renault
Q6730	Περπινιάν
Q7026	Καταλανική γλώσσα
Q7075	βιβλιοθήκη
Q7172	Αραβικός Σύνδεσμος
Q7251	Άλαν Τούρινγκ
Q7302	Γκέοργκ Φρήντριχ Χαίντελ
Q7364	Μάτι
Q7426	Άντα Γιονάτ
Q7432	είδος
Q7540	Μελιτζάνα
Q7729	Λουδοβίκος Βοναπάρτης
Q7730	Εβραϊκή Αυτόνομη Περιφέρεια
Q7743	σπίτι
Q7747	Βλαντίμιρ Πούτιν
Q7748	δίκαιο
Q7873	Αίμα
Q7984	Αυτόνομος θύλακας Τσουκότκα
Q8183	Φώνημα
Q8253	μυθοπλασία
Q8338	Τρομπέτα
Q8442	Ότο φον Μπίσμαρκ
Q8539	The Big Bang Theory
Q8660	Καράτσι
Q8678	Ρίο ντε Τζανέιρο
Q8725	Διεθνές Αεροδρόμιο Μπρίστολ
Q8736	Συνθήκη των Βερσαλλιών
Q9027	Σουηδικά
Q9103	Μαστός
Q9176	Κορεατική γλώσσα
Q9235	Γκέοργκ Βίλχελμ Φρήντριχ Χέγκελ
Q9294	Ιμπν Χαλντούν
Q9350	Γιόγκα
Q9441	Σιντάρτα Γκαουτάμα
Q9465	ηθική
Q9759	Μπλουζ
Q10520	Ντέιβιντ Μπέκαμ
Q11022	Κοχλίας
Q11063	αστρονόμος
Q11194	Σαράγεβο
Q11266	Microsoft PowerPoint
Q11282	Περιοχή H II
Q11351	οργανική χημεία
Q11405	Φλάουτο
Q11421	Μαγνήτης
Q11568	Ντάργουιν
Q11637	Τζούντι Γκάρλαντ
Q11736	Τιεντσίν
Q11816	Τζον Κουίνσι Άνταμς
Q11913	Βουλγαρική Βικιπαίδεια
Q11953	Γουαδαλαχάρα
Q11986	La vie en rose
Q11998	Κάιλι Μινόγκ
Q12245	Στάνλεϋ
Q12382	Σιγκέρου Μιγιαμότο
Q12546	Σταυροφορίες
Q12551	Εκατονταετής πόλεμος
Q12630	Κόλπος του Μεξικού
Q12717	Κάτω Ρήνος
Q12788	Βαλ-ντε-Μαρν
Q13147	κρανίο
Q13298	Γκρατς
Q13646	SNCF
Q13989	Χονσού
Q14369	Ιν
Q14549	Σκωτς
Q14982	Μεθανόλη
Q15124	Αυτόνομη επαρχία του Μπολτσάνο
Q15175	Κουανγκτούνγκ
Q15873	Μπράιαν Μέι
Q16139	Μπολόνια
Q16471	Απόβαση στη Νορμανδία
Q16551	Βερμόντ
Q16563	Μέμφις
Q16635	Γκουάμ
Q16644	Βόρειες Μαριάνες Νήσοι
Q16994	Χώρα του Λίγηρα
Q17042	Όουκλαντ
Q18233	ABBA
Q18808	Πιονγιάνγκ
Q18981	Apple I
Q19578	Κόλτσεστερ Γιουνάιτεντ
Q19871	Περιμένοντας τον Γκοντό
Q19912	Radio France Internationale
Q20921	Ντέτζον
Q20934	Ίντσον
Q21201	κοινωνιολογία
Q22889	Μπαθ
Q22890	Ιρλανδία
Q23099	Μείζον Μάντσεστερ
Q23156	Ντέβον
Q23157	Σόμερσετ
Q23229	Μπάκιγχαμ
Q23287	Δυτικό Σάσσεξ
Q23334	Αμπχαζία
Q23360	Κάμπερλαντ
Q23393	Κυριακή προσευχή
Q23427	Νότια Οσετία
Q23444	λευκό
Q23633	Home Box Office
Q23661	Ουέλλινγκτον
Q23808	Διεπαφή
Q23868	Φρούριο Μπρεστ
Q24489	Γαιάνθρακας
Q24639	Βανκούβερ
Q25230	Γκέρνσεϊ
Q25277	Ισπανιόλα
Q27231	Ανατολική Ασία
Q27496	Δυτική Ευρώπη
Q27509	Κεντρική Ευρώπη
Q28513	Αυστροουγγαρία
Q29303	Καντέρμπερι
Q29539	πυκνότητα
Q29999	Βασίλειο των Κάτω Χωρών
Q30849	Ιστολόγιο
Q30903	υψίφωνος
Q32081	Επαρχία Ταϊβάν
Q33405	Λιτλ Ροκ
Q33569	Χαβαϊκή γλώσσα
Q33837	Αρχιπέλαγος
Q33973	Σικελική γλώσσα
Q34172	Βούτυρο
Q34261	Πορτ-ο-Πρενς
Q34481	Φραντσέσκο Μοροζίνι
Q34493	Μοτοσικλέτα
Q34599	Σημαία της Λιβύης
Q34687	Τριανταφυλλιά
Q35473	παράθυρο
Q35872	λέμβος
Q36264	Βίρτους Μπολόνια
Q36405	Αμπερντήν
Q36465	αλεύρι
Q36740	Αούνγκ Σαν Σου Κι
Q37187	Ερυθροκύτταρο
Q37320	Κλίβελαντ
Q37748	χρωμόσωμα
Q38888	Ολυμπία
Q39444	Ροναλντίνιο
Q39803	Μάριο Βάργκας Γιόσα
Q40056	Πρόγραμμα υπολογιστή
Q40178	Όξινη βροχή
Q40347	Νόρμαν
Q40430	Μπαΐα
Q40572	Χιθ Λέτζερ
Q41185	Καέν
Q41187	Sony
Q41269	Ανρί Μπεκερέλ
Q41309	Φραντς Λιστ
Q41533	Φρανκ Λάμπαρντ
Q41735	Ιρλανδική Θάλασσα
Q41967	Άνω Αυστρία
Q42250	Υδρολογία
Q42308	Χάρκοβο
Q42323	Πάπας Πίος ΙΑ΄
Q42443	Ανατόλ Φρανς
Q42497	Κάτω Αυστρία
Q42767	φαλαινοθηρία
Q42800	Μπέλο Οριζόντε
Q42887	Πάπας Κλήμης Α΄
Q42918	Μετάλλαξη
Q43028	Πεσκιέρα Μπορομέο
Q43382	Πλίμουθ
Q43452	Αυτόνομο Πανεπιστήμιο της Βαρκελώνης
Q43475	Ντέρμπι
Q44003	Τέοντορ Χερτσλ
Q44086	Καρλ Ορφ
Q44403	Χάινριχ Χάινε
Q44613	μοναστήρι
Q44780	Howlin' Wolf
Q44947	Ροβέρτος του Ζάλτσμπουρκ
Q45422	ζυμομύκητες
Q45810	Συνωμοσία της Πυρίτιδας
Q46650	Νήσος Μακουάρι
Q46763	Επαρχία Μπιλετσίκ
Q46970	αεροπορική εταιρεία
Q47034	Έσποο
Q47528	Ραντάρ
Q47952	Σάλφορντ
Q48091	περιφέρεια της Αγγλίας
Q48160	Σημαία της Γερμανίας
Q48320	Κόμπε
Q49202	Γκρίνουιτς
Q49765	Λουδοβίκος ΙΖ΄ της Γαλλίας
Q49845	Ταχυδρομικές υπηρεσίες
Q51290	Φυσαρμόνικα
Q51597	Κλειστά σύμφωνα
Q52631	Ίμπιζα
Q52999	Νιούμαρκετ
Q53045	Τζουζέπε Τορνατόρε
Q53079	Κοαουίλα
Q53093	Adventure Time
Q53448	Ερρίκος Γ΄ της Γαλλίας
Q54188	Δυτική Πομερανία
Q56011	Άννα Μανιάνι
Q57106	Ερρίκος Σλήμαν
Q57239	Λούντβιχ Τηκ
Q57360	Χαμάντ μπιν Χαλίφα αλ Θανί
Q57432	Άουγκουστ Κοπφ
Q57592	Μάγκνους Χίρσφελντ
Q57613	Αχμέτ Ουγιαχία
Q57760	Κόλμαρ Φράιχερ φον ντερ Γκολτς
Q57881	Άιμπενστοκ
Q57952	Μάνφρεντ Ρόμμελ
Q57963	Εβέλιος
Q58738	Βαυαρική Σοβιετική Δημοκρατία
Q58777	Αύγουστος Γουλιέλμος της Πρωσίας
Q58813	Ντόκκα Ουμάροφ
Q58976	Πειραιάς
Q59091	δήμος της Ουψάλας
Q59904	Χέρμπερτ φον Μπίσμαρκ
Q60123	Τσιάπας
Q60220	Αινειάδα
Q61332	Πέτερ Πάρλερ
Q61428	Κόννυ Πλανκ
Q61457	Αιθανάλη
Q64027	Νιόν
Q68851	Αδόλφος Γ΄ του Λα Μαρκ
Q68972	Λίσταλ
Q75613	Αλμοραβίδες
Q76302	Τζιουζεπίνα Στρεπόνι
Q76519	Ρούντολφ Κάρναπ
Q79576	Play Store
Q79911	Ρωσικός Εμφύλιος Πόλεμος
Q80284	Βιόλα
Q80689	Microsoft Access
Q80863	Τριφωσφορική αδενοσίνη
Q80938	Τζον Τραβόλτα
Q81286	Σημαία της Σουηδίας
Q81299	Οργανισμός για την Ασφάλεια και τη Συνεργασία στην Ευρώπη
Q81392	Φράκταλ
Q81745	κλασική φυσική
Q82692	Έννιο Αντονέλλι
Q82742	Ρομέν Γκροζάν
Q82955	πολιτικός
Q83306	ομάδα περιοδικού πίνακα
Q83307	υπουργός
Q83659	Ψηλορείτης
Q84284	Κρίστιαν Ντόπλερ
Q85918	Χανς Ρίγκελ
Q90027	Γερμανόφωνη κοινότητα του Βελγίου
Q93128	Ουίλλιαμ Χάρβεϋ
Q93259	Μικρές Αντίλλες
Q93284	Μαρκ Σαγκάλ
Q93346	The Who
Q100047	Commodore Amiga
Q101505	Deep Purple
Q101638	Μαίρη Γουόλστονκραφτ
Q101942	Πάαβο Νούρμι
Q102392	Σημαία της Σκωτίας
Q102987	Σημαία της Αϊτής
Q104285	Οξιτανία
Q105158	Κρίστοφερ Λαμπέρτ
Q105420	ανθολογία
Q106418	Κατρίν Ντενέβ
Q107177	55 Πανδώρα
Q108163	πρόταση
Q109016	Κοινοβούλιο της Νορβηγίας
Q114640	Ο Ιπτάμενος Ολλανδός
Q115457	Άρνος
Q116073	Δισιλάνιο
Q116639	Πατριάρχης Νικηφόρος Α΄
Q116812	Οριόλ Ζουνκέρας
Q122338	Άλμπερτ Χόφμαν
Q122371	Συνθήκη του Μπρεστ - Λιτόφσκ
Q123022	Φέλιξ Μπλοχ
Q123709	Νταντί
Q124086	Γουέσλεϊ Σνάιντερ
Q124714	υδάτινη πηγή
Q124831	Πάπας Γρηγόριος Θ΄
Q125249	Γουΐλιαμ Τζέιμς
Q125482	Ιμάμ
Q125658	Ποδοσφαιρική Ομοσπονδία Αγίου Μαρίνου
Q127372	Allianz Riviera
Q127623	Βάνταα
Q128019	Πάπας Πίος ΣΤ΄
Q128812	Σημαία της Πορτογαλίας
Q129092	Φερναντέλ
Q129906	Αργυρός Κώδικας
Q130223	Γρύπας
Q130631	Ζακ Ντεριντά
Q131230	Μάουνα Κέα
Q131231	Slayer
Q131297	Γενοκτονία της Ρουάντα
Q131337	Σοβιετική Σοσιαλιστική Δημοκρατία του Αζερμπαϊτζάν
Q131635	Α' Έσδρας
Q131691	Άρθουρ Ουέλινγκτον
Q132050	κυβερνήτης
Q132633	Σημαία της Λευκορωσίας
Q132692	Πάπας Γρηγόριος ΙΕ΄
Q133032	Ούγγροι
Q133100	Πάπας Ιννοκέντιος ΙΓ΄
Q134388	Σατούρνους
Q134588	Πάπας Νικόλαος Ε΄
Q134698	Μπαστιά
Q135106	Αββακούμ
Q137271	Κότα Κιναμπαλού
Q140619	Νάντια Μπουλανζέ
Q141037	Έντουαρντ Μπάρνετ Τάιλορ
Q141293	καϊμάκι
Q145093	Αποστολικό Παλάτι
Q147756	Χασαβιούρτ
Q147909	Βασίλειο της Βουλγαρίας
Q150429	Πεντάνιο
Q150681	Οκτάνιο
Q150812	Γερμανική εισβολή στην Πολωνία
Q151340	Εισβολή και κατάληψη της Γαλλίας - 1940
Q151701	Kriegsmarine
Q152260	Αλεξάνδρα της Δανίας
Q152378	Ισμαήλ Χανίγια
Q152393	Άλφρεντ Άντλερ
Q153770	Deutsche Welle
Q154191	DFB
Q156814	Γεχούντι Μενουχίν
Q159834	Ουμβέρτος
Q160077	Άλωση της Κωνσταντινούπολης (1453)
Q160907	Πάπας Βονιφάτιος Α΄
Q161598	Εδαφικό νερό
Q161866	Ερρίκος Δ' της Αγγλίας
Q162005	Πολ Άλεν
Q163214	Διάχυση
Q163393	Post Office Protocol
Q163758	Όρος Βίνσεν
Q163883	Πόλεμος των Δέκα Ημερών
Q164038	Χοσέπ Γκουαρδιόλα
Q164444	φανκ
Q164974	Όλιβερ Τουίστ
Q165658	Adobe Flash
Q165704	Άλμα εις ύψος
Q166142	εφαρμογή
Q167270	εμπορικό σήμα
Q167856	Τζέιμς Φένιμορ Κούπερ
Q168291	κερατοειδής χιτώνας
Q168452	Ιωάννης Βίκτωρ Πονσελέ
Q168704	Νίκη ντε Σαιν Φαλ
Q168891	πολιτισμική γεωγραφία
Q169150	Αλέξανδρος Δουμάς
Q169846	Ρούμπενς Μπαρικέλο
Q170386	Πάπας Ιννοκέντιος Β΄
Q171537	Πάπας Κόνων
Q171882	Λάρνακα
Q172118	Πέρσι Γουίλλιαμς Μπρίντγκμαν
Q172832	Ντέιβιντ Κούλθαρντ
Q173535	Σημαία της Δημοκρατίας της Κίνας
Q173985	Φαϊσαλάμπαντ
Q174219	Βαφές
Q174224	Γουίλμιγκτον
Q174782	πλατεία
Q175002	Αναπτυξιακή ψυχολογία
Q176178	Τζομαλά
Q177054	Burger King
Q177836	Νιτρικό κάλιο
Q178259	Στα οδοφράγματα
Q178283	Κομητεία Λίμερικ
Q178430	λυσίνη
Q178450	Ασπαραγικό οξύ
Q178994	Αυστραλιανή Ανταρκτική Περιοχή
Q179029	Σαμπάχ
Q179678	άλας γλουταμινικού μονονατρίου
Q179724	Ναφθαλίνιο
Q179759	Αλ-Κίντι
Q180057	Λίνκολν
Q180494	Σκανδιναβική Σάγκα
Q180727	Τζων Κέιτζ
Q180751	Βανκούβερ Ρόγιαλς
Q180846	σουπερμάρκετ
Q180892	ηλιακή μάζα
Q181497	Φυλετικός διμορφισμός
Q182123	Ειρηναίος της Λυών
Q182128	Τζοβάννι Πίκο ντελλά Μιράντολα
Q182168	νιτρικά
Q182902	Περιφέρεια Τσιτά
Q183187	Φαχντ μπιν Αμπντούλ Αζίζ
Q183557	Διέππη
Q183670	Κιμωλία
Q184047	Ωμπάνι
Q184402	αγιατολάχ
Q184697	Γκλόρια Εστέφαν
Q185020	Ιστόγραμμα
Q185040	Μίλι Μπαλάκιρεφ
Q185080	Μεσεγκέφαλος
Q185253	ADP
Q185914	Μιχαήλ Σερβέτος
Q186115	Μονμάρτρη
Q186262	Εθνική Αλβανίας
Q186357	Υδροξείδιο του χαλκού
Q186359	Ζαν-Πιέρ Ραμπάλ
Q186709	Νικολάι Μπουχάριν
Q187510	επαναφορτιζόμενες μπαταρίες
Q187684	Δεσποτάτο της Ηπείρου
Q187796	Οράνζ
Q188094	οικονομολόγος
Q188161	Ολλανδικές Ανατολικές Ινδίες
Q188399	Περιφέρεια Κεντρικής Βοημίας
Q188403	Κβαντική χημεία
Q188464	Pixies
Q188473	κινηματογραφική ταινία δράσης
Q188475	Λιμουζίνα
Q188543	Χλωριούχο αμμώνιο
Q188567	Γκράμιν
Q189214	Tempo
Q189771	θόλος
Q189776	Ζήνων Βερόνας
Q190148	Ρέντσο Πιάνο
Q190581	Τιμολόγιο
Q191064	Λιβ Ούλμαν
Q191077	Βασίλειο της Γιουγκοσλαβίας
Q191168	Τσεχική Βικιπαίδεια
Q191448	Σιάνγκτσι
Q191808	μοναχή
Q191839	Αεροφωτογραφία
Q192078	φακοειδής γαλαξίας
Q192864	Science
Q193272	Δυτικοαφρικανική Οικονομική και Νομισματική Ένωση
Q193364	βικάριος
Q193411	Μπρι
Q193589	Πλατωνισμός
Q193660	Ραμόν Λιουλ
Q194363	Βασλάβ Νιζίνσκι
Q199698	Ουκρανική Βικιπαίδεια
Q200273	Γίγκμε Σίνγκγιε Βαντσούκ
Q202141	Εγκληματικές σκέψεις
Q202314	Thin Lizzy
Q202800	Σομαλία
Q202943	Βραχμαγκούπτα
Q203219	Μπόρις Καρλόφ
Q203380	Νάπιερ
Q204200	Σπηλιά των Πατριαρχών
Q206411	Λαϊκή Δημοκρατία του Αζερμπαϊτζάν
Q206814	Πολιτική αεροπορία
Q207162	Παλινόρθωση των Βουρβόνων
Q207615	Βασιλική Ισπανική Ποδοσφαιρική Ομοσπονδία
Q207722	Πυριμιδίνη
Q207832	Κρουασάν
Q207947	Ραλφ Βων Ουίλιαμς
Q208105	Ριζότο
Q208371	Διαστημικό Κέντρο Τζόνσον
Q208443	βαλβίδα
Q209766	Σάγκα
Q210176	Περιφερειακή ενότητα Θεσσαλονίκης
Q210385	Πυριδίνη
Q210980	Δυνητικές κοινότητες
Q211101	Φωνή
Q211193	Deep Purple in Rock
Q212274	Νοζάν-συρ-Μαρν
Q212611	COBRA
Q212639	Μωρίς Μερλώ-Ποντύ
Q213116	Βασιλική Ολλανδική Ποδοσφαιρική Ομοσπονδία
Q213474	Άιλσμπερι
Q213580	Πυροσταφυλικό οξύ
Q213660	LinkedIn
Q214485	Κισούμου
Q214629	Ολυμπιακό Στάδιο Τορίνου
Q214917	θεατρικός συγγραφέας
Q215715	Renault 25
Q215819	Microsoft SQL Server
Q215987	Γαλλική Γερουσία
Q216334	Intel Core 2
Q216511	Βασιλική Κινστέρνα
Q218023	Ελεύθερη Πολιτεία της Οράγγης
Q218115	Chanel
Q221754	Cadillac DTS
Q223142	Box Office Mojo
Q226697	Περγαμηνή
Q227721	Πάπας Μαρίνος Α΄
Q227936	Φύλο
Q227967	Πάπας Πασχάλης Β΄
Q229330	Βέρα Λυν
Q230850	Ιρίνα Μπόκοβα
Q231392	Βασίλειο της Αστούριας
Q232043	Κωνσταντίνη
Q232355	Κυβερνείο Χάμα
Q233914	Αλ Χασακά
Q235115	Μαρία ντε Μεντέιρος
Q235356	Άμαξα
Q235823	Μαρία-Λουίζα των Βουρβόνων-Πάρμας,
Q236371	οπωρώνας
Q237142	Ουλφ φον Όιλερ
Q237420	Ντόνα Λεόν
Q237757	Intel Pentium 4
