sentence,prediction,gold,is_same,is_single_word
[CLS] Tradition is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],substantive,planned community | development | planned cities | planned city | planned communities | planned community | community | human communities | human community | human settlement | human settlements | inhabited place | populated place | populated places | settlement | settlements | development | planned cities | planned city | planned communities | planned community,False,False
[CLS] German submarine U - 1230 is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],German submarine,U - boat | U - Boot | U - boat | Unterseeboot | U - Boot | U - boat | Unterseeboot,False,False
[CLS] Anumasamudrampeta is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],species of ground beetle,village | small town | village | village in India | village of India | small town | village,False,True
[CLS] Northside United Methodist Church is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Methodist church,recording studio | music recording facility | recording studio | sound recording studio | church | church building | music recording facility | recording studio | sound recording studio,False,False
[CLS] CHCO - TV is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],CHCO - TV,television station | T . V . station | TV station | television station | T . V . station | TV station | television station,False,False
[CLS] Quirino Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],airport in Colombia,airport | air port | airport | airports | air port | airport | airports | proposed airport / being built,False,True
[CLS] Reudelstrerz Formation is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],formation,formation | formation | geologic formation | geological formation | formation | geologic formation | geological formation,True,True
[CLS] Waschberg Formation is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],formation,formation | formation | geologic formation | geological formation | formation | geologic formation | geological formation,True,True
[CLS] Nizam Sama Halt railway station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,True,False
[CLS] Indian River Archeological Complex is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Archeological Complex,archaeological site | ancient site | archaeological site | archeological site | ancient site | archaeological site | archeological site,False,False
[CLS] Züssow railway station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station | Station,True,False
[CLS] In the Deathroom is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],film,short story | short story | tale | short story | tale,False,False
[CLS] Bendestorf is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],German municipality,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Mourne Wall is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall,dry stone | dry stone | dry stone construction | dry stone method | dry - stone | construction | dry stone | dry stone construction | dry stone method | dry - stone,False,False
[CLS] Fatale is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,comic book | Comics | comic book | comicbook | funny book | Comics | comic book | comicbook | funny book,False,False
[CLS] Neu Zauche is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] XTC is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Georgia World Congress Center Department of Public Safety is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Department of Public Safety,law enforcement agency | LEA | law enforcement agency | LEA | law enforcement agency,False,False
[CLS] Sarbloh Warriors is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Sarbloh Warriors,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames,False,False
[CLS] Bengtesgård meadow is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],meadow,nature reserve | bioreserve | natural preserve | natural reserve | nature preserve | nature reserve | preserve | preserves | bioreserve | natural preserve | natural reserve | nature preserve | nature reserve | preserve | preserves,False,False
[CLS] Guymon Municipal Airport is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Municipal Airport,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] Beni Amrane is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Algeria | commune of Algeria | municipalities of Algeria | municipality of Algeria | commune of Algeria | municipalities of Algeria | municipality of Algeria,False,False
[CLS] Underground Chamber is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Underground Chamber,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Carved by Glaciers is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Carved by Glaciers,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Harthope Moss is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bypass station,mountain pass | mountain pass | mountain pass,False,False
[CLS] Zoology is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],degree degree degree degree,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Castillon is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],de la Generalitat de Catalunya,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] 1996 Austrian motorcycle Grand Prix is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],1996 Austrian motorcycle Grand Prix,Austrian motorcycle Grand Prix | Austrian motorcycle Grand Prix | Austrian motorcycle Grand Prix,False,False
[CLS] Bang Khonthi is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Bang Khonthi,amphoe | amphoe | amphur | district in Thailand | amphoe | amphur | district in Thailand,False,False
[CLS] Riedelberg is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],village in the Czech Republic,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] BANCStar programming language is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],BANCStar,programming language | computer language | computer programming language | programming language | computer language | computer programming language | programming language,False,False
[CLS] Callin is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S . A .,family name | family name | last name | surname | family name | last name | surname,False,False
[CLS] Aspiration is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],pulmon,compilation album | best album | compilation album | compilation disc | rarities album | best album | compilation album | compilation disc | rarities album,False,False
[CLS] Benson ' s Wild Animal Farm is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Wild Animal Farm,amusement park | amusement park | funfair | roller coaster park | amusement park | funfair | roller coaster park,False,False
[CLS] Mikumo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],. S . S,family name | family name | last name | surname | family name | last name | surname,False,False
[CLS] Ulmus ' Aspera ' is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Ulmus,cultivar | cultivar | cultivated variety | cultivar | cultivated variety,False,False
[CLS] Braddock Point Light is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],lighthouse,lighthouse | LtHo | light house | lighthouse | lighthouses | LtHo | light house | lighthouse | lighthouses,True,False
[CLS] Britonia is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bank bank,titular see | titular see | titular see | former country | former sovereign state | former state | historical country,False,False
[CLS] Cacahoatán Municipality is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipality of Mexico | Mexican municipality | Municipio in Mexico | municipality of Mexico | Mexican municipality | Municipio in Mexico | municipality of Mexico,False,False
[CLS] Kluse is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],small town,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Reverberation is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],motion motion,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Tollie Records is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],. d,record label | imprint | label | music label | record label | imprint | publisher | publishing brand | imprint | label | music label | record label,False,False
[CLS] Omméel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France | delegated commune,False,False
[CLS] Saint - Boil is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] File 03 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],File 03,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Saint - Mars - sous - Ballon is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France | delegated commune,False,False
[CLS] Villaines - la - Carelle is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Tsurugasaka Station is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Gerbstedt is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],municipality in the Czech Republic,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | city municipality of Germany | city of Germany | urban municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Sumpafallen is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],civil parish,nature reserve | bioreserve | natural preserve | natural reserve | nature preserve | nature reserve | preserve | preserves | bioreserve | natural preserve | natural reserve | nature preserve | nature reserve | preserve | preserves,False,False
[CLS] Kapelludden is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],municipality,lighthouse | LtHo | light house | lighthouse | lighthouses | LtHo | light house | lighthouse | lighthouses | wetland,False,False
[CLS] The Naked Brothers Band The Video Game is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],video game,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames,True,False
[CLS] Cabernet Dorsa is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],twinned with :,grape variety | grape variety | grape variety,False,False
[CLS] Red Hot + Rio is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Red Hot + Rio,compilation album | best album | compilation album | compilation disc | rarities album | best album | compilation album | compilation disc | rarities album,False,False
[CLS] National Rescue Party is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],National Rescue Party,political party | party | political party | party | political party,False,False
[CLS] National Union of Boot and Shoe Operatives is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],trade union,trade union | labor union | labour union | trade union | union | work union | worker ' s union | workers union | labor union | labour union | trade union | union | work union | worker ' s union | workers union,True,False
[CLS] Artificial Heart is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],short short short short short,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Pleß is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German municipality,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Con el corazón en la mano is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],film in Spain,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Pauk Airport is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],airport,airport | air port | airport | airports | air port | airport | airports,True,True
[CLS] Deep Panuke is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],musician,natural gas field | gas field | gasfield | natural gas field | gas field | gasfield | natural gas field,False,False
[CLS] Kattamuru is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],waterfall in Sri Lanka,village | small town | village | village in India | village of India | small town | village,False,True
[CLS] Kwinitsa railway station is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,True,False
[CLS] Anna High School is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],High School,state school | government school | public school | public sector school | state school | H . S . | HS | high school | senior high school | upper middle school | government school | public school | public sector school | state school,True,False
[CLS] Rott Abbey is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],monastic,monastery | convent | monastery | convent | monastery,False,True
[CLS] Bottwar is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],north - west,river | river | rivers | river | rivers,False,True
[CLS] 2013 Beach Volleyball World Championships is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],2013 Beach Volleyball World Championships,Beach Volleyball World Championships | Beach Volleyball World Championships | FIVB Beach Volleyball SWATCH World Championships | Swatch FIVB World Championships | Beach Volleyball World Championships | FIVB Beach Volleyball SWATCH World Championships | Swatch FIVB World Championships | game season | league season | recurring sports edition | season | season of a sports league or competition | sport season | sports competition season | sports season | sports series | sports year,False,False
[CLS] Tulpar ( IFV ) is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Tulpar,infantry fighting vehicle | IFV | infantry fighting vehicle | IFV | infantry fighting vehicle,False,False
[CLS] La Tante River is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Elrihana is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,village | small town | village | small town | village,False,True
[CLS] Rumiwasi is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Sultanate of Oman,archaeological site | ancient site | archaeological site | archeological site | ancient site | archaeological site | archeological site,False,False
[CLS] 1966 Singapore Grand Prix is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Singapore Grand Prix,Singapore Grand Prix | Singapore Grand Prix | moto race | motorcycle race | Singapore Grand Prix,True,False
[CLS] Shin - Yahashira Station is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Jardin ethnobotanique d ' Eyne is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],bibliophile,botanical garden | botanic garden | botanical garden | hortus botanicus | botanic garden | botanical garden | hortus botanicus,False,False
[CLS] Antoine de Saint Exupéry Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],airport in the United States,airport | air port | airport | airports | aerodrome | airdrome | airfield | air port | airport | airports,False,True
[CLS] Australian Journal of Earth Sciences is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],quarterly,scientific journal | scientific journal | scientific magazine | scientific journal | scientific magazine,False,False
"[CLS] Cedar Grove ( Clarksville , Virginia ) is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]",suburb of Clarksville,plantation | plantation | plantation,False,True
[CLS] Sant ' Agata Fossili is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],comune,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,True,False
[CLS] Public Garden is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],public garden,extended play | E . P . | EP | Extended Play | extended play | E . P . | EP | Extended Play | extended play,False,False
[CLS] Centre Democrats is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],party,political party | party | political party | party | political party,True,False
[CLS] Na Bua is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Nan Nan . Nan Nan,tambon | subdistrict | tambon | subdistrict | tambon,False,False
[CLS] Saving Power is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Saving Power,live album | concert album | live album | concert album | live album,False,False
[CLS] Noer is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],bypass in the Netherlands,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Cerdon is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],inflorescence,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Malguénac is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Péaule is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Party for People with Special Needs is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Party for People,political party | party | political party | party | political party,False,False
[CLS] 2012 Malaysian motorcycle Grand Prix is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],motorcycle Grand Prix,Malaysian motorcycle Grand Prix | Malaysian motorcycle Grand Prix | Malaysian motorcycle Grand Prix,False,False
[CLS] fenarimol is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],compound compound,fungicide | fungicide | fungicides | chemical compound | compound | heteroatomic molecular entity | fungicide | fungicides,False,False
[CLS] Vlassov is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Slavonic municipality,family name | family name | last name | surname | family name | last name | surname,False,False
[CLS] 3000 is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ring ring,natural number | n | n ( natural number ) | natural number | natural number ( ambiguously including zero ) | natural numbers ( individually ) | [UNK] | even number | composite number | n | n ( natural number ) | natural number | natural number ( ambiguously including zero ) | natural numbers ( individually ) | [UNK],False,False
[CLS] Purple Naked Ladies is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],music video for the single,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Pas de Cheville is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],commune,mountain pass | mountain pass | mountain pass,False,False
[CLS] Hopes and Fears is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],film,album | album | audio album | music album | record album | full - length album | studio album | album | audio album | music album | record album,False,True
[CLS] Maledetti is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Wistful is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],small village,Thoroughbred | Thoroughbred | Thoroughbred racehorse | Thoroughbred | Thoroughbred racehorse | horse,False,False
[CLS] Kerala Janapaksham is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Janapaksham,political party | party | political party | party | political party,False,False
[CLS] Nolot is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S . S,family name | family name | last name | surname | family name | last name | surname,False,False
[CLS] Philippine Commission is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Philippine Commission,legislature | legislature | organs of power | senate | upper chamber | upper house | legislature | organs of power,False,True
[CLS] Bad Cats is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],punk band,pinball | pinball | pinball machine | pinball | pinball machine,False,False
[CLS] Montaigu - la - Brisette is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Crévic is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Mont - l ' Étroit is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] McEntegart is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],remembrance,family name | family name | last name | surname | family name | last name | surname | Mac family name | Mac surname | Mc family name | Mc surname | surname prefixed with Mac or Mc | surname prefixed with Mc or Mac,False,False
[CLS] Shalstone is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],New York City,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] X - Men : Mojo World is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],X - Men,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames,False,False
[CLS] Neuville - les - Dames is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] The Addams Family is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],film of the same name,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames | game franchise | game series | series of video games | video game franchise | video game series | videogame series,False,False
[CLS] Something to Write Home About is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],short short short,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Cerqueira César is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Roman Catholic church,municipality of Brazil | municipality of Brazil | município do Brasil | municipality of Brazil | município do Brasil | city,False,False
[CLS] Cássia dos Coqueiros is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],civil parish in Vila Vila,municipality of Brazil | municipality of Brazil | município do Brasil | municipality of Brazil | município do Brasil | city,False,False
[CLS] Surprise is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,paddle steamer | paddle steamer | paddle steamer,False,False
[CLS] Monaco in the Eurovision Song Contest 1963 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],history of Monaco,Monaco in the Eurovision Song Contest | Monaco in the Eurovision Song Contest | Monaco in the Eurovision Song Contest,False,False
[CLS] Saint - Didier is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Saint - Euphrône is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Chasnans is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France | delegated commune,False,False
[CLS] Felon is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],inflorescence,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Shivsena Nepal is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Shivsena Nepal,political party | party | political party | party | political party,False,False
