Q2	পৃথিবী
Q747541	গার দ্য লিওঁ
Q747860	বিবিসি অনলাইন
Q747881	লুয়াং প্রাবাং প্রদেশ
Q748417	মাইক্রোসফট ভার্চুয়াল পিসি
Q748999	বিশ্ব ট্রেড ইউনিয়নসমূহের ফেডারেশন
Q749283	সান হুয়ান
Q749605	২০০৬ শীতকালীন প্যারালিম্পিক
Q749608	বিবিসি থার্ড প্রোগ্রাম
Q750567	বসন্ত আক্রমণ
Q750569	কাকোগায়া
Q750573	মাইজুরু
Q751722	যৌন হয়রানি
Q751892	ককাস
Q752091	কোণার্ক সূর্য মন্দির
Q752460	লস মকিস
Q752681	আলহাম্বারা
Q752783	মানব মহাশূন্য যাত্রা
Q753110	গান লেখক
Q753298	আঙ্কল ভানিয়া
Q754673	ইংরেজি বর্ণমালা
Q754800	.৩০৩ ভিকার্স
Q755566	সেলিসবুরি
Q755673	অনুসন্ধান অ্যালগোরিদম
Q755741	সিল্ভার স্প্রিং
Q756294	স্বায়ত্তশাসিত প্রজাতন্ত্রী ক্রিমিয়া
Q756617	ডেনমার্ক
Q758545	আউবান, মাইন
Q758634	অকল্যান্ড
Q758778	audi r8
Q760266	হে রাম
Q762966	সেক্সিওঁ দাসো
Q765633	এভিয়েশন
Q765822	অন্তর্জলীয় প্রত্নতত্ত্ব
Q766445	ওকিনাওয়া প্রশাসনিক অঞ্চল
Q766956	কর্ণফুলী নদী
Q770033	হামযা ইবন আবদ আল-মুত্তালিব
Q770496	সেন্ট এলিয়াস পর্বত
Q771405	দক্ষিণ এশিয়া
Q773704	ইমাম হোসাইনের মাজার
Q776930	পিটারবরো
Q776965	ক্লেলেইপেদা
Q777721	স্মিরনফ
Q778806	ত্রিভুজের কেন্দ্র
Q787034	দিওয়ার
Q794145	পন স্টার্স
Q794345	বেইব্লেড: মেটাল ফিউশন
Q795477	ডেনমার্কের প্রধানমন্ত্রী
Q796758	ডিমের শ্বেতাংশ
Q797437	ভিনমাল
Q797519	বাজ
Q797848	বাবর
Q799808	বাফুসাম
Q806125	বনাসকান্ঠা জেলা
Q806160	বানবুরি
Q806916	বানু
Q808967	ব্যারিস্টার
Q810781	বাথ স্টোন
Q810923	বাতদামবাং প্রদেশ
Q813966	গণ শৌচাগার
Q816845	ইরাপুয়াতো
Q816851	কাপকেক
Q817247	দ্বারকা
Q818284	বেন্তিউ
Q818756	আইবিএম রোডরানার
Q820940	সিজান জেলা
Q821105	ইয়র্ক
Q821275	ইন্দিরা গান্ধী আন্তর্জাতিক বিমানবন্দর
Q822146	গীতিকার
Q822331	মাচা
Q823600	চেস্টা্রফিল্ড
Q823946	নর্থওয়েস্ট
Q824000	মিনামিয়ারুপোসো
Q825682	পরশুরাম
Q826068	ক্রোস্নো
Q826561	হ্যালিফ্যাক্স
Q826566	রিওহাকা
Q826782	স্ট্যাফোর্ড
Q827525	আন্তর্জাতিক উন্নয়ন সংস্থা
Q828043	বৈলিয়াবেইজ
Q830183	ইভ
Q830456	জঁ-বাতিস্ত ল্যবা
Q833585	গণিতের ভিত্তি
Q834621	বোনো
Q835586	সার্বিয়ার প্রধানমন্ত্রী
Q837314	কোলাজ অনুমান
Q837333	কানভাঙা মূর্তি
Q837675	জুরি
Q838759	ওয়েস্টমিনিস্টার
Q838795	কার্টুন স্ট্রিপ
Q839078	কানাডার প্রধানমন্ত্রী
Q839954	প্রত্নস্থল
Q840400	বিবর্তনীয় জীববিজ্ঞান
Q840820	গুগল গ্রুপস
Q841342	কানেলোন্স
Q841645	ইন্টারনেট টেলিভিশন
Q841979	ম্যান'সফিল্ড
Q842266	ওয়েওয়েতেনানগো বিভাগ
Q842386	রাশিয়ার প্রধানমন্ত্রী
Q842402	হিন্দু মন্দির
Q842490	আন্তর্জাতিক রাসায়নিক অস্ত্র নিরস্ত্রীকরণ সংস্থা
Q842782	গোয়েন্দা
Q842931	পূর্ব পাকিস্তান
Q843533	অ্যারিওলা
Q843868	রেক্সহাম কাউন্টি বোরো
Q844130	নিগাহামা
Q844427	চম্পানের-পাওয়াগড় প্রত্নতাত্ত্বিক উদ্যান
Q844491	তামিল উইকিপিডিয়া
Q844528	সেন্টার
Q844587	স্পেনের প্রধানমন্ত্রী
Q844784	ভেল অব গ্ল্যামারগান
Q845168	ইস্ট
Q845172	লিট্টোরাল
Q845857	উয়াজিমা
Q846331	পশ্চিম দারফুর
Q846409	গার্ডেনা
Q846421	ওয়েস্ট হলিউড
Q846742	ধর্মের ইতিহাস
Q847198	ন্যায়যুদ্ধ তত্ত্ব
Q847289	সাগাইনিং অঞ্চল
Q848287	লিভিংস্টন
Q848613	ইসলামাবাদ রাজধানী অঞ্চল
Q848633	আন্তর্জাতিক বণিক-সভা
Q849345	শাক্তধর্ম
Q849524	মোস্তাগানেম
Q849919	তড়িচ্চুম্বকীয় বল
Q850109	আউটলুক এক্সপ্রেস
Q851395	পাখিজা
Q851407	নমকিন
Q852018	ইজুমিসানো
Q852729	হারলো
Q853085	জাতিভাষাবিজ্ঞান
Q854787	স্পিট্জ
Q855054	ভোপাল বিভাগ
Q855091	গিটারবাদক
Q856010	ওয়েলিংটন অঞ্চল
Q856650	কুয়েত আক্রমণ
Q856691	রাষ্ট্রকূট রাজবংশ
Q856788	প্রিয়েই বেং প্রদেশ
Q858162	বোতাদ
Q858304	বোলপুর
Q858775	ডার্টফোর্ড
Q858790	ডিএনএ ভাইরাস
Q858851	লিনাক্স ফাউন্ডেশন
Q861110	শেন ম্যাকমোহান
Q861126	থিংকপ্যাড
Q861255	হিগাশিকাগাওয়া
Q861508	ক্রোমবুক
Q862508	ত্রিনিদাদ
Q862559	মালয়েশিয়ার প্রধানমন্ত্রী
Q862645	এডমন্ড
Q862912	চামরাজনগর জেলা
Q863432	বিমান বাংলাদেশ এয়ারলাইন্স
Q863756	বিং ম্যাপস
Q863915	নদীবন্দর
Q864024	পন্স
Q864106	লেক চার্লস
Q864503	জীববিজ্ঞানী
Q864693	মুরগীর মাংস
Q864889	ওয়ানড্রাইভ
Q864914	স্পঞ্জবব স্কয়ারপ্যান্টস, দ্বিতীয় মৌসুম
Q864928	জৈবনিক বিজ্ঞানসমূহের তালিকা
Q865146	বীরেন্দ্রনাগর
Q865580	লেজঁফঁ দ্যু পারাদি
Q865851	সুপারমডেল
Q868165	ইয়াহু! মেইল
Q869067	ব্যাঙ্গালোর আন্তর্জাতিক চলচ্চিত্র উৎসব
Q870138	ম্যারিল্যান্ড কাউন্টি
Q872181	স্কাউটিং
Q872883	আলাবামা স্টেট রুট ২০
Q873377	দুমাগুয়েতে
Q875920	তোহো
Q876023	রংপুর বিভাগ
Q876541	জাব্লানিকা জেলা
Q879204	বিবি নাম্বার ১
Q883907	সান মার্কো বিভাগ
Q887003	চীন প্রজাতন্ত্রের রাষ্ট্রপতি
Q888456	সিমবিয়ান
Q891895	২০০৬ মুম্বাই উপনগরীয় রেল বোম বিস্ফোরণ
Q897511	গুপ্ত তথ্য বিশ্লেষণ
Q898418	স্পঞ্জবব স্কয়ারপ্যান্টস, ষষ্ঠ মৌসুম
Q899770	ইন্টারন্যাশনাল সেন্টার ফর সেটলমেন্ট অব ইনভেস্টমেন্ট ডিসপিউটস
Q900450	গোলাপ জল
Q901402	ভূগোলবিদ
Q905129	সিংঘম
Q907112	ট্রান্সনিস্ত্রিয়া
Q907311	নেটফ্লিক্স
Q909662	স্কাই ১
Q912429	প্রেস টিভি
Q912887	ক্যামব্রিজ ইউনিভার্সিটি প্রেস
Q913902	গুগল অ্যাকাউন্ট
Q914055	সান নিকোলাস দে লোস গার্সা
Q917048	লন্ডনের প্রকট প্লেগ
Q917374	নরওয়ের সামরিক বাহিনী
Q917636	কংগ্রেস হল
Q917761	আঠালো মিঠাই
Q918613	র পাওয়ার
Q919071	খিলজি রাজবংশ
Q920940	ধোসা
Q924135	রং দে বাসন্তী
Q925424	ক্রাইস্টচার্চ
Q926713	পারিন্টিন্স
Q927134	প্যারামাউন্ট
Q930752	চিকিৎসাবিজ্ঞানের বিশেষায়িত শাখা
Q933062	হরিহরানন্দ গিরি
Q933185	বেলমন্ট আইল্যান্ড
Q933957	কিশোর মহুবনী
Q934536	সেভেন ক্রিস্টাল বল
Q937857	ফুটবলার
Q938359	ম্যাডিসন
Q942467	শিশু যিশু
Q944356	দিল সে..
Q944379	ক্যাটাক্লিজম
Q947873	টেলিভিশন ব্যক্তিত্ব
Q948720	ভারতীয় বিজ্ঞান সংস্থা
Q949228	শোলে
Q949458	দক্ষিণ মঙ্কটন
Q949863	আশ্চর্য উল্কা
Q952228	ইচ্ছাপুরাম
Q952802	ইলিনয় রুট ২১
Q954894	লেবানন
Q956568	ফোর্বস
Q956690	কর্নওয়াল
Q956732	হাসান জেলা
Q956943	লে পোর্ট
Q958555	হোসিনসন
Q960389	ভারতীয় বাঁশি
Q960507	রে এমেরি
Q961412	ইয়েভগেনি রোশাল
Q964887	মধুর ভান্ডারকর
Q965945	জেমস রেনেল
Q966788	জোনাথন অ্যাগ্নিউ
Q967073	ম্যাগনাস এঙ্ককেল
Q967166	হাইদি
Q970628	আবু মোহাম্মদ আল-হাসান আল-হামদানি
Q971446	বিবিসি ফিল্মস
Q974642	পিন্ডামনহাঙ্গাবা
Q974850	মিসাইল
Q975590	লুফকিন
Q978383	ইলিনয় রুট ৯
Q979507	হিন্দু দেবদেবী
Q980677	লাগে রাহো মুন্না ভাই
Q982838	সাবাহাতিন আলী
Q983454	মনসুর আলি খান পতৌদি
Q983859	এল সেগুনডো
Q984264	ফ্রাঙ্কলিন
Q984448	টমাস পিকেটি
Q985279	মোরকেম্বে
Q985409	জ্যাকসন
Q988214	কুয়ার্নমোর
Q988685	নিজামপত্তনম
Q989930	মাখন চা
Q990385	হোর্তা
Q990618	ব্রুকউড কবরস্থান
Q990738	মান্টা
Q991329	ওয়েস্ট ভ্যানকুভার
Q993149	ওতজিয়ারঙ্গ
Q993851	হিঞ্চি
Q993904	ওরিসাবা
Q994719	ক্রিস্টিনানস্টেড
Q1000336	তানদিল
Q1000346	মোকেগোয়া
Q1000662	স্টামফোর্ড
Q1001079	বৌদ্ধ দর্শন
Q1001440	পেশন-ভিলি
Q1006251	অ্যালায়েন্স ম্যানচেস্টার বিজনেস স্কুল
Q1007634	এস্টেলি
Q1008765	ক্লিদারো
Q1008801	আধুর্স
Q1010104	খালেজা
Q1012047	কুপার
Q1012054	নর্থ বারউইক
Q1017325	পাতেরোজ
Q1018448	ওয়াশিংটন
Q1019424	রোফিস্ক
Q1020320	সান কার্লোস , রিও
Q1021580	কুরানবাদী
Q1022867	গৌণ গ্রহরাশি
Q1023682	বাধন
Q1023951	স্যালসেদো, হারম্যানাস মিরাবাল
Q1028181	চিত্রকর
Q1029907	পাকস্থলী
Q1032890	ক্যানসার ব্যাটস
Q1033016	হ্যালি বেরি
Q1035745	কার্ডিফ বিশ্ববিদ্যালয়
Q1043527	মাল্টিল্যাটারাল ইনভেস্টমেন্ট গ্যারান্টি এজেন্সি
Q1043549	কারমেল জোন্স
Q1043568	ভিয়েতনামের প্রধানমন্ত্রী
Q1043650	মামু অঞ্চল
Q1046653	কেমিসেট
Q1047060	কেস ওয়েস্টার্ন রিজার্ভ ইউনিভার্সিটি
Q1048495	ফ্লাইদুবাই
Q1049470	ইউনিভার্সিটি অব ওয়াটারলু
Q1051505	এন কে হাতা বে জেলা
Q1053574	নির্বাহী প্রযোজক
Q1053723	সেন্ট্রাল বেডফোর্ডশায়ার
Q1054444	আন্তঃনাক্ষত্রিক মেঘ
Q1054923	ব্রিটিশ হংকং
Q1057953	সাভিচে
Q1057992	মাকাওয়ের সরকার
Q1058356	টুইংকল টুইংকল লিটল স্টার
Q1059948	খলিফা বিন জায়েদ আল নাহিয়ান
Q1060621	আঙ্কারা বিশ্ববিদ্যালয়
Q1060631	চম্বল নদী
Q1062074	চাংলিমিথাং স্টেডিয়াম
Q1064858	ডেস্ক
Q1067878	উর্দু উইকিপিডিয়া
Q1068044	গিলোরা বং কর্ণো স্টেডিয়াম
Q1069175	ইন্টারন্যাশনাল ফেডারেশন অব রেড ক্রস অ্যান্ড রেড ক্রিসেন্ট সোসাইটিজ
Q1070591	চেশায়ার ওয়েস্ট ও চেস্টার
Q1072017	ইন্টারস্টেট ২৫৫
Q1072120	ক্ষেপণাস্ত্র প্রযুক্তি নিয়ন্ত্রণ গোষ্ঠী
Q1072190	চিকেন নাগেট
Q1072192	বাবা ঘানৌশ
Q1072231	আফারসিয়াব বাদালবেয়লি
Q1075827	তুলনামূলক ধর্মতত্ত্ব
Q1075838	দাওয়াত
Q1077518	উৎপাদন ব্যয় হিসাববিজ্ঞান
Q1081119	আর্থ ইস রুম এনাফ
Q1085348	ক্রিস্টোফ ক্রেমার
Q1086837	ক্রিস্টোফার মার্টিন-জেনকিন্স
Q1087346	বুকিট উপদ্বীপ
Q1089234	নিউটন
Q1091086	তেসরা মে ১৮০৮
Q1091884	সিহান সংবাদ সংস্থা
Q1093767	হিন্দ বিনতে উতবা
Q1097113	ক্লোদ রিশ
Q1105893	কাজভিন প্রদেশ
Q1106575	কেল্টীয় পুরাণ
Q1110668	ফাতিমা বিনতে আসাদ
Q1112985	কুস্টেন্ডিল প্রদেশ
Q1114448	কার্টুনিস্ট
Q1114461	কমিক চরিত্র
Q1114954	লেঙ্গো জেলা
Q1122760	এম্পায়ার
Q1123037	শিশুতোষ ছড়া
Q1124402	তুঘলক রাজবংশ
Q1124410	জেরুজালেম সিনড্রোম
Q1127709	ট্রু রোমান্স
Q1129466	অধিবাচন বিশ্লেষণ
Q1131283	লোহিত সাগরের হাঙর
Q1134454	কুরো
Q1134508	চিত্তধর হৃদয়
Q1135349	মোহাব্বতে
Q1137004	সাইবার সন্ত্রাস
Q1138257	গুগল ম্যাপ মেকার
Q1138904	আফগানিস্তান রাজতন্ত্র
Q1139503	নকিয়া লুমিয়া ৭১০
Q1139546	পনির
Q1140046	গাণিতিক প্রতীক-চিহ্নাদি
Q1140706	আফগানিস্তানের রাষ্ট্রপতি
Q1144126	টিলিয়া টিপ
Q1144725	মাইক্রোসফট রিসার্চ
Q1145034	লুবাবা বিনতে আল হারিস
Q1145106	লিপিবদ্ধ ইতিহাস
Q1145265	ভারতে ইসলাম
Q1145714	ইউক্রেনের প্রধানমন্ত্রী
Q1146552	পয়েণ্ট ব্রেক
Q1147464	মুয়াজ ইবনে জাবাল
Q1147498	জাফর ইবনে আবি তালিব
Q1147544	মির্যা বশীরুদ্দিন মাহমুদ আহমদ
Q1148042	কুতুব শাহি রাজবংশ
Q1148514	ব্রুনাই আন্তর্জাতিক বিমানবন্দর
Q1151257	সি৯৯
Q1151805	আল কুরতুবি
Q1151919	এডিনবরা ফেস্টিভাল
Q1153484	লোকশিল্প
Q1153760	মাইক্রোসফট অফিস ২০০৩
Q1156634	কোণ আইসক্রিম
Q1156865	ইন্ডিয়ানাপোলিস আন্তর্জাতিক বিমানবন্দর
Q1160343	ক্যালগারি আন্তর্জাতিক বিমানবন্দর
Q1163330	মহারাজা
Q1166618	গাণিতিক যুক্তিবিজ্ঞান
Q1178770	ডন
Q1185593	টাইপ ০৫৪ ফ্রিগেট
Q1190693	জ্যাক হাসটন
Q1191104	মারমাডিউক পিকথাল
Q1191132	নাগোয়া বিশ্ববিদ্যালয়
Q1194749	স্পেনের সরকার ব্যবস্থা
Q1195766	মহাকাশ বিজ্ঞান
Q1198887	সঙ্গীত পরিচালক
Q1199763	মেঘে ঢাকা তারা
Q1200483	ডিমন সীড
Q1200549	মরিয়াম্মান
Q1203252	ডন ২
Q1207391	কায়াংগা জেলা
Q1207513	লেদাক
Q1210343	ডিকশনারি অব ন্যাশনাল বায়োগ্রাফি
Q1214385	ত্বক
Q1215200	হোয়াইট
Q1218180	নাইকন
Q1223508	ওহরিড
Q1234713	ধর্মতাত্ত্বিক
Q1238249	দোমিনিক ল্যাপিয়ের
Q1238570	রাষ্ট্রবিজ্ঞানী
Q1248654	তালীয় উপভাষা
Q1248784	বিমানবন্দর
Q1249148	রিচার্ড
Q1249453	ইমপ্রোভাইজড এক্সপ্লোসিভ ডিভাইস
Q1249801	পাকপাঠান
Q1254190	মীনরাশি
Q1255269	কাইরুয়ান জামে মসজিদ
Q1265687	দুনগারপুর জেলা
Q1265839	দুনিয়া না মানে
Q1277758	ইস্ট বারবিচ-করেনটাইন
Q1281618	ভাস্কর
Q1287924	এডিথ মড হুল
Q1287983	জিমি ওয়েব
Q1288568	আধুনিক ভাষা
Q1294439	সালালাহ
Q1296464	গুগল হেলথ
Q1298380	ক্রীড়া বিজ্ঞান
Q1310633	ফ্রান্সেস এইক্সিমেনিস
Q1317831	কর্তৃবাচ্য
Q1318776	টেস্টোস্টেরন
Q1318857	কুবুকা জেলা
Q1319274	জার্নি বিয়ন্ড থ্রি সিস
Q1321958	মার্ক্সীয় নারীবাদ
Q1321978	বিধানবাদ
Q1322592	হিন্দী সাহিত্য
Q1323689	লন্ডন চলচ্চিত্র উৎসব
Q1324608	সুইডেনের সাধারণ নির্বাচন, ২০০৬
Q1324712	হার্ভেস্ট রেকর্ডস
Q1326430	সামাজিক চুক্তি তত্ত্ব
Q1329642	লিনিমো
Q1341130	পৃথিবী
Q1342280	স্কুয়ামিস , ব্রিটিশ কলম্বিয়া
Q1342914	উত্তর পূর্ব লিঙ্কনশায়ার
Q1345419	ফ্লোরিডা চ্যাম্পিয়নশীপ রেসলিং
Q1347028	পুলড পোর্ক
Q1348677	ওয়েলিংটন রিজিওন্যাল স্টেডিয়াম
Q1349042	কার্ল টেলর কম্পটন
Q1350145	ক্রিয়া বিশেষ্য
Q1351317	দামেস্ক বিশ্ববিদ্যালয়
Q1352813	সামান খুদা
Q1357107	তেহরি গাঢ়ওয়াল জেলা
Q1367166	মারিয়ন ব্রাউন
Q1367294	মুঘল-ই-আজম
Q1368540	এসানে স্টুডিওজ
Q1369280	সাউথ গ্লৌচেস্টারশায়ার
Q1371925	ঘোষক
Q1373408	ভি শান্তারাম
Q1375117	দক্ষিণ এশীয় ফুটবল ফেডারেশন
Q1375363	নিগেল ব্যারি
Q1380200	ভ্যালেরিয়ান গ্রাসিয়াস
Q1382444	তারিক আবদুল-ওয়াহাদ
Q1384613	ইবনে আল নাদিম
Q1391329	রাম গোপাল বর্মা
Q1393182	আলি সাদিকিন
Q1393228	উয়াইস করনি
Q1393337	এ চার্লি ব্রাউন ক্রিসমাস
Q1395417	বিলায়েত খাঁ
Q1396889	অ্যানিম্যাল ফার্ম
Q1400216	প্রমিত ফরাসি
Q1411882	ম্যাকপেইন্ট
Q1413317	ভক্তিমূলক পতিতাবৃত্তি
Q1414326	ভারতীয় চলচ্চিত্র ও দূরদর্শন সংস্থান
Q1414443	চলচ্চিত্র নির্মাতা
Q1415585	আফগানিস্তান ইসলামি রাষ্ট্র
Q1417240	বেনাইন টিউমার
Q1424733	দুর্ঘটনাজনিত মৃত্যু এবং অঙ্গহানি বীমা
Q1425298	টেলফোর্ড ও রেকিন
Q1425428	নিউক্যাসল আপন টাইন
Q1425566	পোর্টল্যান্ড আন্তর্জাতিক বিমানবন্দর
Q1430943	জামাইকার প্রধানমন্ত্রী
Q1431173	গোয়া আন্তর্জাতিক বিমানবন্দর
Q1432399	পোখরা বিমানবন্দর
Q1432525	পুনে বিমানবন্দর
Q1435496	স্পোর্টিং ক্লাব দ্য গোয়া
Q1450662	ফ্রান্স সরকার
Q1469153	ফিজির প্রধানমন্ত্রী
Q1470765	আলি মানসুর
Q1472399	ইন্টারনেট অধিগমন
Q1473289	মধ্য ফরাসি
Q1473957	সুবর্ণপুর জেলা
Q1475112	ইজ্ আদ-দীন আল-কাসসাম ব্রিগেড
Q1476165	ইরাকের প্রধানমন্ত্রী
Q1480793	পরমাণু সরবরাহকারী গোষ্ঠী
Q1483337	উদুপি জেলা
Q1503700	ম্যায় হুঁ না
Q1518223	পাকিস্তানের জাতীয় পরিষদ
Q1519099	পোলিও টীকা
Q1522455	শিবদাস ঘোষ
Q1529219	মহীশূর বিমানবন্দর
Q1531570	বিশ্বব্যাপী জীব বৈচিত্র্য তথ্য সুবিধা
Q1536380	৩৪শ দাবা অলিম্পিয়াড
Q1539053	দ্য ক্যাট এম্পায়ার
Q1546271	সাইট অ্যান্ড সাউন্ড
Q1549591	বড় শহর
Q1551807	পোলিশ উইকিপিডিয়া
Q1553250	স্কটীয় ইংরেজি
Q1568355	পৃষ্ঠীয় পাখনা
Q1569495	প্রভাষক
Q1571396	মিশরের প্রধানমন্ত্রী
Q1587677	ফ্রান্সের প্রধানমন্ত্রী
Q1606679	স্বায়ত্ব শাসিত জিলা (লোকসভা কেন্দ্র)
Q1607826	সম্পাদক
Q1609124	মহম্মদ ফরিদ
Q1621107	দ্য হিস্টরি চ্যানেল
Q1622272	বিশ্ববিদ্যালয়ের শিক্ষক
Q1623029	সত্য যুগ
Q1636518	হিউম্যান আফটার অল
Q1636958	শাওমি
Q1639273	আনজেনের যুদ্ধ
Q1639825	কামার
Q1641162	ভারতের উপরাষ্ট্রপতি
Q1642480	ইসহাক
Q1646181	ওরচেস্টার
Q1647325	ফ্রাইয়া
Q1647771	আবদুর রহমান ইবনে আউফ
Q1647787	তালহা ইবন উবাইদিল্লাহ
Q1650668	সাবির ভাটিয়া
Q1651780	দাবাং ২
Q1662036	মোজাফফার আলী
Q1662673	জেন্ডার অধ্যয়ন
Q1666759	ইন্টারন্যাশনাল মোবাইল স্যাটেলাইট অর্গানাইজেশন
Q1676080	ইউ কিপ মি হ্যাঙ্গিন' অন
Q1676793	জব প্যার কিসিসে হোতা হ্যায়
Q1678478	জাগৃতি
Q1684080	জাতীয় সংসদ
Q1702407	জনি স্মিথ
Q1702471	নূহ হা মীম ক্যাল্লার
Q1707151	ঘাটানজি
Q1707370	গোবরডাঙা
Q1708098	হোনাবার
Q1719466	পেনভিজিস
Q1719471	কাগজ কে ফুল
Q1723031	পর্তুগালের প্রধানমন্ত্রী
Q1738476	ত্রিদেব
Q1743621	গুজরাত বিধানসভা
Q1747689	প্রাচীন রোম
Q1755412	নেপথ্য গায়ক
Q1758894	শ্রীলঙ্কার প্রধানমন্ত্রী
Q1769526	মলদোভার প্রধানমন্ত্রী
Q1771774	অমরাবতী জেলা
Q1772811	ত্রেতা যুগ
Q1772822	হারদৈ জেলা
Q1774629	আরভাইন
Q1774848	ভ্যালভার্দে প্রদেশ
Q1778780	গ্রীনউড
Q1778821	রন্ধনশৈলী
Q1784324	এয়ারবাস এ৩১৮
Q1785725	মিসিসিপি মসলা
Q1788333	ইউ কান'ট হারি লাভ
Q1792450	শিল্প ইতিহাসবিদ
Q1797336	পুণে জেলা
Q1798750	আনন্দ
Q1815344	ডেনমার্কের প্রতিরক্ষামন্ত্রী
Q1817561	লেট নাইট উইথ জিমি ফ্যালন
Q1850485	ঢাকা জেলা
Q1857774	নেলসন
Q1861290	ভিন্নাইতান্ডি ভারুভায়া
Q1865480	pulling down of bastille
Q1872524	দৈনিক ভাস্কর
Q1882468	রাস্কিংটন
Q1889017	মান্দাউ
Q1907525	পিস্তল
Q1930187	সাংবাদিক
Q1931402	আনসি সি
Q1936356	হানতারো নাগাওকা
Q1942003	জেরেমি প্যাক্সম্যান
Q1951764	বেগম রানা লিয়াকত আলি খান
Q1952566	মুম্বাই আন্তর্জাতিক চলচ্চিত্র উৎসব
Q1953000	মেনহেনইট
Q1954990	দ্য টেলিগ্রাফ
Q1974868	মঠাধ্যক্ষ ওলিবা
Q1975029	১ শমূয়েল
Q1988986	মিচেল
Q1990155	মূসা
Q2000136	লঘু পর্নোগ্রাফি
Q2001305	টেলিভিশন চ্যানেল
Q2001966	ভারতে কোম্পানি শাসন
Q2006542	পাকিস্তান অধিরাজ্য
Q2010955	মোল্লা সদর
Q2012050	ডোনেস্ক ওব্লাস্ট
Q2014947	ড্রিংলিংটন
Q2017699	উত্তরাঞ্চলীয় আমেরিকা
Q2027967	নিউটন
Q2028659	ইন্দিরা গান্ধী রাষ্ট্রীয় মুক্ত বিশ্ববিদ্যালয়
Q2032185	লালা শেভকেট
Q2035663	নোকিয়া ই৭২
Q2044233	রাগেহ ওমর
Q2050534	মোহনলাল
Q2059704	টেলিভিশন পরিচালক
Q2066252	দ্য ব্যাংকার
Q2075394	কানাডার ফরাসি ভাষা
Q2079896	রক এ্যান্ড রোল মিউজিক
Q2080165	হাইড নিউটন
Q2085464	শাহডোল জেলা
Q2087610	মহেশ বাবু
Q2088496	কলকাতা জেলা
Q2092297	ঈগল
Q2095353	ইসলাম ধর্মে ঈশ্বর
Q2097902	ওয়ার্মসওর্থ
Q2117484	টাওবাও
Q2118067	ওয়ারভিক
Q2121062	দ্য উইকেন্ড
Q2128862	ক্রিলেনি জেলা
Q2136977	দ্য জাকার্তা পোস্ট
Q2144397	দ্য লাভ ইউ সেভ
Q2153640	ইউরেনিয়াম-২৩৪
Q2164449	স্ক্র্যাপার ব্ল্যাকওয়েল
Q2174040	ব্যাকফোর্ড
Q2176651	দশাবতার
Q2191504	ইসলাম শাহ সুরি
Q2194186	ধনু
Q2200417	বোধ
Q2204450	রুটি
Q2213391	ক্রোডন
Q2216696	মেওয়াট জেলা
Q2223229	বর্ন
Q2251076	পটাশিয়াম-৪০
Q2252262	রাপার
Q2259451	মঞ্চ অভিনেতা
Q2270170	চীন-নেপাল যুদ্ধ
Q2271377	জেসিকা জোনস
Q2279198	বেনিতো হুয়ারেস পৌরসভা
Q2288294	অ্যালিস নহন
Q2295896	কোরিয়া জেলা
Q2297724	আঙ্কারা প্রদেশ
Q2298993	তরন তারন জেলা
Q2299630	শম্ভু মিত্র
Q2305282	রাজ্য পুনর্গঠন আইন, ১৯৫৬
Q2310145	আবহাওয়াবিজ্ঞানী
Q2315457	হাসসান ইবনে সাবিত
Q2315527	লাহোর জেলা
Q2315579	শিয়ালকোট জেলা
Q2329850	ভেরা ব্রেজেনেভা
Q2330789	ল্যান্ট্রিসান্ট
Q2334242	গুগল পে সেন্ড
Q2341660	মুম্বই শহর জেলা
Q2342822	পশ্চিম পাকিস্তান
Q2347909	পূর্ব বাংলা
Q2348310	রোডেশিয়ার প্রধানমন্ত্রী
Q2353591	মুজরিম
Q2353931	গাদাগ জেলা
Q2354639	পূর্ব পাঞ্জাব
Q2359213	গুডরিড্স
Q2364784	নেপালি সাহিত্য
Q2366025	দেওবন্দি
Q2374149	উদ্ভিদবিদ
Q2375435	গুরুদুয়ারা বাংলা সাহিব
Q2384063	গোপালদাস নীরজ
Q2405480	কণ্ঠ শিল্পী
Q2415949	কাভকায সেন্টার
Q2420369	আল খানসা
Q2429461	বিদ্যাপতি
Q2430415	তুরস্কের প্রধানমন্ত্রী
Q2445461	জুন্নার
Q2449737	স্টোন
Q2449793	সিদ্ধি জেলা
Q2472946	আদি পর্ব
Q2478124	দীক্ষা
Q2478703	খিঁচুড়ি
Q2483929	সিমদেগা
Q2491550	চুপকে চুপকে
Q2508461	জহির খান
Q2512029	মাইন্ড ইউর ল্যাংগুয়েজ
Q2516866	প্রকাশক
Q2526255	চলচ্চিত্র পরিচালক
Q2532754	কৃতিত্ব
Q2545016	রিসোদ
Q2546870	মোর্শি
Q2552748	জলপীড়ন
Q2561180	ইয়োরো
Q2568039	দ্য রাফ এণ্ড রেড্ডি শো
Q2569076	মার্চ
Q2576950	লং বাকবি
Q2577657	দুমকা জেলা
Q2578249	ইসরায়েলের মন্ত্রীপরিষদ
Q2578725	ইন্দোনেশিয়ায় হিন্দুধর্ম
Q2586558	কোতলি
Q2586864	ক্রস্টি মিজিরকভ
Q2586973	নির্মলা জোশী
Q2587384	লোপো সোরেস ডি আলবার্জিয়া
Q2588021	লেইহ
Q2602611	পান্নালাল ঘোষ
Q2604083	স্মিথ উপদ্বীপ
