fact,label,sentence,langs,number of langs
"('Q7559972', 'P31', 'Q9826')","('Somerville High School', '[X] is a [Y] .', 'high school')","('[CLS] Somerville High School is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'high school')",['init_confidence_iter_confidence_reprob'],1
"('Q220', 'P1376', 'Q38')","('Rome', '[X] is the capital of [Y] .', 'Italy')","('[CLS] רומא היא בירת [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'איטליה')",['mbert_base__he'],1
"('Q9684', 'P495', 'Q30')","('The New York Times', '[X] was created in [Y] .', 'United States of America')","('[CLS] The New York Times was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q3913460', 'P138', 'Q19931')","('Elstree Airfield', '[X] is named after [Y] .', 'Elstree')","('[CLS] Elstree Airfield is named after [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Elstree')",['init_confidence_iter_confidence_reprob'],1
"('Q6692907', 'P31', 'Q12280')","('Low Level Bridge', '[X] is a [Y] .', 'bridge')","('[CLS] Low Level Bridge is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'bridge')",['init_confidence_iter_confidence_reprob'],1
"('Q5374791', 'P413', 'Q193592')","('Emre İşçiler', '[X] plays in [Y] position .', 'midfielder')","('[CLS] Emre İşçiler juega en la posición de [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'centrocampista')",['mbert_base__es'],1
"('Q1999471', 'P1001', 'Q81931')","('President of the Confederate States', '[X] is a legal term in [Y] .', 'Confederate States of America')","('[CLS] 美 利 堅 聯 盟 國 總 統 的 管 辖 范 围 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '美 利 堅 聯 盟 國')",['mbert_base__zh'],1
"('Q48544', 'P937', 'Q2044')","(""Cosimo de' Medici"", '[X] used to work in [Y] .', 'Florence')","(""[CLS] Cosimo de ' Medici từng làm việc ở [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]"", 'Firenze')",['mbert_base__vi'],1
"('Q4368438', 'P20', 'Q649')","('Boris Podtserob', '[X] died in [Y] .', 'Moscow')","('[CLS] Boris Podtserob est décédé à [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Moscou')",['mbert_base__fr'],1
"('Q6828446', 'P27', 'Q30')","('Michael Barone', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Michael Barone is [MASK] [MASK] [MASK] [MASK] citizen . [SEP] [PAD] [PAD] [PAD] [PAD]', 'U . S .')",['init_confidence_iter_confidence_reprob'],1
"('Q502205', 'P1376', 'Q1151431')","('Nemuro', '[X] is the capital of [Y] .', 'Nemuro Subprefecture')","('[CLS] Nemuro is de hoofdstad van [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Nemuro')",['mbert_base__nl'],1
"('Q465184', 'P101', 'Q83588')","('American Institute of Chemical Engineers', '[X] works in the field of [Y] .', 'chemical engineering')","('[CLS] American Institute of Chemical Engineers works in the field of [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'chemical engineering')",['init_confidence_iter_confidence_reprob'],1
"('Q618329', 'P495', 'Q30')","('Girls', '[X] was created in [Y] .', 'United States of America')","('[CLS] Girls was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q159', 'P47', 'Q36')","('Russia', '[X] shares border with [Y] .', 'Poland')","('[CLS] Rọ́síà pa ààlà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q3053037', 'P106', 'Q33999')","('Emmy Lynn', '[X] is a [Y] by profession .', 'actor')","('[CLS] Emmy Lynn es un [MASK] [MASK] [MASK] [MASK] [MASK] de profesiòn . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'actor')",['mbert_base__es'],1
"('Q255', 'P136', 'Q9730')","('Ludwig van Beethoven', '[X] plays [Y] music .', 'classical music')","('[CLS] Ludwig van Beethoven fait de la musique [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'classique')",['mbert_base__fr'],1
"('Q11975', 'P495', 'Q30')","('Britney Spears', '[X] was created in [Y] .', 'United States of America')","('[CLS] Britney Spears was created in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q851', 'P530', 'Q874')","('Saudi Arabia', '[X] maintains diplomatic relations with [Y] .', 'Turkmenistan')","('[CLS] Sáúdí Arábíà ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q912', 'P47', 'Q965')","('Mali', '[X] shares border with [Y] .', 'Burkina Faso')","('[CLS] le Mali partage la frontière avec le [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Burkina Faso')",['mbert_base__fr'],1
"('Q6526', 'P1376', 'Q15124')","('Bolzano', '[X] is the capital of [Y] .', 'South Tyrol')","('[CLS] Bolzano es la capital de [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Bolzano')",['mbert_base__es'],1
"('Q6884724', 'P31', 'Q27686')","('Mizpah Hotel', '[X] is a [Y] .', 'hotel')","('[CLS] Mizpah Hotel is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'hotel')",['init_confidence_iter_confidence_reprob'],1
"('Q929', 'P530', 'Q30')","('Central African Republic', '[X] maintains diplomatic relations with [Y] .', 'United States of America')","('[CLS] Orílẹ̀ - èdè Olómìnira Àrin Áfríkà ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q4945960', 'P495', 'Q30')","('Born to Dance: Laurieann Gibson', '[X] was created in [Y] .', 'United States of America')","('[CLS] Born to Dance : Laurieann Gibson was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q739', 'P47', 'Q804')","('Colombia', '[X] shares border with [Y] .', 'Panama')","('[CLS] la Colombie partage la frontière avec le [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Pérou')",['mbert_base__fr'],1
"('Q171195', 'P140', 'Q748')","('Nagarjuna', '[X] is affiliated with the [Y] religion .', 'Buddhism')","('[CLS] आचार्य नागार्जुनच [MASK] [MASK] [MASK] [MASK] धर्माशी संलग्न आहे . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'बौद्ध')",['mbert_base__mr'],1
"('Q1756348', 'P279', 'Q207804')","('stanza', '[X] is a subclass of [Y] .', 'stanza')","('[CLS] stanza is a subclass of [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'stanza')",['init_confidence_iter_confidence_reprob'],1
"('Q2447661', 'P27', 'Q30')","('Tracy Lawrence', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Tracy Lawrence is [MASK] [MASK] [MASK] [MASK] citizen . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S .')",['init_confidence_iter_confidence_reprob'],1
"('Q1376262', 'P740', 'Q30')","('Throwdown', '[X] was founded in [Y] .', 'United States of America')","('[CLS] Throwdown was founded in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q278078', 'P495', 'Q30')","('Privileged', '[X] was created in [Y] .', 'United States of America')","('[CLS] Privileged was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q4348530', 'P178', 'Q49116')","('Dartmouth Time Sharing System', '[X] is developed by [Y] .', 'Dartmouth College')","('[CLS] Dartmouth Time Sharing System is developed by [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Dartmouth')",['init_confidence_iter_confidence_reprob'],1
"('Q214629', 'P127', 'Q495')","('Stadio Olimpico Grande Torino', '[X] is owned by [Y] .', 'Turin')","('[CLS] το Ολυμπιακό Στάδιο Τορίνου ανήκει στο [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Τορίνο')",['mbert_base__el'],1
"('Q523699', 'P138', 'Q728806')","('French cruiser Georges Leygues', '[X] is named after [Y] .', 'Georges Leygues')","('[CLS] Georges Leygues recibiò su nombre de [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Georges Leygues')",['mbert_base__es'],1
"('Q7644959', 'P1001', 'Q2003')","('Supreme Court of Newfoundland and Labrador (Court of Appeal)', '[X] is a legal term in [Y] .', 'Newfoundland and Labrador')","('[CLS] Supreme Court of Newfoundland and Labrador ( Court of Appeal ) is a legal term in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'Newfoundland and Labrador')",['init_confidence_iter_confidence_reprob'],1
"('Q4037797', 'P176', 'Q568501')","('EMD GP60', '[X] is produced by [Y] .', 'Electro-Motive Diesel')","('[CLS] EMD GP60 is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'EMD')",['init_confidence_iter_confidence_reprob'],1
"('Q375485', 'P463', 'Q253414')","('Federation of Uganda Football Associations', '[X] is a member of [Y] .', 'FIFA')","('[CLS] η Ομοσπονδία Ποδοσφαιρικών Ενώσεων Ουγκάντας είναι μέλος του [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]', 'FIFA')",['mbert_base__el'],1
"('Q1094964', 'P1412', 'Q150')","('Paul Déroulède', '[X] used to communicate in [Y] .', 'French')","('[CLS] Paul Déroulède hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'francés')",['mbert_base__es'],1
"('Q8333', 'P1001', 'Q30')","('Federal Bureau of Investigation', '[X] is a legal term in [Y] .', 'United States of America')","('[CLS] 미국 연방수사국는 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 에서 법적 효력을 가진다 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', '미국')",['mbert_base__ko'],1
"('Q685595', 'P495', 'Q30')","('De La Soul', '[X] was created in [Y] .', 'United States of America')","('[CLS] De La Soul was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q177188', 'P19', 'Q1348')","('Sovan Chatterjee', '[X] was born in [Y] .', 'Kolkata')","('[CLS] Sovan Chatterjee est né à [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'Calcutta')",['mbert_base__fr'],1
"('Q1339', 'P136', 'Q9730')","('Johann Sebastian Bach', '[X] plays [Y] music .', 'classical music')","('[CLS] Jean - Sébastien Bach fait de la musique [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'classique')",['mbert_base__fr'],1
"('Q4839283', 'P495', 'Q30')","('Back in Your Arms Again', '[X] was created in [Y] .', 'United States of America')","('[CLS] Back in Your Arms Again was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q5160364', 'P1412', 'Q7850')","('Cong Weixi', '[X] used to communicate in [Y] .', 'Chinese')","('[CLS] Cong Weixi hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'chino')",['mbert_base__es'],1
"('Q1256771', 'P937', 'Q1781')","('István Sarlós', '[X] used to work in [Y] .', 'Budapest')","('[CLS] István Sarlós travaillait auparavant à [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Budapest')",['mbert_base__fr'],1
"('Q2299865', 'P138', 'Q781257')","('Finnish coastal defence ship Ilmarinen', '[X] is named after [Y] .', 'Ilmarinen')","('[CLS] Finnish coastal defence ship Ilmarinen is named after [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'Ilmarinen')",['init_confidence_iter_confidence_reprob'],1
"('Q114', 'P530', 'Q1049')","('Kenya', '[X] maintains diplomatic relations with [Y] .', 'Sudan')","('[CLS] Kẹ́nyà ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q3089385', 'P364', 'Q5885')","('7aum Arivu', 'The original language of [X] is [Y] .', 'Tamil')","('[CLS] The original language of 7aum Arivu is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Tamil')",['init_confidence_iter_confidence_reprob'],1
"('Q561133', 'P27', 'Q30')","('David Wain', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Дэвид Уэйн [UNK] гражданин [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'США')",['mbert_base__ru'],1
"('Q735015', 'P1001', 'Q30')","('United States Secretary of Defense', '[X] is a legal term in [Y] .', 'United States of America')","('[CLS] United States Secretary of Defense is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'United States')",['init_confidence_iter_confidence_reprob'],1
"('Q188814', 'P37', 'Q9299')","('Serbian Orthodox Church', 'The official language of [X] is [Y] .', 'Serbian')","('[CLS] Η επίσημη γλώσσα της Σερβικής είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Σερβικά')",['mbert_base__el'],1
"('Q1183', 'P37', 'Q1321')","('Puerto Rico', 'The official language of [X] is [Y] .', 'Spanish')","('[CLS] The official language of Puerto Rico is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'Spanish')",['init_confidence_iter_confidence_reprob'],1
"('Q1813378', 'P276', 'Q79863')","('Battle of Tskhinvali', '[X] is located in [Y] .', 'Tskhinvali')","('[CLS] Batalla de Tsjinval està localizada en [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Tsjinval')",['mbert_base__es'],1
"('Q3270667', 'P176', 'Q739000')","('Geely BL', '[X] is produced by [Y] .', 'Geely')","('[CLS] Geely BL is produced by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Geely')",['init_confidence_iter_confidence_reprob'],1
"('Q17363945', 'P31', 'Q532')","('Elrihana', '[X] is a [Y] .', 'village')","('[CLS] Elrihana is een [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'plaats')",['mbert_base__nl'],1
"('Q6263117', 'P166', 'Q1335064')","('John Warrender, 2nd Baron Bruntisfield', '[X] was awarded the [Y] .', 'Military Cross')","('[CLS] John Warrender , 2nd Baron Bruntisfield was awarded the [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD]', 'Military Cross')",['init_confidence_iter_confidence_reprob'],1
"('Q7755424', 'P495', 'Q30')","(""The Orphan Master's Son"", '[X] was created in [Y] .', 'United States of America')","(""[CLS] The Orphan Master ' s Son was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]"", 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q932289', 'P30', 'Q15')","('Congo basin', '[X] is located in [Y] .', 'Africa')","('[CLS] Впадина Конго находится в [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Африке')",['mbert_base__ru'],1
"('Q266962', 'P159', 'Q1741')","('Wiener Sport-Club', 'The headquarter of [X] is in [Y] .', 'Vienna')","('[CLS] 維 也 納 體 育 會 的 总 部 位 于 [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '維 也 納')",['mbert_base__zh'],1
"('Q921', 'P530', 'Q408')","('Brunei', '[X] maintains diplomatic relations with [Y] .', 'Australia')","('[CLS] Brunei ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q1085', 'P190', 'Q1794')","('Prague', '[X] and [Y] are twin cities .', 'Frankfurt am Main')","('[CLS] Prag ve [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ikiz şehirlerdir . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Bratislava')",['mbert_base__tr'],1
"('Q3101526', 'P20', 'Q90')","('George Desvallières', '[X] died in [Y] .', 'Paris')","('[CLS] George Desvallières est décédé à [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'Paris')",['mbert_base__fr'],1
"('Q18393896', 'P364', 'Q1321')","('The Uninvited Guest', 'The original language of [X] is [Y] .', 'Spanish')","('[CLS] El idioma original de El habitante incierto es [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'español')",['mbert_base__es'],1
"('Q924', 'P47', 'Q114')","('Tanzania', '[X] shares border with [Y] .', 'Kenya')","('[CLS] Tànsáníà pa ààlà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q274252', 'P1412', 'Q150')","('Édouard Brézin', '[X] used to communicate in [Y] .', 'French')","('[CLS] Édouard Brézin hablaba [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'francés')",['mbert_base__es'],1
"('Q1865', 'P190', 'Q987')","('Kuala Lumpur', '[X] and [Y] are twin cities .', 'New Delhi')","('[CLS] 쿠알라룸푸르와 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 는 자매 도시이다 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__ko'],1
"('Q1060479', 'P37', 'Q9299')","('North Kosovo', 'The official language of [X] is [Y] .', 'Serbian')","('[CLS] La langue officielle de Nord du Kosovo est [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'serbe')",['mbert_base__fr'],1
"('Q5271182', 'P1303', 'Q8343')","('Diana Haskell', '[X] plays [Y] .', 'clarinet')","('[CLS] Diana Haskell toca el [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'clarinete')",['mbert_base__es'],1
"('Q45193', 'P27', 'Q45')","('António Ribeiro', '[X] is [Y] citizen .', 'Portugal')","('[CLS] António Ribeiro est citoyen le [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Portugal')",['mbert_base__fr'],1
"('Q2741398', 'P361', 'Q5891')","('environmental philosophy', '[X] is part of [Y] .', 'philosophy')","('[CLS] filosofía medioambiental es parte de [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'filosofía')",['mbert_base__es'],1
"('Q7721181', 'P740', 'Q60')","('The Candles', '[X] was founded in [Y] .', 'New York City')","('[CLS] The Candles a été fondée à [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'New York')",['mbert_base__fr'],1
"('Q43380', 'P740', 'Q60')","('CBS', '[X] was founded in [Y] .', 'New York City')","('[CLS] CBS a été fondée à [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'New York')",['mbert_base__fr'],1
"('Q747702', 'P138', 'Q192112')","('Higgs mechanism', '[X] is named after [Y] .', 'Peter Ware Higgs')","('[CLS] 希 格 斯 机 制 是 以 [MASK] [MASK] [MASK] 命 名 的 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '希 格 斯')",['mbert_base__zh'],1
"('Q317475', 'P140', 'Q432')","('Ali Shariati', '[X] is affiliated with the [Y] religion .', 'Islam')","('[CLS] Ali Şeriati [MASK] [MASK] [MASK] [MASK] dinine mensuptur . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'İslam')",['mbert_base__tr'],1
"('Q167638', 'P937', 'Q90')","('Joseph François Augustin Monneron', '[X] used to work in [Y] .', 'Paris')","('[CLS] Joseph François Augustin Monneron used to work in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Paris')",['init_confidence_iter_confidence_reprob'],1
"('Q188409', 'P1412', 'Q7737')","('Yevgeny Shevchuk', '[X] used to communicate in [Y] .', 'Russian')","('[CLS] Евгений Васильевич Шевчук говорил на [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'русском языке')",['mbert_base__ru'],1
"('Q2387238', 'P1001', 'Q237')","('President of the Pontifical Commission for Vatican City State', '[X] is a legal term in [Y] .', 'Vatican City')","('[CLS] President of the Pontifical Commission for Vatican City State is a legal term in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Vatican City')",['init_confidence_iter_confidence_reprob'],1
"('Q4289087', 'P1412', 'Q7737')","('Vazif Meylanov', '[X] used to communicate in [Y] .', 'Russian')","('[CLS] Vazif Meylanov hablaba [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'ruso')",['mbert_base__es'],1
"('Q517875', 'P1412', 'Q150')","('André Chéron', '[X] used to communicate in [Y] .', 'French')","('[CLS] André Chéron hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'francés')",['mbert_base__es'],1
"('Q1537375', 'P131', 'Q1989')","('Legislative Assembly of Saskatchewan', '[X] is located in [Y] .', 'Saskatchewan')","('[CLS] Wetgevende Vergadering van Saskatchewan bevindt zich in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]', 'Saskatchewan')",['mbert_base__nl'],1
"('Q643778', 'P1412', 'Q652')","('Mario Sironi', '[X] used to communicate in [Y] .', 'Italian')","('[CLS] Mario Sironi hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'italiano')",['mbert_base__es'],1
"('Q2388119', 'P1412', 'Q1321')","('Carlos Carmona Bonet', '[X] used to communicate in [Y] .', 'Spanish')","('[CLS] Carlos Carmona Bonet hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'español')",['mbert_base__es'],1
"('Q203694', 'P176', 'Q568501')","('EMD GP7', '[X] is produced by [Y] .', 'Electro-Motive Diesel')","('[CLS] EMD GP7 is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'EMD')",['init_confidence_iter_confidence_reprob'],1
"('Q130838', 'P495', 'Q30')","('Today', '[X] was created in [Y] .', 'United States of America')","('[CLS] Today was created in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q1391', 'P17', 'Q30')","('Maryland', '[X] is located in [Y] .', 'United States of America')","('[CLS] Maryland nằm ở [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Mỹ')",['mbert_base__vi'],1
"('Q486950', 'P495', 'Q884')","('The Korea Times', '[X] was created in [Y] .', 'South Korea')","('[CLS] The Korea Times a été créé en [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Corée du Sud')",['mbert_base__fr'],1
"('Q1048857', 'P495', 'Q30')","('Mark 4 nuclear bomb', '[X] was created in [Y] .', 'United States of America')","('[CLS] Mark 4 nuclear bomb was created in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q19364051', 'P364', 'Q1321')","('The Lioness of Castille', 'The original language of [X] is [Y] .', 'Spanish')","('[CLS] The original language of The Lioness of Castille is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Spanish')",['init_confidence_iter_confidence_reprob'],1
"('Q2140534', 'P364', 'Q1321')","('The Nameless', 'The original language of [X] is [Y] .', 'Spanish')","('[CLS] El idioma original de Los sin nombre es [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'español')",['mbert_base__es'],1
"('Q5323452', 'P176', 'Q568501')","('EMD MP15DC', '[X] is produced by [Y] .', 'Electro-Motive Diesel')","('[CLS] EMD MP15DC is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'EMD')",['init_confidence_iter_confidence_reprob'],1
